variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",2,1024,512,289,124.925168,125.038124,124.812212,125.038124,302223041,302496308,301949775,302496308,576.444704,4.196816,3.638640,85936635.000000,15675268.000000,0.182405,15482954.500000,522.500000,53777339.000000,28917.000000,0.000538,15746763.500000,102.000000,0.000006,90775.000000,81135.000000,0.893803,233.000000,199.500000,0.856223,0.000000,0.000000,1378.000000,4646051.000000,16658.000000,0.003585,203023960.000000,0.671769
gen_256x256_1,generated 256*256,1,"6.7",2,256,256,289,14.557916,14.621515,14.494316,14.621515,35219554,35373419,35065690,35373419,537.407745,4.501743,3.903011,312787.500000,166867.500000,0.533485,3973419.000000,613.500000,12950153.000000,3949.000000,0.000305,2415495.500000,9.500000,0.000004,23221.000000,14185.500000,0.610891,2701.000000,2571.000000,0.951870,10.000000,0.000000,112.500000,36593.500000,150.000000,0.004099,1763199.000000,0.050063
gen_512x512_1,generated 512*512,1,"6.7",2,512,512,289,59.459322,59.666299,59.252345,59.666299,143848192,144348926,143347459,144348926,548.737305,4.408796,3.822426,40132901.000000,6610829.000000,0.164723,8472493.000000,635.500000,28699623.000000,13687.000000,0.000477,8583973.500000,62.000000,0.000007,68820.000000,47066.000000,0.683900,161.500000,91.000000,0.563467,2.000000,0.000000,569.500000,2256611.000000,3272.000000,0.001450,108962325.500000,0.757481
gen_768x768_1,generated 768*768,1,"6.7",2,768,768,289,124.671610,124.925169,124.418052,124.925169,301612507,302225929,300999085,302225929,511.360180,4.731021,4.101795,96743105.500000,17252662.000000,0.178335,17626928.500000,679.000000,61313077.500000,32228.000000,0.000526,17815442.500000,122.500000,0.000007,122987.500000,91774.000000,0.746206,278.500000,208.500000,0.748654,3.500000,0.000000,1329.500000,5235058.000000,9381.000000,0.001792,228967971.000000,0.759146
gen_1024x1024_1,generated 1024*1024,1,"6.7",2,1024,1024,289,251.054854,251.375856,250.733852,251.375856,607369200,608145790,606592610,608145790,579.232407,4.176681,3.621182,172837122.500000,32080532.000000,0.185611,31206770.500000,1142.000000,106265217.000000,37729.000000,0.000355,31154702.500000,67.000000,0.000002,152033.000000,137444.000000,0.904041,315.000000,317.000000,1.006349,14.500000,0.000000,1117.000000,8714542.500000,36387.500000,0.004175,401282499.500000,0.660690
gen_1536x1536_1,generated 1536*1536,1,"6.7",2,1536,1536,289,473.537825,474.163550,472.912100,474.163550,1145616077,1147129875,1144102279,1147129875,485.575391,4.982276,4.319633,402908704.000000,75075010.500000,0.186333,68265447.500000,2111.000000,228848838.500000,32333.000000,0.000141,67269047.500000,8585.500000,0.000128,243416.000000,232094.500000,0.953489,832.500000,684.000000,0.821622,43.000000,0.000000,836.500000,21003763.000000,99742.000000,0.004749,888805388.000000,0.775832
gen_2048x2048_1,generated 2048*2048,1,"6.7",2,2048,2048,289,815.591355,815.755500,815.427209,815.755500,1973132942,1973530053,1972735831,1973530053,470.431552,5.142654,4.458681,702812763.500000,130818997.000000,0.186136,123686942.000000,3697.500000,414460770.000000,72600.000000,0.000175,118728921.000000,8225.000000,0.000069,678599.500000,593356.000000,0.874383,67501.500000,30708.500000,0.454931,157.500000,0.000000,1261.000000,36774718.000000,121241.000000,0.003297,1507391211.500000,0.763958
gen_2560x2560_1,generated 2560*2560,1,"6.7",2,2560,2560,289,1293.411669,1299.904653,1286.918686,1299.904653,3129118227,3144826539,3113409915,3144826539,477.465550,5.066910,4.393011,1121870078.000000,208044939.000000,0.185445,189978064.500000,4985.500000,630031224.500000,122056.500000,0.000194,182339121.000000,208048.000000,0.001141,918767.500000,815196.500000,0.887272,187354.500000,177162.000000,0.945598,1930.500000,0.000000,15165.500000,60579216.000000,171173.000000,0.002826,2377711671.500000,0.759866
gen_3072x3072_1,generated 3072*3072,1,"6.7",2,3072,3072,289,36632.878521,39843.632691,33422.124351,39843.632691,88626425865,96394247503,80858604228,96394247503,9391.194011,0.257615,0.223352,1603373117.000000,305625990.000000,0.190614,259028230.500000,2283583.000000,943890563.500000,4492020.000000,0.004759,268217377.000000,178584.500000,0.000666,1964479.500000,1760055.500000,0.895940,403871.500000,118526.500000,0.293476,295646.000000,359896.000000,1426033.000000,82591403.500000,310032.500000,0.003754,3412680961.500000,0.038506
