variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_16x16_1,generated 16*16,7,"-49.3;-20.12;0.1;5.34;12.352;33.33;49",10,16,16,289,5.631496,5.629505,5.609056,5.691765,13622561,13617745,13568278,13768352,7601.875558,0.318210,0.275888,3171081.600000,46123.400000,0.014545,907702.700000,78.600000,2395352.500000,0.000000,0.000000,910193.500000,0.000000,0.000000,33.900000,22.000000,0.648968,0.200000,0.100000,0.500000,1.100000,0.000000,0.000000,1409929.700000,2376.000000,0.001685,13371043.800000,0.981537
gen_32x32_1,generated 32*32,7,"-49.3;-20.12;0.1;5.34;12.352;33.33;49",10,32,32,289,32.448483,32.445230,32.413878,32.495766,78493065,78485197,78409355,78607443,10950.483398,0.220904,0.191524,21157997.700000,1048076.600000,0.049536,4909561.900000,119.800000,11867916.100000,0.000000,0.000000,4543683.400000,0.000000,0.000000,56.800000,5.100000,0.089789,9.500000,0.800000,0.084211,2.900000,0.000000,0.000000,7938979.100000,5536.500000,0.000697,65089299.600000,0.829236
gen_64x64_1,generated 64*64,7,"-49.3;-20.12;0.1;5.34;12.352;33.33;49",10,64,64,289,166.984200,166.989293,166.710899,167.204300,403928746,403941067,403267641,404461162,14087.916643,0.171705,0.148868,102302613.300000,7940158.200000,0.077614,23601543.000000,483.000000,58847292.900000,0.500000,0.000000,23797892.600000,0.600000,0.000000,2708.600000,740.000000,0.273204,386.900000,348.300000,0.900233,15.200000,0.000000,0.000000,37901370.500000,19830.400000,0.000523,320533542.800000,0.793540
gen_128x128_1,generated 128*128,7,"-49.3;-20.12;0.1;5.34;12.352;33.33;49",10,128,128,289,821.511329,821.419509,821.270897,821.934456,1987225939,1987003827,1986644337,1988249477,17327.235099,0.139606,0.121038,448763010.400000,55870757.500000,0.124499,105274414.700000,1579.900000,258023713.700000,1070.500000,0.000004,105062657.500000,155.500000,0.000001,17205.900000,6800.900000,0.395266,1333.000000,1132.300000,0.849437,39.100000,0.000000,52.000000,161860481.300000,59257.300000,0.000366,1400403491.500000,0.704703
gen_256x256_1,generated 256*256,7,"-49.3;-20.12;0.1;5.34;12.352;33.33;49",10,256,256,289,3465.504825,3465.447109,3464.643240,3466.577828,8383084453,8382944837,8381000273,8385680057,18273.673909,0.132377,0.114771,1886096500.100000,203264686.100000,0.107770,441748702.700000,4207.600000,1079058916.500000,3791.000000,0.000004,441618696.100000,712.700000,0.000002,816110.400000,55911.200000,0.068509,2396.700000,1710.300000,0.713606,61.700000,0.000000,307.200000,673336582.700000,202842.100000,0.000301,5867745094.100000,0.699951
gen_512x512_1,generated 512*512,7,"-49.3;-20.12;0.1;5.34;12.352;33.33;49",10,512,512,289,14297.779222,14296.854590,14295.013845,14306.274038,34586518785,34584282087,34579829301,34607067859,18848.156948,0.128342,0.111273,7722600382.000000,832494058.200000,0.107800,1811919434.600000,17424.100000,4415057779.700000,12998.800000,0.000003,1811925173.400000,3296.500000,0.000002,972376.300000,152280.600000,0.156607,11010.000000,7462.300000,0.677775,915.800000,0.000000,1315.200000,2742086547.900000,750864.600000,0.000274,24019268752.300003,0.694469
gen_1024x1024_1,generated 1024*1024,7,"-49.3;-20.12;0.1;5.34;12.352;33.33;49",10,1024,1024,289,58454.897304,58446.635172,58436.510231,58491.602119,141403054429,141383068240,141358575893,141491843790,19264.637324,0.125567,0.108867,31250681908.800003,3871063779.200000,0.123871,7339710621.700001,74258.500000,17861852587.400002,146280.500000,0.000008,7336908536.400001,8896.700000,0.000001,96959853.500000,1135628.900000,0.011712,76882.500000,62426.600000,0.811974,2869.200000,0.000000,3303.200000,11065700858.900002,2872841.600000,0.000260,97161207480.300003,0.687122
