variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_40x40_1,generated 40*40,6.700000,5,40,40,289,3.304967,3.296141,3.285957,3.344531,7995594,7974242,7949604,8091309,4997.246250,0.484120,0.419732,668098.800000,7114.600000,0.010649,1994936.200000,172.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,63.000000,15.400000,0.244444,12.200000,0.000000,0.000000,0.000000,0.000000,0.000000,88.800000,11.600000,0.130631,453.600000,0.000057
gen_43x43_1,generated 43*43,6.700000,5,43,43,289,3.773112,3.772004,3.748756,3.799179,9128140,9125461,9069218,9191205,4936.798269,0.490046,0.424870,478972.000000,7580.600000,0.015827,2009117.800000,161.600000,1505948.000000,0.000000,0.000000,0.000000,0.000000,0.000000,60.400000,10.800000,0.178808,29.000000,0.200000,0.006897,0.000000,0.000000,0.000000,88.800000,11.600000,0.130631,453.600000,0.000050
gen_46x46_1,generated 46*46,6.700000,5,46,46,289,4.124387,4.123561,4.118496,4.131387,9978003,9976003,9963751,9994936,4715.502363,0.513046,0.444811,850968.800000,9127.000000,0.010725,2069716.600000,153.200000,2365512.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.000000,5.800000,0.131818,36.800000,0.200000,0.005435,0.000000,0.000000,0.000000,88.800000,12.400000,0.139640,453.600000,0.000045
gen_49x49_1,generated 49*49,6.700000,5,49,49,289,4.865747,4.851514,4.844150,4.922267,11771518,11737085,11719268,11908253,4902.756352,0.493449,0.427821,2032856.800000,13355.200000,0.006570,1980228.800000,145.200000,3285231.600000,0.000000,0.000000,0.000000,0.000000,0.000000,47.200000,3.800000,0.080508,26.600000,2.600000,0.097744,0.000000,0.000000,0.000000,91.200000,11.400000,0.125000,464.400000,0.000039
gen_52x52_1,generated 52*52,6.700000,5,52,52,289,5.272329,5.274311,5.259899,5.286349,12755156,12759951,12725084,12789073,4717.143491,0.512866,0.444655,2172129.000000,23199.800000,0.010681,2035735.800000,134.800000,4670622.200000,0.000000,0.000000,0.000000,0.000000,0.000000,59.800000,8.000000,0.133779,14.600000,3.000000,0.205479,0.000000,0.000000,0.000000,91.200000,13.000000,0.142544,464.400000,0.000036
gen_55x55_1,generated 55*55,6.700000,5,55,55,289,6.094674,6.102706,6.022298,6.138453,14744727,14764158,14569628,14850640,4874.289917,0.496335,0.430322,845951.400000,32009.800000,0.037839,1961904.000000,169.800000,8293692.600000,0.000000,0.000000,684651.400000,0.000000,0.000000,21.800000,7.400000,0.339450,13.200000,0.000000,0.000000,0.000000,0.000000,0.000000,98.400000,13.000000,0.132114,496.800000,0.000034
gen_58x58_1,generated 58*58,6.700000,5,58,58,289,6.609449,6.621849,6.559567,6.636962,15990026,16020024,15869349,16056588,4753.277646,0.508968,0.441276,2040273.000000,52836.000000,0.025897,2004833.800000,131.000000,8944005.200000,0.000000,0.000000,781693.200000,0.000000,0.000000,18.200000,3.000000,0.164835,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000,96.000000,15.400000,0.160417,486.000000,0.000030
gen_61x61_1,generated 61*61,6.700000,5,61,61,289,7.506707,7.505475,7.439927,7.579530,18160732,18157750,17999173,18336910,4880.605214,0.495690,0.429763,1186163.000000,39088.000000,0.032953,1938491.200000,115.800000,9828995.000000,0.000000,0.000000,1520455.200000,0.000000,0.000000,20.400000,9.000000,0.441176,9.200000,0.800000,0.086957,0.800000,0.000000,0.000000,447886.400000,715.800000,0.001598,8810324.400000,0.485130
gen_64x64_1,generated 64*64,6.700000,5,64,64,289,8.046561,8.043810,8.031790,8.058470,19466745,19460089,19431009,19495556,4752.623291,0.509037,0.441335,1144419.400000,43390.200000,0.037915,2468307.200000,196.400000,10148793.000000,0.000000,0.000000,1336285.000000,0.000000,0.000000,26.000000,11.000000,0.423077,10.200000,0.000000,0.000000,1.000000,0.000000,0.000000,287460.800000,288.000000,0.001002,5621393.400000,0.288769
gen_67x67_1,generated 67*67,6.700000,5,67,67,289,9.314864,9.360736,9.080202,9.530861,22535133,22646108,21967423,23057687,5020.078637,0.481918,0.417823,6613556.200000,77247.200000,0.011680,1829949.800000,196.600000,9802588.400000,0.000000,0.000000,1876257.600000,0.000000,0.000000,32.400000,25.000000,0.771605,2.000000,3.200000,1.600000,2.200000,0.000000,0.000000,1071838.400000,5018.200000,0.004682,21071107.200000,0.935034
gen_70x70_1,generated 70*70,6.700000,5,70,70,289,9.919012,9.885008,9.848086,10.025295,23996802,23914538,23825214,24253931,4897.306531,0.494001,0.428299,8596922.600000,104038.800000,0.012102,1916834.600000,138.600000,9803172.000000,1.200000,0.000000,1882500.800000,1.000000,0.000001,33.000000,17.000000,0.515152,6.000000,1.200000,0.200000,9.000000,0.000000,0.000000,1640589.400000,12327.800000,0.007514,32319576.400000,1.346828
gen_73x73_1,generated 73*73,6.700000,5,73,73,289,11.300634,11.264397,11.228796,11.397166,27339193,27251528,27165399,27572731,5130.267029,0.471566,0.408848,12324412.000000,147176.400000,0.011942,1818841.400000,86.600000,9506907.000000,0.000000,0.000000,1812264.600000,0.000000,0.000000,36.000000,18.600000,0.516667,5.600000,0.000000,0.000000,2.400000,0.000000,0.000000,2151873.800000,24275.400000,0.011281,36186226.600000,1.323603
gen_76x76_1,generated 76*76,6.700000,5,76,76,289,12.087486,12.078114,11.998160,12.167418,29242903,29220230,29026799,29436281,5062.829467,0.477850,0.414296,14894507.000000,179046.000000,0.012021,1831666.600000,127.800000,9579355.600000,2.000000,0.000000,1841558.400000,0.000000,0.000000,58.400000,28.400000,0.486301,4.800000,1.800000,0.375000,4.800000,0.000000,0.000000,2513099.000000,32853.200000,0.013073,36911984.600000,1.262254
gen_79x79_1,generated 79*79,6.700000,5,79,79,289,13.628375,13.635504,13.576927,13.654990,32970848,32988097,32846382,33035239,5282.943118,0.457942,0.397035,16396746.200000,196792.000000,0.012002,1758028.400000,161.600000,11513932.600000,2.000000,0.000000,1759268.800000,0.400000,0.000000,71.600000,24.800000,0.346369,8.800000,2.000000,0.227273,9.600000,0.000000,0.000000,2524839.400000,31236.800000,0.012372,35334085.800000,1.071677
gen_82x82_1,generated 82*82,6.700000,5,82,82,289,13.950503,13.945745,13.911717,14.003483,33750100,33738589,33656266,33878273,5019.348602,0.481990,0.417885,17766781.200000,241760.400000,0.013607,2380382.000000,118.000000,9691748.200000,0.200000,0.000000,1840945.000000,0.000000,0.000000,65.600000,41.000000,0.625000,7.400000,6.000000,0.810811,1.800000,0.000000,0.000000,2658677.000000,31634.000000,0.011898,37424874.400000,1.108882
gen_85x85_1,generated 85*85,6.700000,5,85,85,289,15.647908,15.634025,15.589728,15.748482,37856644,37823056,37715889,38099959,5239.673910,0.461723,0.400314,16292974.600000,225380.400000,0.013833,3360614.400000,169.400000,9251156.600000,1.800000,0.000000,1744448.800000,0.000000,0.000000,86.000000,35.000000,0.406977,6.000000,3.800000,0.633333,4.400000,0.000000,0.000000,2549687.000000,29563.200000,0.011595,35886253.000000,0.947951
gen_88x88_1,generated 88*88,6.700000,5,88,88,289,16.074588,16.056891,15.996469,16.170756,38888807,38845995,38699817,39121464,5021.798425,0.481754,0.417681,17869397.200000,245083.800000,0.013715,3571437.400000,175.600000,9672347.800000,0.400000,0.000000,1830315.600000,0.000000,0.000000,75.400000,32.000000,0.424403,10.200000,5.600000,0.549020,2.000000,0.000000,0.000000,2666499.800000,29843.600000,0.011192,37734463.200000,0.970317
gen_91x91_1,generated 91*91,6.700000,5,91,91,289,17.733188,17.731012,17.696746,17.780205,42901367,42896104,42813206,43015114,5180.698829,0.466978,0.404870,18636233.000000,251835.400000,0.013513,3538499.200000,213.800000,12535365.800000,3.600000,0.000000,1763625.400000,3.200000,0.000002,96.200000,53.400000,0.555094,11.600000,7.400000,0.637931,1.200000,0.000000,2.000000,2586406.000000,27906.600000,0.010790,36288531.600000,0.845860
gen_94x94_1,generated 94*94,6.700000,5,94,94,289,18.391193,18.385000,18.324581,18.465787,44493333,44478350,44332180,44673796,5035.460955,0.480447,0.416548,19003986.600000,258218.400000,0.013588,3628002.200000,288.600000,15179367.000000,7.800000,0.000001,1923227.800000,8.400000,0.000004,94.400000,60.200000,0.637712,7.200000,6.000000,0.833333,8.000000,0.000000,5.000000,2669821.200000,27765.200000,0.010400,37521202.600000,0.843299
gen_97x97_1,generated 97*97,6.700000,5,97,97,289,20.090025,20.091947,20.047935,20.149889,48603301,48607953,48501476,48748130,5165.618132,0.468342,0.406052,17469361.200000,240695.600000,0.013778,3551472.800000,235.800000,18935001.600000,5.400000,0.000000,2992630.000000,12.800000,0.000004,76.400000,39.800000,0.520942,8.600000,4.200000,0.488372,9.000000,0.000000,7.000000,2878181.800000,29544.200000,0.010265,41970098.000000,0.863524
gen_100x100_1,generated 100*100,6.700000,5,100,100,289,20.705036,20.677614,20.540392,20.835932,50091047,50024707,49692729,50407719,5009.104700,0.482974,0.418739,18728421.000000,285304.400000,0.015234,4102600.200000,305.400000,19621930.200000,10.600000,0.000001,2842210.800000,15.600000,0.000005,90.200000,52.000000,0.576497,8.200000,5.000000,0.609756,9.400000,0.000000,10.000000,2778956.400000,27102.000000,0.009753,39403149.600000,0.786631
gen_103x103_1,generated 103*103,6.700000,5,103,103,289,22.668353,22.669276,22.628242,22.715195,54841063,54843297,54744023,54954388,5169.296164,0.468009,0.405764,24639288.200000,296757.600000,0.012044,3528544.200000,280.800000,18779846.000000,10.800000,0.000001,3569033.600000,19.600000,0.000005,114.200000,55.600000,0.486865,14.600000,7.400000,0.506849,12.200000,0.000000,12.000000,3954856.400000,39779.400000,0.010058,62897350.200000,1.146902
gen_106x106_1,generated 106*106,6.700000,5,106,106,289,23.226356,23.192838,23.175218,23.316853,56191049,56109960,56067332,56409989,5000.983357,0.483761,0.419421,27195140.600000,327270.600000,0.012034,3648834.800000,201.600000,19414816.200000,9.800000,0.000001,3657616.800000,11.800000,0.000003,112.800000,52.200000,0.462766,7.000000,7.400000,1.057143,7.600000,0.000000,12.200000,4338909.000000,42628.200000,0.009825,69925058.400000,1.244416
gen_109x109_1,generated 109*109,6.700000,5,109,109,289,25.180196,25.186383,25.101022,25.250741,60917825,60932793,60726281,61088493,5127.331454,0.471839,0.409084,32372127.400000,391331.000000,0.012089,3557686.200000,170.200000,19022326.800000,14.800000,0.000001,3556080.800000,15.600000,0.000004,128.600000,62.200000,0.483670,14.400000,6.200000,0.430556,13.200000,0.000000,14.200000,5232976.400000,47336.600000,0.009046,73697904.800000,1.209792
gen_112x112_1,generated 112*112,6.700000,5,112,112,289,25.718806,25.710391,25.671263,25.780458,62221145,62200788,62106126,62370299,4960.231585,0.487736,0.422868,35137433.200000,424394.000000,0.012078,3669538.400000,139.200000,19680717.200000,12.400000,0.000001,3671496.800000,20.000000,0.000005,142.800000,81.200000,0.568627,15.200000,4.600000,0.302632,7.000000,0.000000,16.200000,5438574.800000,47580.600000,0.008749,76182593.200000,1.224384
gen_115x115_1,generated 115*115,6.700000,5,115,115,289,27.837522,27.834012,27.745774,27.950027,67346729,67338237,67124765,67618910,5092.380265,0.475078,0.411893,34835444.400000,450520.600000,0.012933,4653878.800000,177.400000,19004366.400000,14.600000,0.000001,3572216.800000,0.000000,0.000000,155.600000,77.400000,0.497429,13.400000,9.000000,0.671642,7.400000,0.000000,26.200000,5299933.800000,45182.000000,0.008525,74568239.000000,1.107229
gen_118x118_1,generated 118*118,6.700000,5,118,118,289,28.567195,28.582351,28.498683,28.604283,69112015,69148684,68946267,69201742,4963.517308,0.487412,0.422586,35047919.200000,453717.400000,0.012946,5312330.600000,112.000000,19533331.800000,21.600000,0.000001,3668334.600000,0.000000,0.000000,166.000000,87.000000,0.524096,17.000000,12.200000,0.717647,0.200000,0.000000,29.000000,5438781.000000,45396.800000,0.008347,76468720.000000,1.106446
gen_121x121_1,generated 121*121,6.700000,5,121,121,289,30.694374,30.693582,30.621917,30.801985,74258449,74256534,74083156,74518792,5071.951984,0.476993,0.413553,35128762.800000,454728.000000,0.012945,5411255.600000,105.600000,23553516.400000,26.000000,0.000001,3549836.000000,49.000000,0.000014,181.000000,96.000000,0.530387,9.600000,8.200000,0.854167,0.400000,0.000000,31.800000,5317715.800000,43576.400000,0.008195,75102147.400000,1.011362
gen_124x124_1,generated 124*124,6.700000,5,124,124,289,31.714706,31.707934,31.538890,31.979664,76726695,76710312,76301346,77367701,4990.029592,0.484822,0.420341,38553321.600000,497062.000000,0.012893,5514651.200000,144.600000,24089317.000000,30.400000,0.000001,3628310.200000,55.200000,0.000015,209.000000,104.800000,0.501435,8.600000,11.600000,1.348837,1.400000,0.000000,34.600000,5775015.600000,46277.400000,0.008013,83420956.600000,1.087248
gen_127x127_1,generated 127*127,6.700000,5,127,127,289,33.723148,33.724132,33.516178,33.882390,81585608,81587987,81084890,81970859,5058.317813,0.478277,0.414666,36866344.600000,445389.600000,0.012081,5348548.800000,209.800000,29276917.000000,23.800000,0.000001,5376475.800000,139.800000,0.000026,179.600000,97.600000,0.543430,3.800000,0.000000,0.000000,18.000000,0.000000,37.400000,6131493.200000,48177.800000,0.007857,90023481.800000,1.103424
gen_130x130_1,generated 130*130,6.700000,5,130,130,289,34.634177,34.585668,34.471988,34.895223,83789616,83672261,83397238,84421159,4957.965444,0.487957,0.423059,40570365.800000,490047.200000,0.012079,5463773.000000,223.400000,29642176.200000,24.800000,0.000001,5458391.600000,148.600000,0.000027,202.200000,98.600000,0.487636,4.400000,0.000000,0.000000,17.400000,0.000000,40.400000,6446789.400000,49798.400000,0.007725,95711545.000000,1.142284
gen_133x133_1,generated 133*133,6.700000,5,133,133,289,36.987239,37.017822,36.848201,37.100242,89482453,89556441,89146081,89755838,5058.649613,0.478246,0.414639,44437977.000000,537939.800000,0.012105,5354089.400000,303.200000,31581031.000000,21.800000,0.000001,5357981.200000,139.800000,0.000026,181.800000,92.200000,0.507151,17.200000,6.000000,0.348837,19.400000,0.000000,43.000000,7226537.200000,55345.200000,0.007659,111245708.600000,1.243213
gen_136x136_1,generated 136*136,6.700000,5,136,136,289,37.531718,37.536071,37.481667,37.571169,90799460,90809990,90678372,90894903,4909.140355,0.492810,0.427266,49861014.000000,603830.600000,0.012110,5545859.000000,140.200000,29939203.800000,11.800000,0.000000,5534091.600000,2.200000,0.000000,214.400000,99.400000,0.463619,17.000000,5.000000,0.294118,4.200000,0.000000,10.800000,8002033.400000,59578.800000,0.007445,115729206.600000,1.274558
gen_139x139_1,generated 139*139,6.700000,5,139,139,289,40.238301,40.234105,40.041911,40.426817,97347688,97337538,96872568,97803761,5038.439418,0.480164,0.416303,53284273.000000,659902.200000,0.012385,5587566.600000,204.600000,31586399.400000,15.200000,0.000000,5381427.800000,2.600000,0.000000,237.800000,102.600000,0.431455,6.800000,12.000000,1.764706,6.800000,0.000000,11.400000,8069943.200000,56976.400000,0.007060,113055069.200000,1.161353
gen_142x142_1,generated 142*142,6.700000,5,142,142,289,40.978848,40.951029,40.845483,41.154173,99139022,99071721,98816378,99563182,4916.634695,0.492059,0.426615,54594845.000000,691385.600000,0.012664,6619478.000000,166.600000,29959777.200000,12.200000,0.000000,5510244.200000,1.600000,0.000000,245.400000,109.000000,0.444173,23.400000,9.400000,0.401709,3.800000,0.000000,11.800000,8283068.800000,56866.200000,0.006865,115814131.600000,1.168199
gen_145x145_1,generated 145*145,6.700000,5,145,145,289,43.546589,43.535633,43.400309,43.707723,105351131,105324627,104997241,105740960,5010.755339,0.482816,0.418602,51640438.400000,656680.000000,0.012716,7229011.600000,115.000000,35062572.800000,10.600000,0.000000,5601656.400000,1.600000,0.000000,247.000000,98.000000,0.396761,12.200000,15.000000,1.229508,4.200000,0.000000,12.400000,8118184.600000,54861.800000,0.006758,113452533.800000,1.076899
gen_148x148_1,generated 148*148,6.700000,5,148,148,289,44.788199,44.745743,44.713483,44.876594,108355009,108252294,108174250,108568860,4946.813778,0.489057,0.424013,54016013.800000,686339.200000,0.012706,7307009.000000,180.000000,37744984.400000,17.000000,0.000000,6069560.800000,4.600000,0.000001,273.200000,109.200000,0.399707,13.200000,6.000000,0.454545,10.400000,0.000000,12.800000,8219584.600000,54467.000000,0.006626,108971458.000000,1.005689
gen_151x151_1,generated 151*151,6.700000,5,151,151,289,47.193547,47.217180,47.101612,47.288658,114174165,114231338,113951748,114404263,5007.419192,0.483138,0.418881,56463219.800000,685960.600000,0.012149,7214263.800000,244.800000,39114629.400000,17.000000,0.000000,7222075.000000,6.200000,0.000001,280.200000,118.400000,0.422555,20.400000,15.800000,0.774510,5.200000,0.000000,13.400000,9250178.400000,61408.000000,0.006639,135592316.400000,1.187592
gen_154x154_1,generated 154*154,6.700000,5,154,154,289,48.186213,48.215951,48.043962,48.298751,116575755,116647700,116231611,116848017,4915.489754,0.492174,0.426715,60610505.800000,735742.800000,0.012139,7363568.800000,159.600000,39770859.800000,13.600000,0.000000,7341826.200000,2.400000,0.000000,315.400000,128.000000,0.405834,30.000000,8.000000,0.266667,6.400000,0.000000,13.800000,9937093.400000,65135.800000,0.006555,148350072.400000,1.272564
gen_157x157_1,generated 157*157,6.700000,5,157,157,289,50.808229,50.784444,50.751389,50.900886,122918925,122861382,122781413,123143088,4986.771269,0.485138,0.420615,67776822.400000,821186.000000,0.012116,7254636.800000,135.400000,39376993.800000,14.400000,0.000000,7255779.000000,2.400000,0.000000,305.000000,131.400000,0.430820,17.400000,4.800000,0.275862,4.800000,0.000000,14.400000,10798464.800000,68115.600000,0.006308,152177139.400000,1.238029
gen_160x160_1,generated 160*160,6.700000,5,160,160,289,51.932257,51.942428,51.775011,52.006772,125638157,125662764,125257738,125818430,4907.740508,0.492950,0.427388,69994417.400000,877509.200000,0.012537,7797974.200000,152.400000,39963717.200000,17.000000,0.000000,7339384.600000,3.600000,0.000000,317.400000,131.600000,0.414619,16.600000,13.800000,0.831325,2.200000,0.000000,15.000000,11049292.200000,67847.400000,0.006140,154726377.400000,1.231524
gen_163x163_1,generated 163*163,6.700000,5,163,163,289,54.936586,54.892232,54.815551,55.119993,132906839,132799535,132614022,133350552,5002.327487,0.483630,0.419308,70451027.200000,884815.400000,0.012559,9040227.000000,210.200000,39234384.800000,17.000000,0.000000,7204166.800000,5.400000,0.000001,332.800000,138.400000,0.415865,15.000000,18.800000,1.253333,3.600000,0.000000,15.600000,10867854.000000,65243.800000,0.006003,151758596.800000,1.141842
gen_166x166_1,generated 166*166,6.700000,5,166,166,289,56.065923,56.024016,55.989278,56.164671,135638908,135537525,135453483,135877809,4922.300334,0.491493,0.426124,72099618.800000,907144.600000,0.012582,9187277.600000,252.800000,42793293.400000,14.200000,0.000000,7342988.600000,8.000000,0.000001,337.600000,149.200000,0.441943,15.800000,10.200000,0.645570,10.400000,0.000000,16.200000,11060790.200000,64919.600000,0.005869,153928714.400000,1.134842
gen_169x169_1,generated 169*169,6.700000,5,169,169,289,58.746957,58.751537,58.660537,58.834659,142124469,142135549,141915398,142336644,4976.172718,0.486170,0.421509,69798410.200000,881344.600000,0.012627,9102676.200000,147.800000,49521056.800000,13.000000,0.000000,8636863.400000,6.000000,0.000001,379.600000,157.200000,0.414120,8.800000,0.200000,0.022727,4.000000,0.000000,16.600000,11337360.000000,65719.800000,0.005797,159682325.200000,1.123539
gen_172x172_1,generated 172*172,6.700000,5,172,172,289,60.157414,60.150246,60.051803,60.314708,145537764,145520424,145282262,145918304,4919.475527,0.491776,0.426370,74987249.200000,915252.400000,0.012205,9190690.400000,193.200000,50165031.200000,11.800000,0.000000,9214852.200000,3.600000,0.000000,446.800000,215.400000,0.482095,5.200000,0.000000,0.000000,2.600000,0.000000,17.200000,12376140.600000,71389.200000,0.005768,179742316.800000,1.235022
gen_175x175_1,generated 175*175,6.700000,5,175,175,289,63.282039,63.235291,63.088464,63.612146,153096875,152983780,152628564,153895496,4999.081633,0.483945,0.419580,81060773.600000,988989.600000,0.012201,9008014.600000,217.800000,51770087.000000,9.000000,0.000000,9507183.200000,0.000000,0.000000,497.400000,244.200000,0.490953,6.800000,0.000000,0.000000,0.400000,0.000000,18.000000,13065079.600000,75403.400000,0.005771,191004829.000000,1.247608
gen_178x178_1,generated 178*178,6.700000,5,178,178,289,64.571447,64.527865,64.485575,64.762498,156215923,156110488,156008178,156678129,4930.435646,0.490681,0.425421,87393493.400000,1081037.000000,0.012370,9424990.600000,229.000000,49868079.000000,11.000000,0.000000,9175680.000000,0.000000,0.000000,630.400000,252.000000,0.399746,3.000000,0.000000,0.000000,1.200000,0.000000,18.600000,13758003.400000,76377.000000,0.005551,193560073.200000,1.239055
gen_181x181_1,generated 181*181,6.700000,5,181,181,289,67.246476,67.294625,67.023870,67.399553,162687998,162804484,162149452,163058334,4965.904521,0.487178,0.422383,88629222.400000,1101767.400000,0.012431,10529217.000000,251.200000,49561440.600000,2.600000,0.000000,9117439.800000,0.000000,0.000000,371.600000,206.000000,0.554360,25.200000,7.600000,0.301587,0.800000,0.000000,19.200000,13659855.800000,74621.000000,0.005463,192049712.800000,1.180479
gen_184x184_1,generated 184*184,6.700000,5,184,184,289,68.941653,68.872575,68.758357,69.153566,166788843,166621725,166345400,167301520,4926.419039,0.491082,0.425768,88670678.800000,1104328.000000,0.012454,11399312.800000,375.200000,51691682.000000,14.000000,0.000000,9167554.400000,0.000000,0.000000,507.400000,272.800000,0.537643,1046.200000,657.800000,0.628752,2.000000,0.000000,19.800000,13753795.400000,73840.000000,0.005369,193508982.400000,1.160203
