variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_cache_refs,avg_cache_misses,cache_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,10,1024,512,289,748.406833,748.439110,747.144559,749.795754,1810598577,1810676666,1807544795,1813958755,3453.442720,0.700539,0.607367,38983250.600000,6690220.500000,0.171618,230694987.100000,296388.500000,0.001285,7044058348.100000,3.890458
gen_16x16_1,generated 16*16,6.700000,10,16,16,289,0.284618,0.284235,0.284096,0.287169,688574,687647,687311,694745,2689.742188,0.899450,0.779823,41.500000,1.600000,0.038554,100920.100000,520.800000,0.005161,2743496.100000,3.984316
gen_32x32_1,generated 32*32,6.700000,10,32,32,289,1.323979,1.324541,1.314116,1.331670,3203087,3204448,3179226,3221696,3128.014648,0.773426,0.670561,1248.600000,20.000000,0.016018,427192.500000,9428.800000,0.022072,12336932.500000,3.851576
gen_64x64_1,generated 64*64,6.700000,10,64,64,289,5.641798,5.643271,5.614324,5.673254,13649256,13652819,13582788,13725357,3332.337891,0.726010,0.629450,55048.600000,5507.600000,0.100050,1757664.600000,33018.700000,0.018786,52268656.600000,3.829414
gen_128x128_1,generated 128*128,6.700000,10,128,128,289,23.303466,23.285275,22.900710,24.146152,56378164,56334153,55403775,58416876,3441.050049,0.703071,0.609563,214523.300000,52395.500000,0.244242,7131322.700000,73764.500000,0.010344,215116499.800000,3.815600
