variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_187x187_1,generated 187*187,6.700000,5,187,187,289,61.291214,61.286360,61.203603,61.383912,148283042,148271300,148071085,148507309,4240.414138,0.570539,0.494657,41416751.800000,1454945.200000,0.035129,7848306.200000,99.400000,26346956.200000,117.200000,0.000004,7848626.600000,0.000000,0.000000,1351.400000,826.200000,0.611366,0.000000,0.000000,0.000000,0.400000,5028598.400000,5556.000000,0.001105,196042132.400000,1.322081
gen_190x190_1,generated 190*190,6.700000,5,190,190,289,63.301228,63.240729,63.166172,63.545296,153145382,152999016,152818639,153735859,4242.254349,0.570289,0.494441,44652296.000000,1565360.000000,0.035057,7845926.400000,140.000000,26382339.200000,118.000000,0.000004,7858582.600000,0.000000,0.000000,1538.400000,893.200000,0.580603,0.400000,0.200000,0.500000,0.400000,5324327.000000,4059.000000,0.000762,203425797.400000,1.328318
gen_193x193_1,generated 193*193,6.700000,5,193,193,289,65.280136,65.287782,65.098159,65.518077,157932011,157950509,157491753,158507659,4239.899353,0.570602,0.494712,47072137.400000,1680433.000000,0.035699,8110227.600000,109.200000,26413271.000000,114.400000,0.000004,7840771.000000,0.000000,0.000000,1756.200000,965.000000,0.549482,1.800000,0.400000,0.222222,3.400000,4610385.800000,3033.800000,0.000658,203098027.800000,1.285984
gen_196x196_1,generated 196*196,6.700000,5,196,196,289,67.886651,67.827098,67.726096,68.145702,164238603,164094527,163850171,164865328,4275.265592,0.565884,0.490622,45940019.800000,1636654.800000,0.035626,9128877.000000,239.200000,26119295.400000,119.400000,0.000005,8193796.000000,0.000000,0.000000,1894.200000,1071.400000,0.565621,29.400000,8.800000,0.299320,0.800000,4713159.200000,3927.400000,0.000833,210057931.600000,1.278980
gen_199x199_1,generated 199*199,6.700000,5,199,199,289,70.002988,69.471632,69.407070,71.464074,169359264,168073747,167917552,172894091,4276.641095,0.565704,0.490466,45942831.400000,1631376.800000,0.035509,9698978.200000,339.400000,29001706.600000,129.200000,0.000004,7877421.600000,0.200000,0.000000,1757.400000,932.400000,0.530557,48.000000,27.800000,0.579167,0.600000,4565323.200000,4944.400000,0.001083,200863671.000000,1.186021
gen_202x202_1,generated 202*202,6.700000,5,202,202,289,71.784452,71.809144,71.636312,72.007830,173668948,173728688,173310553,174209371,4256.174591,0.568424,0.492824,46961589.400000,1622543.400000,0.034550,9336527.200000,196.800000,31386202.000000,139.200000,0.000004,9145557.200000,7.200000,0.000001,1842.800000,1017.800000,0.552312,23.800000,15.800000,0.663866,0.800000,4984620.600000,7746.800000,0.001554,214864684.600000,1.237208
gen_205x205_1,generated 205*205,6.700000,5,205,205,289,74.483708,74.413695,74.278077,74.782212,180198971,180029588,179701487,180921144,4287.899369,0.564217,0.489176,50972835.800000,1705804.600000,0.033465,9274136.800000,235.600000,31196380.400000,146.000000,0.000005,9282762.600000,4.600000,0.000000,2081.200000,1065.400000,0.511916,37.800000,20.600000,0.544974,3.800000,5441040.600000,9913.000000,0.001822,230793302.800000,1.280769
gen_208x208_1,generated 208*208,6.700000,5,208,208,289,77.541882,77.559992,76.605781,78.541079,187597775,187641588,185333057,190015140,4336.117211,0.557944,0.483737,53016215.400000,1774526.600000,0.033471,9451017.000000,210.600000,32255723.200000,137.200000,0.000004,9258824.000000,11.600000,0.000001,2104.200000,1002.400000,0.476381,58.000000,10.400000,0.179310,9.000000,5948856.600000,6101.200000,0.001026,240335066.400000,1.281119
gen_211x211_1,generated 211*211,6.700000,5,211,211,289,78.596380,78.585045,78.546882,78.691788,190148991,190121568,190029241,190379812,4270.995508,0.566451,0.491113,56039728.600000,1905898.000000,0.034010,9854168.200000,225.800000,31418377.400000,131.600000,0.000004,9323166.600000,5.600000,0.000001,2732.000000,1475.400000,0.540044,79.400000,14.600000,0.183879,1.600000,5907045.400000,8024.600000,0.001358,241927849.000000,1.272307
gen_214x214_1,generated 214*214,6.700000,5,214,214,289,80.717333,80.768027,80.457763,80.901555,195280802,195403446,194652819,195726493,4264.145384,0.567363,0.491903,54982875.600000,1888924.800000,0.034355,10931617.600000,203.400000,32653229.800000,130.200000,0.000004,9345502.400000,6.000000,0.000001,2603.400000,1379.800000,0.529999,86.800000,19.600000,0.225806,3.000000,5923594.400000,8460.000000,0.001428,241765851.400000,1.238042
gen_217x217_1,generated 217*217,6.700000,5,217,217,289,83.524498,83.503164,83.421087,83.689711,202071880,202020269,201821697,202471583,4291.275669,0.563775,0.488793,55814898.200000,1951608.800000,0.034966,10815411.600000,244.800000,35910869.200000,139.000000,0.000004,9896006.800000,14.200000,0.000001,2936.800000,1373.000000,0.467516,114.200000,13.400000,0.117338,3.400000,5913069.600000,6153.000000,0.001041,241505400.600000,1.195146
gen_220x220_1,generated 220*220,6.700000,5,220,220,289,85.923797,85.908236,85.729563,86.142377,207876561,207838913,207406647,208405374,4294.970269,0.563290,0.488372,57700530.000000,1968460.400000,0.034115,10893664.000000,147.600000,36258302.600000,172.400000,0.000005,10885855.600000,8.800000,0.000001,3210.800000,1565.400000,0.487542,146.600000,28.800000,0.196453,7.000000,6327636.600000,8326.000000,0.001316,266080581.600000,1.279993
gen_223x223_1,generated 223*223,6.700000,5,223,223,289,88.429325,88.314587,87.864057,89.229526,213938327,213660740,212570767,215874266,4302.083834,0.562359,0.487565,60678173.400000,2082126.800000,0.034314,11170362.800000,267.800000,36136860.200000,136.600000,0.000004,10933229.200000,5.000000,0.000000,3445.400000,1384.200000,0.401753,158.200000,35.200000,0.222503,2.600000,6562137.400000,4955.800000,0.000755,272139687.200000,1.272047
gen_226x226_1,generated 226*226,6.700000,5,226,226,289,90.132619,90.116318,89.925358,90.289522,218058846,218019409,217557417,218438443,4269.301551,0.566676,0.491308,64733669.200000,2235388.200000,0.034532,10993896.000000,158.600000,36601055.000000,123.800000,0.000003,10878257.200000,6.800000,0.000001,3913.600000,1480.000000,0.378168,119.200000,17.600000,0.147651,4.800000,6892522.800000,6783.200000,0.000984,282083676.000000,1.293613
gen_229x229_1,generated 229*229,6.700000,5,229,229,289,93.177595,93.211507,93.025201,93.280964,225425608,225507653,225056920,225675692,4298.651971,0.562807,0.487954,64675630.800000,2268263.800000,0.035071,12299789.400000,176.000000,36296585.400000,156.400000,0.000004,10847713.200000,0.000000,0.000000,4231.400000,1552.400000,0.366876,114.800000,40.800000,0.355401,1.600000,6854997.000000,8636.400000,0.001260,280821729.200000,1.245740
gen_232x232_1,generated 232*232,6.700000,5,232,232,289,96.212544,96.160188,95.440935,97.220863,232770196,232643530,230903418,235209656,4324.654355,0.559428,0.485024,63558653.600000,2183299.800000,0.034351,12423331.600000,156.400000,41131977.600000,224.200000,0.000005,11180450.000000,0.400000,0.000000,4389.800000,1323.200000,0.301426,0.400000,1529.400000,3823.500000,1.800000,6608415.000000,7549.000000,0.001142,279271212.800000,1.199772
gen_235x235_1,generated 235*235,6.700000,5,235,235,289,98.245299,98.156281,98.064541,98.560004,237687375,237472011,237250062,238448750,4303.981440,0.562113,0.487352,64784419.000000,2248915.200000,0.034714,12352174.600000,183.000000,41591095.400000,163.600000,0.000004,12352852.400000,0.600000,0.000000,4473.000000,1526.400000,0.341247,1.000000,0.200000,0.200000,6.200000,6892312.000000,7893.000000,0.001145,297244591.600000,1.250570
gen_238x238_1,generated 238*238,6.700000,5,238,238,289,101.035081,101.318212,99.938232,101.943716,244435330,245120313,241781711,246633601,4315.290763,0.560637,0.486072,70248852.000000,2388588.400000,0.034002,12325409.600000,230.200000,41574168.000000,166.200000,0.000004,12276919.600000,17.000000,0.000001,4463.200000,1503.200000,0.336799,237.200000,14.000000,0.059022,12.400000,7940520.400000,8602.200000,0.001083,320347919.400000,1.310563
gen_241x241_1,generated 241*241,6.700000,5,241,241,289,103.388110,103.394056,102.741541,103.983874,250127886,250142272,248563635,251569224,4306.535459,0.561776,0.487060,73823161.000000,2530205.000000,0.034274,12511193.800000,209.600000,41446016.800000,199.000000,0.000005,12245060.000000,7.600000,0.000001,4683.800000,1563.200000,0.333746,449.800000,78.600000,0.174744,3.600000,7827646.000000,8360.000000,0.001068,320200402.000000,1.280147
gen_244x244_1,generated 244*244,6.700000,5,244,244,289,105.318565,105.334888,105.038355,105.608075,254799771,254839262,254121852,255500188,4279.759658,0.565294,0.490110,73247848.600000,2523323.800000,0.034449,13805369.600000,214.600000,41987098.200000,164.200000,0.000004,12451507.200000,17.000000,0.000001,4754.200000,1650.800000,0.347230,1265.000000,66.200000,0.052332,2.400000,8126856.000000,11041.800000,0.001359,321820194.800000,1.263032
gen_247x247_1,generated 247*247,6.700000,5,247,247,289,109.238644,109.528657,108.405845,110.244818,264284269,264985905,262269455,266718536,4331.889869,0.558493,0.484213,75899742.800000,2602388.000000,0.034287,13957731.400000,173.200000,43206133.800000,172.400000,0.000004,12345435.200000,7.800000,0.000001,4907.600000,1737.200000,0.353982,532.800000,52.000000,0.097598,9.600000,8053974.000000,11250.000000,0.001397,333045689.400000,1.260180
gen_250x250_1,generated 250*250,6.700000,5,250,250,289,110.484415,110.487548,110.180466,110.804489,267296506,267304086,266561157,268070865,4276.744096,0.565691,0.490454,74579608.000000,2508135.000000,0.033630,14047083.400000,180.000000,47172398.000000,190.200000,0.000004,13997587.200000,9.600000,0.000001,5027.600000,1917.400000,0.381375,653.400000,11.200000,0.017141,8.000000,8459377.600000,8054.600000,0.000952,339552316.800000,1.270321
gen_253x253_1,generated 253*253,6.700000,5,253,253,289,114.241499,114.439918,113.522356,114.883704,276386433,276866470,274646598,277940130,4317.930807,0.560296,0.485776,80099050.200000,2674896.800000,0.033395,13795223.000000,277.600000,46729197.600000,191.000000,0.000004,14019310.400000,7.800000,0.000001,5292.000000,1919.800000,0.362774,689.000000,61.000000,0.088534,10.600000,8650489.800000,7621.400000,0.000881,369420470.800000,1.336609
gen_256x256_1,generated 256*256,6.700000,5,256,256,289,115.603611,115.515818,115.155423,116.377374,279682048,279469650,278597738,281554028,4267.609375,0.566903,0.491505,83185931.000000,2789033.000000,0.033528,14094222.600000,202.800000,47223006.200000,151.200000,0.000003,14095200.400000,7.600000,0.000001,4925.400000,1785.800000,0.362570,1853.000000,48.800000,0.026336,2.600000,8862275.400000,6283.000000,0.000709,363625419.200000,1.300139
