variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,10,1024,512,289,705.884294,705.694397,704.601986,709.068704,1707714768,1707255360,1704612538,1715418670,3257.207428,0.742739,0.643955,1513896412.200000,40307944.700000,0.026625,12799.000000,8748.900000,0.683561,154997321.100000,148212.200000,0.000956,6816615604.100000,3.991659
gen_10x10_1,generated 10*10,6.700000,10,10,10,289,0.090506,0.090551,0.090087,0.090897,218958,219067,217945,219905,2189.580000,1.104899,0.957947,197752.000000,1626.200000,0.008223,0.500000,0.000000,0.000000,21922.000000,68.100000,0.003106,877569.000000,4.007933
gen_13x13_1,generated 13*13,6.700000,10,13,13,289,0.164180,0.164223,0.163956,0.164739,397195,397298,396652,398548,2350.266272,1.029357,0.892452,366375.000000,2611.000000,0.007127,2.100000,0.100000,0.047619,39515.000000,245.500000,0.006213,1629776.000000,4.103214
gen_16x16_1,generated 16*16,6.700000,10,16,16,289,0.263364,0.263045,0.262698,0.266871,637150,636377,635538,645634,2488.867188,0.972038,0.842757,587278.000000,3786.900000,0.006448,1.400000,0.100000,0.071429,62441.000000,571.900000,0.009159,2617204.000000,4.107673
gen_19x19_1,generated 19*19,6.700000,10,19,19,289,0.455032,0.424859,0.423948,0.641334,1100846,1027851,1025646,1551564,3049.434903,0.793351,0.687836,860478.800000,5205.100000,0.006049,3.100000,0.400000,0.129032,90778.000000,5125.300000,0.056460,3840292.000000,3.488492
gen_22x22_1,generated 22*22,6.700000,10,22,22,289,0.579269,0.578172,0.578034,0.585392,1401409,1398756,1398423,1416224,2895.473140,0.835536,0.724410,1185850.500000,6768.400000,0.005708,10.500000,1.600000,0.152381,124399.900000,6031.300000,0.048483,5298378.700000,3.780751
gen_25x25_1,generated 25*25,6.700000,10,25,25,289,0.792760,0.755776,0.755343,1.016459,1917900,1828426,1827378,2459087,3068.640000,0.788385,0.683529,1563543.500000,8776.300000,0.005613,15.500000,0.100000,0.006452,163420.500000,6904.900000,0.042252,6992049.500000,3.645680
gen_28x28_1,generated 28*28,6.700000,10,28,28,289,0.960192,0.958373,0.957362,0.973661,2322967,2318567,2316120,2355552,2962.968112,0.816504,0.707909,1993450.300000,10855.300000,0.005445,16.200000,0.500000,0.030864,207728.300000,7770.300000,0.037406,8920715.300000,3.840225
gen_31x31_1,generated 31*31,6.700000,10,31,31,289,1.312143,1.185290,1.183446,2.217511,3174428,2867538,2863075,5364758,3303.254943,0.732390,0.634982,2475667.900000,13360.500000,0.005397,33.100000,1.600000,0.048338,257420.900000,8646.600000,0.033589,11084951.900000,3.491953
gen_34x34_1,generated 34*34,6.700000,10,34,34,289,1.538375,1.437743,1.434722,2.202434,3721751,3478295,3470985,5328290,3219.507785,0.751442,0.651500,3010063.800000,16061.700000,0.005336,66.300000,2.200000,0.033183,312407.800000,9506.300000,0.030429,13484162.800000,3.623070
