variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_115x115_1,generated 115*115,6.700000,10,115,115,289,82.236897,82.059432,81.718492,83.329717,198956142,198526801,197701962,201600008,15043.942684,0.160816,0.139427,129387444.900000,1002359.200000,0.007747,296.600000,164.000000,0.552933,44787045.900000,34764.000000,0.000776,547908536.000000,2.753916
gen_118x118_1,generated 118*118,6.700000,10,118,118,289,86.161291,86.160056,86.131467,86.221772,208450733,208447744,208378578,208597055,14970.607081,0.161604,0.140111,136346916.400000,1055373.500000,0.007740,295.900000,166.500000,0.562690,47185614.400000,35609.700000,0.000755,577362450.500000,2.769779
gen_121x121_1,generated 121*121,6.700000,10,121,121,289,90.723301,90.744521,90.670903,90.758489,219486930,219538269,219360164,219572061,14991.252647,0.161381,0.139917,143488693.000000,1110085.500000,0.007736,338.100000,187.200000,0.553682,49646752.000000,36498.600000,0.000735,607587478.100000,2.768217
gen_124x124_1,generated 124*124,6.700000,10,124,124,289,95.322285,95.318850,95.288340,95.368771,230613958,230605649,230531836,230726422,14998.306322,0.161305,0.139852,150812774.000000,1166655.600000,0.007736,333.100000,181.500000,0.544881,52170459.000000,37355.000000,0.000716,638583631.100000,2.769059
gen_127x127_1,generated 127*127,6.700000,10,127,127,289,100.040114,100.063797,99.954802,100.101068,242027358,242084656,241820964,242174825,15005.726207,0.161225,0.139782,158319159.100000,1223849.200000,0.007730,360.000000,199.000000,0.552778,54756733.100000,38230.700000,0.000698,670350899.200000,2.769732
gen_130x130_1,generated 130*130,6.700000,10,130,130,289,104.874024,104.875889,104.805810,104.910827,253722503,253727013,253557472,253811539,15013.165858,0.161146,0.139713,166007848.500000,1283102.400000,0.007729,383.900000,193.000000,0.502735,57405575.500000,39081.500000,0.000681,702889287.600000,2.770307
gen_133x133_1,generated 133*133,6.700000,10,133,133,289,109.866526,109.869638,109.785912,109.981467,265801594,265809124,265606563,266079673,15026.377636,0.161004,0.139591,173878841.900000,1343123.200000,0.007724,420.900000,217.800000,0.517463,60116985.900000,39953.800000,0.000665,736198796.000000,2.769731
gen_136x136_1,generated 136*136,6.700000,10,136,136,289,114.862974,114.862399,114.796176,114.996934,277888353,277886962,277726747,278212442,15024.240538,0.161027,0.139610,181932024.400000,1407027.200000,0.007734,420.800000,208.200000,0.494772,62890848.300000,40807.700000,0.000649,770279112.300000,2.771901
gen_139x139_1,generated 139*139,6.700000,10,139,139,289,120.530426,120.348437,120.253488,121.229516,291599966,291159680,290929970,293291279,15092.384763,0.160300,0.138980,190167625.600000,1471387.200000,0.007737,415.400000,206.700000,0.497593,65727394.500000,41692.400000,0.000634,805130860.500000,2.761080
gen_142x142_1,generated 142*142,6.700000,10,142,142,289,126.089616,125.931659,125.554116,127.035487,305049012,304666866,303753475,307337361,15128.397739,0.159918,0.138649,198585528.300000,1536582.700000,0.007738,468.800000,242.000000,0.516212,68626506.200000,42597.100000,0.000621,840753726.200000,2.756127
gen_145x145_1,generated 145*145,6.700000,10,145,145,289,130.763606,130.741970,130.677704,130.999511,316356084,316303740,316148261,316926808,15046.662735,0.160786,0.139402,207185732.600000,1602046.300000,0.007732,429.900000,213.200000,0.495929,71588183.500000,43437.100000,0.000607,877147709.500000,2.772660
gen_148x148_1,generated 148*148,6.700000,10,148,148,289,136.807909,136.637262,136.525395,138.222980,330980099,330567251,330296612,334403589,15110.486623,0.160108,0.138813,215968244.600000,1669926.800000,0.007732,510.800000,270.300000,0.529170,74612432.500000,44550.100000,0.000597,914312816.500000,2.762440
gen_151x151_1,generated 151*151,6.700000,10,151,151,289,142.013943,142.006957,141.919335,142.132108,343575061,343558160,343346175,343860938,15068.420727,0.160555,0.139201,224933059.300000,1738114.600000,0.007727,455.200000,244.300000,0.536687,77699249.200000,45410.200000,0.000584,952249047.200000,2.771590
gen_154x154_1,generated 154*154,6.700000,10,154,154,289,147.698123,147.689627,147.616545,147.823311,357325265,357304711,357127905,357628133,15066.843692,0.160571,0.139215,234080175.700000,1809115.000000,0.007729,436.300000,233.900000,0.536099,80848630.600000,46287.800000,0.000573,990956390.600000,2.773261
gen_157x157_1,generated 157*157,6.700000,10,157,157,289,153.550852,153.560239,153.480124,153.657521,371486118,371508827,371315005,371744183,15071.042152,0.160527,0.139177,243409598.500000,1880181.800000,0.007724,498.400000,254.100000,0.509831,84060582.400000,47135.700000,0.000561,1030434856.400000,2.773818
gen_160x160_1,generated 160*160,6.700000,10,160,160,289,159.548845,159.563094,159.460384,159.614859,385996829,386031303,385782816,386156537,15078.001133,0.160452,0.139112,252921325.100000,1953693.000000,0.007725,504.900000,261.900000,0.518717,87335102.000000,48019.300000,0.000550,1070684442.000000,2.773817
gen_163x163_1,generated 163*163,6.700000,10,163,163,289,165.745663,165.751324,165.690541,165.835714,400988867,401002564,400855512,401206729,15092.358275,0.160300,0.138980,262615356.100000,2028148.500000,0.007723,561.700000,290.300000,0.516824,90672190.000000,48889.300000,0.000539,1111705148.000000,2.772409
gen_166x166_1,generated 166*166,6.700000,10,166,166,289,171.836835,171.851772,171.745449,171.921855,415725187,415761326,415504097,415930878,15086.557810,0.160361,0.139033,272491690.900000,2103739.400000,0.007720,526.300000,278.600000,0.529356,94071845.800000,49755.100000,0.000529,1153496973.800000,2.774662
gen_169x169_1,generated 169*169,6.700000,10,169,169,289,178.243129,178.243507,178.161452,178.433859,431224945,431225859,431027343,431686379,15098.383985,0.160236,0.138925,282550330.200000,2180989.100000,0.007719,588.300000,327.300000,0.556349,97534070.100000,50625.400000,0.000519,1196059920.100000,2.773633
gen_172x172_1,generated 172*172,6.700000,10,172,172,289,184.638191,184.634719,184.564686,184.738677,446696731,446688331,446518900,446939837,15099.267543,0.160227,0.138917,292791273.000000,2259072.500000,0.007716,644.800000,322.100000,0.499535,101058861.900000,51515.600000,0.000510,1239393985.900000,2.774576
gen_175x175_1,generated 175*175,6.700000,10,175,175,289,191.938803,191.765967,191.608928,192.915688,464355433,463937294,463557372,466718801,15162.626384,0.159556,0.138335,303214523.100000,2340328.000000,0.007718,634.600000,332.800000,0.524425,104646225.000000,52398.200000,0.000501,1283499175.000000,2.764045
gen_178x178_1,generated 178*178,6.700000,10,178,178,289,198.658373,198.443938,198.179539,199.503515,480615351,480096566,479456905,482660006,15169.023829,0.159490,0.138278,313820074.000000,2422125.900000,0.007718,650.700000,327.500000,0.503304,108296152.900000,53272.600000,0.000492,1328375480.900000,2.763906
gen_181x181_1,generated 181*181,6.700000,10,181,181,289,205.999157,205.912564,205.316990,207.223472,498375253,498165757,496724882,501337246,15212.455450,0.159035,0.137883,324607930.100000,2505176.100000,0.007718,2042.200000,218.500000,0.106992,112008650.000000,54148.300000,0.000483,1374022908.000000,2.757005
gen_184x184_1,generated 184*184,6.700000,10,184,184,289,212.482971,212.555168,212.151112,213.415438,514060793,514235458,513257925,516316714,15183.742704,0.159335,0.138144,335578087.900000,2589108.100000,0.007715,1058.800000,401.600000,0.379297,115783712.800000,54989.600000,0.000475,1420441452.800000,2.763178
gen_187x187_1,generated 187*187,6.700000,10,187,187,289,218.539475,218.543949,218.425474,218.700078,528713533,528724359,528437731,529102082,15119.492493,0.160012,0.138731,346730547.700000,2673546.800000,0.007711,742.300000,371.400000,0.500337,119621341.600000,55856.000000,0.000467,1467631115.600000,2.775853
gen_190x190_1,generated 190*190,6.700000,10,190,190,289,226.878355,226.671666,226.346510,228.571264,548887457,548387412,547600763,552983116,15204.638698,0.159116,0.137954,358065318.800000,2761979.400000,0.007714,3272.000000,399.700000,0.122158,123521545.700000,56754.700000,0.000459,1515591905.700000,2.761207
gen_193x193_1,generated 193*193,6.700000,10,193,193,289,233.019237,233.011710,232.948886,233.123420,563745515,563727304,563575314,563997565,15134.514081,0.159854,0.138593,369582386.400000,2849690.300000,0.007711,778.200000,393.000000,0.505012,127484310.300000,57288.600000,0.000449,1564323808.300000,2.774876
gen_196x196_1,generated 196*196,6.700000,10,196,196,289,240.387561,240.357692,240.239272,240.619507,581572258,581499997,581213503,582133409,15138.803051,0.159809,0.138554,381281763.200000,2939000.800000,0.007708,1066.500000,406.100000,0.380778,131509648.100000,58425.400000,0.000444,1613826836.100000,2.774938
gen_199x199_1,generated 199*199,6.700000,10,199,199,289,247.810473,247.796265,247.761093,247.941051,599529772,599495397,599410306,599845680,15139.258403,0.159804,0.138550,393163440.700000,3030040.400000,0.007707,922.700000,381.900000,0.413894,135597550.600000,59227.600000,0.000437,1664100980.600000,2.775677
gen_202x202_1,generated 202*202,6.700000,10,202,202,289,255.526532,255.510916,255.403906,255.811415,618197350,618159571,617900679,618886569,15150.410499,0.159686,0.138448,405227424.300000,3123748.300000,0.007709,974.300000,447.300000,0.459099,139748023.200000,60076.700000,0.000430,1715146247.200000,2.774432
gen_205x205_1,generated 205*205,6.700000,10,205,205,289,263.221190,263.214304,263.089030,263.443389,636813370,636796712,636493634,637350938,15153.203331,0.159657,0.138422,417473711.200000,3217326.100000,0.007707,1306.200000,468.900000,0.358980,143961063.100000,60951.900000,0.000423,1766962633.100000,2.774695
gen_208x208_1,generated 208*208,6.700000,10,208,208,289,271.027883,271.066810,270.780670,271.275061,655699811,655793990,655101729,656297813,15155.783353,0.159629,0.138399,429902302.300000,3312613.400000,0.007706,1387.500000,495.200000,0.356901,148236671.200000,61829.800000,0.000417,1819550139.200000,2.774974
gen_211x211_1,generated 211*211,6.700000,10,211,211,289,279.001079,279.008258,278.857126,279.189977,674987665,675005033,674639398,675444666,15161.107455,0.159573,0.138350,442513204.600000,3409486.000000,0.007705,1893.900000,1557.500000,0.822377,152574854.400000,62715.400000,0.000411,1872908783.400000,2.774730
gen_214x214_1,generated 214*214,6.700000,10,214,214,289,287.178223,287.166298,287.027546,287.396421,694772097,694743247,694407563,695299985,15171.021421,0.159469,0.138260,455306404.500000,3507855.300000,0.007704,2294.700000,1579.100000,0.688151,156975599.300000,63607.600000,0.000405,1927038530.300000,2.773627
gen_217x217_1,generated 217*217,6.700000,10,217,217,289,295.223717,295.233031,295.053062,295.462325,714237433,714259966,713824566,714814701,15167.819087,0.159503,0.138289,468281908.800000,3606949.400000,0.007703,1925.300000,1523.200000,0.791149,161438912.600000,64435.000000,0.000399,1981939397.600000,2.774903
gen_220x220_1,generated 220*220,6.700000,10,220,220,289,304.676582,304.532179,304.331988,305.959731,737106527,736757172,736272848,740210859,15229.473698,0.158857,0.137729,481439720.400000,3708399.600000,0.007703,3291.400000,1576.800000,0.479067,165964797.200000,65340.800000,0.000394,2037611388.200000,2.764338
gen_223x223_1,generated 223*223,6.700000,10,223,223,289,311.836957,311.838349,311.727792,312.077987,754428280,754431648,754164176,755011404,15170.791289,0.159471,0.138261,494779827.600000,3810029.800000,0.007700,2099.300000,1616.800000,0.770161,170553241.400000,66200.000000,0.000388,2094054490.400000,2.775684
gen_226x226_1,generated 226*226,6.700000,10,226,226,289,320.433936,320.471500,320.340058,320.637106,775229081,775319962,775001963,775720615,15177.952091,0.159396,0.138197,508302242.700000,3913850.700000,0.007700,2298.300000,1720.200000,0.748466,175204257.500000,67065.200000,0.000383,2151268716.500000,2.775010
gen_229x229_1,generated 229*229,6.700000,10,229,229,289,329.175818,329.154404,329.066135,329.451453,796380497,796328692,796115140,797047347,15186.218741,0.159310,0.138122,522006962.300000,4019695.700000,0.007700,3691.300000,1789.500000,0.484789,179917842.100000,67940.800000,0.000378,2209254063.100000,2.774119
gen_232x232_1,generated 232*232,6.700000,10,232,232,289,337.915750,337.917686,337.793336,338.141579,817525110,817529794,817228950,818071462,15188.858316,0.159282,0.138098,535893986.300000,4126072.800000,0.007699,4671.000000,1686.200000,0.360993,184693995.100000,68798.300000,0.000372,2268010530.100000,2.774240
gen_235x235_1,generated 235*235,6.700000,10,235,235,289,347.742275,347.757736,347.441189,348.255895,841296091,841333497,840567672,842538698,15233.971770,0.158810,0.137688,549963318.000000,4234022.300000,0.007699,2979.400000,1839.600000,0.617440,189532719.800000,69696.300000,0.000368,2327538128.800000,2.766610
gen_238x238_1,generated 238*238,6.700000,10,238,238,289,356.926667,356.914367,356.437411,357.811131,863517224,863487466,862333561,865657017,15244.637102,0.158699,0.137592,564214949.600000,4343644.900000,0.007699,4048.000000,1690.500000,0.417614,194434008.400000,70583.100000,0.000363,2387836835.400000,2.765245
gen_241x241_1,generated 241*241,6.700000,10,241,241,289,366.438998,366.466147,366.130301,367.097783,886528706,886594389,885781874,888122509,15263.661197,0.158501,0.137420,578648885.600000,4454689.300000,0.007698,11057.600000,1754.500000,0.158669,199397865.400000,71448.800000,0.000358,2448906662.400000,2.762355
gen_244x244_1,generated 244*244,6.700000,10,244,244,289,376.365182,376.280172,375.781411,377.513233,910543709,910338042,909131387,913321198,15294.002100,0.158187,0.137148,593265125.700000,4566482.600000,0.007697,15095.700000,1832.400000,0.121386,204424290.500000,72329.100000,0.000354,2510747609.500000,2.757416
gen_247x247_1,generated 247*247,6.700000,10,247,247,289,383.267520,383.260399,383.080759,383.562537,927243170,927225944,926791340,927956909,15198.465308,0.159181,0.138010,608063666.000000,4678522.500000,0.007694,3462.100000,1853.000000,0.535224,209513279.800000,73138.100000,0.000349,2573359672.800000,2.775280
gen_250x250_1,generated 250*250,6.700000,10,250,250,289,392.800000,392.764121,392.616549,393.200995,950303450,950216650,949859627,951273582,15204.855200,0.159114,0.137952,623044513.100000,4794179.900000,0.007695,4301.900000,1899.700000,0.441596,214664839.900000,74041.000000,0.000345,2636742858.900000,2.774633
gen_253x253_1,generated 253*253,6.700000,10,253,253,289,404.368949,403.955660,403.054135,406.709861,978293857,977293983,975112915,983957249,15283.692246,0.158294,0.137241,638207673.200000,4911217.100000,0.007695,6146.300000,1797.000000,0.292371,219878977.000000,74941.000000,0.000341,2700897174.000000,2.760824
gen_256x256_1,generated 256*256,6.700000,10,256,256,289,411.990473,411.965738,411.830866,412.340867,996801268,996741423,996415103,997649039,15209.980286,0.159072,0.137915,653553124.200000,5027657.300000,0.007693,5145.600000,1848.000000,0.359142,225155669.000000,75758.200000,0.000336,2765822596.000000,2.774698
gen_512x512_1,generated 512*512,6.700000,10,512,512,289,1669.039704,1668.954498,1667.369936,1672.457238,4037928107,4037721967,4033888417,4046196188,15403.473309,0.157063,0.136173,2634559111.000000,20193918.700000,0.007665,14592.800000,5279.600000,0.361795,905906679.700000,150387.500000,0.000166,11146589241.700001,2.760472
gen_768x768_1,generated 768*768,6.700000,10,768,768,289,3755.385772,3754.765042,3753.166106,3760.925519,9085433572,9083931834,9080063516,9098835925,15403.634935,0.157061,0.136172,5943062434.900001,45400509.000000,0.007639,38443.500000,18823.400000,0.489638,2042319378.600000,454789.900000,0.000223,25142867539.600002,2.767382
gen_1024x1024_1,generated 1024*1024,6.700000,10,1024,1024,289,6684.384645,6684.217944,6678.021399,6698.463540,16171491465,16171088165,16156096903,16205552451,15422.336068,0.156869,0.136006,10579063175.200001,80759554.600000,0.007634,54026.600000,35608.000000,0.659083,3634326262.900000,352869.600000,0.000097,44754184503.900002,2.767474
gen_1280x1280_1,generated 1280*1280,6.700000,10,1280,1280,289,10436.145904,10440.200237,10425.431013,10446.345417,25248306293,25258114995,25222383617,25272982111,15410.343196,0.156993,0.136113,16542561338.000000,126160759.700000,0.007626,75685.200000,56351.700000,0.744554,5681990312.700001,430319.600000,0.000076,69980980968.699997,2.771710
gen_1536x1536_1,generated 1536*1536,6.700000,10,1536,1536,289,15032.234947,15034.257528,15022.533406,15044.279443,36367653466,36372546720,36344182419,36396792849,15414.620915,0.156949,0.136075,23833556943.900002,188916068.600000,0.007926,100666.500000,71163.100000,0.706919,8185251646.600000,525387.000000,0.000064,100822837630.600006,2.772322
gen_1792x1792_1,generated 1792*1792,6.700000,10,1792,1792,289,20519.634385,20510.363921,20503.082179,20575.982373,49643187336,49620759286,49603142555,49779510121,15459.080081,0.156497,0.135683,32452059673.400002,255223712.800000,0.007865,271914.000000,163813.900000,0.602447,11144194698.200001,589527.500000,0.000053,137280287429.200012,2.765340
gen_2048x2048_1,generated 2048*2048,6.700000,10,2048,2048,289,26777.128305,26774.474849,26766.106176,26793.290841,64777300923,64770881872,64750636981,64816400165,15444.112044,0.156638,0.135805,42398048162.800003,340676723.800000,0.008035,241707.000000,138057.100000,0.571175,14558713107.600000,624907.100000,0.000043,179352714062.600006,2.768759
gen_2304x2304_1,generated 2304*2304,6.700000,10,2304,2304,289,36979.145958,36501.732700,34694.881019,42507.177389,89460179875,88305218753,83934071928,102833627891,16852.518694,0.143552,0.124459,53671776507.100006,431199440.000000,0.008034,1104732.400000,963603.200000,0.872250,18429097835.900002,781507.800000,0.000042,227040629670.900024,2.537896
