variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_cache_refs,avg_cache_misses,cache_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,10,1024,512,289,828.654197,828.539797,825.403816,836.906587,2004743730,2004466966,1996880161,2024708545,3823.745213,0.632698,0.548549,45092574.600000,8526140.000000,0.189081,249782853.800000,371163.100000,0.001486,8233257997.800000,4.106888
gen_128x128_1,generated 128*128,6.700000,10,128,128,289,52.019910,52.051691,51.949465,52.090826,125852258,125929147,125681832,126023828,7681.412231,0.314956,0.273067,214728.100000,54182.400000,0.252330,26219069.400000,148791.600000,0.005675,381704716.400000,3.032959
gen_256x256_1,generated 256*256,6.700000,10,256,256,289,127.783434,127.819583,127.488326,128.308488,309148081,309235536,308434123,310418350,4717.225357,0.512868,0.444656,5323927.700000,855405.400000,0.160672,47816420.400000,222830.700000,0.004660,1137773166.400000,3.680350
gen_512x512_1,generated 512*512,6.700000,10,512,512,289,432.022308,432.168474,430.941770,432.626708,1045198161,1045551782,1042583998,1046660395,3987.114567,0.606783,0.526081,22997830.700000,3818938.100000,0.166056,134412521.500000,371020.300000,0.002760,4176522630.500000,3.995915
gen_1024x1024_1,generated 1024*1024,6.700000,10,1024,1024,289,1638.152531,1637.742055,1636.377384,1643.215758,3963198965,3962205897,3958904333,3975448481,3779.601064,0.640097,0.554964,81447304.500000,21060862.900000,0.258583,481308025.100000,667757.900000,0.001387,16361157653.100000,4.128271
gen_2048x2048_1,generated 2048*2048,6.700000,10,2048,2048,289,6546.691298,6543.439027,6530.766104,6592.218503,15838454040,15830585800,15799926114,15948598314,3776.181707,0.640675,0.555466,315364321.500000,93951648.600000,0.297915,1869791776.500000,1262607.900000,0.000675,65158065334.500000,4.113916
