variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,10,1024,512,289,766.044816,765.887226,765.020627,767.711745,1853251584,1852870336,1850773820,1857284299,3534.796875,0.684409,0.593383,670755127.000000,9889203.300000,0.014743,152849493.400000,1793.400000,386740828.000000,2305.100000,0.000006,152844909.000000,90.000000,0.000001,534435.700000,56220.800000,0.105197,124.600000,0.100000,0.000803,28.200000,0.000000,51.400000,71509846.200000,443891.800000,0.006207,2163692469.800000,1.167511
gen_10x10_1,generated 10*10,6.700000,10,10,10,9,0.004591,0.004515,0.004485,0.005277,11107,10924,10851,12767,111.070000,21.780867,0.588083,7987.000000,42.800000,0.005359,144.000000,30.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700000,0.100000,0.142857,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,5.900000,0.081944,385.000000,0.034663
gen_13x13_1,generated 13*13,6.700000,10,13,13,9,0.007793,0.007769,0.007678,0.008238,18853,18796,18575,19930,111.556213,21.685901,0.585519,14161.000000,56.300000,0.003976,144.000000,29.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,5.900000,0.081944,385.000000,0.020421
gen_16x16_1,generated 16*16,6.700000,10,16,16,9,0.011847,0.011824,0.011752,0.012184,28660,28606,28431,29477,111.953125,21.608917,0.583441,22189.000000,88.100000,0.003970,144.000000,30.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,6.000000,0.083333,385.000000,0.013433
gen_19x19_1,generated 19*19,6.700000,10,19,19,9,0.016815,0.016766,0.016661,0.017441,40680,40562,40308,42194,112.686981,21.468738,0.579656,32114.400000,120.400000,0.003749,144.000000,49.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,6.900000,0.095833,385.000000,0.009464
gen_22x22_1,generated 22*22,6.700000,10,22,22,9,0.024379,0.023711,0.023399,0.030935,58978,57362,56608,74840,121.855372,19.853222,0.536037,43850.500000,186.000000,0.004242,144.000000,44.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.200000,1.500000,0.468750,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,72.000000,6.500000,0.090278,385.000000,0.006528
gen_25x25_1,generated 25*25,6.700000,10,25,25,9,0.030779,0.030644,0.030513,0.032071,74463,74136,73820,77588,119.140800,20.305807,0.548257,11536.900000,311.800000,0.027026,16453.600000,34.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.500000,1.100000,0.733333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,80.400000,7.100000,0.088308,423.500000,0.005687
gen_28x28_1,generated 28*28,6.700000,10,28,28,9,0.038336,0.038315,0.038176,0.038674,92743,92694,92358,93563,118.294643,20.450986,0.552177,43775.400000,429.900000,0.009821,10542.000000,43.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.600000,8.600000,0.113757,401.500000,0.004329
gen_31x31_1,generated 31*31,6.700000,10,31,31,9,0.047135,0.047131,0.046952,0.047502,114031,114022,113589,114920,118.658689,20.388287,0.550484,90224.000000,599.900000,0.006649,6616.800000,38.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.800000,6.700000,0.090786,385.000000,0.003376
gen_34x34_1,generated 34*34,6.700000,10,34,34,9,0.056594,0.056497,0.056380,0.057496,136916,136681,136399,139098,118.439446,20.426038,0.551503,109376.000000,800.700000,0.007321,144.000000,46.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200000,0.200000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,8.900000,0.123611,385.000000,0.002812
