variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",10,1024,512,289,209.086993,201.231858,197.596425,241.627000,505832545,486829054,478034054,584554777,964.799013,2.507511,2.174012,130028583.800000,4674916.500000,0.035953,15545961.300000,2355.000000,76241896.400000,60298.800000,0.000791,15332369.600000,2798.000000,0.000182,486285.600000,198787.400000,0.408787,4290.600000,2947.000000,0.686850,173.500000,0.000000,1378.000000,14519533.800000,233837.200000,0.016105,297684069.100000,0.588503
gen_16x16_1,generated 16*16,1,"6.7",10,16,16,289,0.121231,0.121772,0.118155,0.125173,293288,294599,285847,302827,1145.656250,2.111678,1.830825,55752.500000,1270.300000,0.022785,11562.500000,88.900000,111372.500000,0.200000,0.000002,23007.200000,0.000000,0.000000,34.300000,37.500000,1.093294,126.900000,115.800000,0.912530,1.500000,0.000000,0.300000,12281.700000,24.700000,0.002011,188309.600000,0.642064
gen_32x32_1,generated 32*32,1,"6.7",10,32,32,289,0.410148,0.405225,0.395223,0.452397,992252,980341,956145,1094464,968.996094,2.496659,2.164603,170901.400000,3959.200000,0.023167,68416.000000,96.200000,256247.800000,0.000000,0.000000,68358.400000,0.000000,0.000000,241.500000,224.600000,0.930021,171.600000,149.900000,0.873543,1.200000,0.000000,0.000000,31265.800000,72.100000,0.002306,566285.400000,0.570707
gen_64x64_1,generated 64*64,1,"6.7",10,64,64,289,1.299572,1.284802,1.262452,1.382218,3144009,3108276,3054206,3343950,767.580322,3.151806,2.732616,637530.500000,20948.200000,0.032858,214429.100000,102.000000,854575.300000,1.600000,0.000002,131762.000000,0.100000,0.000001,498.700000,220.000000,0.441147,454.500000,224.100000,0.493069,2.100000,0.000000,0.000000,130188.400000,398.500000,0.003061,2796088.300000,0.889339
gen_128x128_1,generated 128*128,1,"6.7",10,128,128,289,4.754907,4.756826,4.700751,4.827997,11503386,11508029,11372370,11680212,702.110962,3.445704,2.987425,3218050.700000,112023.800000,0.034811,791145.400000,292.900000,3062978.700000,40.700000,0.000013,379360.200000,24.100000,0.000064,3234.900000,1256.300000,0.388358,803.000000,449.600000,0.559900,7.100000,0.000000,22.000000,402338.400000,8879.300000,0.022069,6627820.600000,0.576163
gen_256x256_1,generated 256*256,1,"6.7",10,256,256,289,17.944259,17.940176,17.824060,18.207149,43412005,43402127,43121212,44048007,662.414627,3.652199,3.166456,14224329.400000,482794.000000,0.033941,2658581.300000,297.200000,8434308.400000,287.200000,0.000034,1762616.400000,293.400000,0.000166,15474.300000,1957.800000,0.126519,1711.400000,1581.300000,0.923980,29.800000,0.000000,109.400000,1775536.100000,26436.600000,0.014889,33934149.200000,0.781677
gen_512x512_1,generated 512*512,1,"6.7",10,512,512,289,78.573965,78.839085,77.399583,79.736979,190091785,190733183,187250636,192905431,725.142612,3.336270,2.892547,65349449.100000,2277647.500000,0.034853,7902395.400000,785.700000,38296401.100000,6060.600000,0.000158,7710866.900000,907.700000,0.000118,92629.100000,31558.800000,0.340701,5868.300000,4854.800000,0.827292,27.500000,0.000000,508.800000,7488514.800000,115029.200000,0.015361,151475693.600000,0.796856
gen_768x768_1,generated 768*768,1,"6.7",10,768,768,289,208.581919,208.850434,196.433491,224.949646,504618317,505267932,475227855,544216453,855.540495,2.827781,2.451686,146776675.500000,5150959.500000,0.035094,17481329.000000,2679.800000,85618504.500000,33160.200000,0.000387,17276955.400000,1803.900000,0.000104,427832.900000,136869.400000,0.319913,16886.700000,11822.900000,0.700131,509.400000,0.000000,1172.800000,16496563.300000,257425.800000,0.015605,338484612.300000,0.670774
gen_1024x1024_1,generated 1024*1024,1,"6.7",10,1024,1024,289,391.298994,388.654854,381.123958,414.396308,946663083,940266160,922046791,1002542028,902.808269,2.679731,2.323327,263394553.100000,9206689.600000,0.034954,30687503.300000,3291.300000,151381113.100000,46444.200000,0.000307,30810458.200000,2326.800000,0.000076,752305.700000,263120.800000,0.349753,54851.200000,54195.300000,0.988042,119.700000,0.000000,1081.400000,29180272.300000,457832.900000,0.015690,600911101.900000,0.634768
gen_1280x1280_1,generated 1280*1280,1,"6.7",10,1280,1280,289,572.701357,565.960491,560.413889,629.940820,1385530910,1369222798,1355803955,1524009794,845.660956,2.860828,2.480338,411492960.200000,14487124.300000,0.035206,48397386.800000,4584.900000,234056608.500000,83137.700000,0.000355,48060792.500000,13138.200000,0.000273,1125726.600000,420307.300000,0.373365,10420.700000,5119.100000,0.491243,532.000000,0.000000,1152.400000,45867894.300000,707907.100000,0.015434,932951210.900000,0.673353
gen_1536x1536_1,generated 1536*1536,1,"6.7",10,1536,1536,289,804.150542,804.239841,800.011862,809.338401,1945459780,1945675819,1935447184,1958010630,824.593345,2.933898,2.543690,590414681.200000,20707153.200000,0.035072,69495972.000000,5965.800000,338922512.300000,126344.700000,0.000373,68852091.100000,9695.600000,0.000141,1629316.100000,514863.000000,0.315999,19477.000000,14217.000000,0.729938,369.900000,0.000000,1030.100000,65331089.500000,1017190.400000,0.015570,1343877423.300000,0.690776
gen_1792x1792_1,generated 1792*1792,1,"6.7",10,1792,1792,289,1098.377975,1097.966263,1090.982676,1105.981207,2657275436,2656279393,2639384193,2675669726,827.485824,2.923642,2.534798,809428405.100000,28482414.200000,0.035188,94157386.200000,8327.500000,457031332.200000,159456.500000,0.000349,94572076.200000,4782.500000,0.000051,2236616.600000,661886.700000,0.295932,32812.500000,29189.500000,0.889585,118.100000,0.000000,1121.300000,88297719.600000,1399179.100000,0.015846,1836878239.500000,0.691264
gen_2048x2048_1,generated 2048*2048,1,"6.7",10,2048,2048,289,1434.223933,1433.694429,1423.425499,1446.917492,3469791198,3468510179,3443666749,3500500488,827.262687,2.924442,2.535491,1048120863.700000,38659394.300000,0.036884,124031258.900000,9583.100000,599901737.300000,186060.200000,0.000310,123095271.700000,10389.200000,0.000084,2765685.100000,1263227.300000,0.456750,26404.000000,13763.400000,0.521262,76.000000,0.000000,1070.700000,115626224.900000,1816226.900000,0.015708,2397236071.800000,0.690888
gen_2304x2304_1,generated 2304*2304,1,"6.7",10,2304,2304,289,1807.738899,1806.511805,1795.629548,1828.931373,4373412918,4370444243,4344117100,4424683288,823.864015,2.936495,2.545941,1328752695.200000,47315961.000000,0.035609,155201307.400000,11911.900000,762483373.700000,230465.500000,0.000302,155812075.300000,55942.600000,0.000359,3619934.800000,1056431.500000,0.291837,40772.300000,32626.400000,0.800210,343.000000,0.000000,7314.300000,146622946.400000,2292902.000000,0.015638,3025361101.000000,0.691762
gen_2560x2560_1,generated 2560*2560,1,"6.7",10,2560,2560,289,2318.162300,2295.112763,2240.320143,2464.918561,5608295431,5552532029,5419973062,5963340661,855.757970,2.827067,2.451067,1638880530.500000,57925570.700000,0.035345,192167508.500000,16102.400000,938273955.800000,547022.000000,0.000583,193055704.500000,116857.400000,0.000605,4246307.200000,1248412.400000,0.294000,43093.400000,31247.300000,0.725106,3597.600000,0.000000,13159.400000,180196426.000000,2841999.000000,0.015772,3751883793.600000,0.668988
