variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,10,1024,512,289,715.547002,711.944752,709.839114,726.115512,1731079847,1722365139,1717271096,1756647607,3301.772779,0.732709,0.635259,660474291.900000,17590632.900000,0.026633,151065866.500000,1146.300000,379653820.700000,121.400000,0.000000,151685402.900000,73.400000,0.000000,6811.200000,4821.200000,0.707834,20582.400000,7509.600000,0.364855,5.000000,0.000000,51.400000,67536000.800000,55624.600000,0.000824,2129581160.700000,1.230204
gen_10x10_1,generated 10*10,6.700000,10,10,10,9,0.003299,0.003230,0.003209,0.003846,7980,7814,7763,9305,79.800000,30.316532,0.818546,4652.100000,43.100000,0.009265,836.400000,45.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.600000,7.800000,0.103175,401.500000,0.050313
gen_13x13_1,generated 13*13,6.700000,10,13,13,9,0.005941,0.005917,0.005826,0.006306,14374,14315,14096,15256,85.053254,28.444100,0.767991,12303.000000,50.900000,0.004137,144.000000,37.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,6.200000,0.086111,385.000000,0.026784
gen_16x16_1,generated 16*16,6.700000,10,16,16,9,0.009472,0.009464,0.009342,0.009737,22915,22897,22600,23556,89.511719,27.027163,0.729733,53.800000,91.400000,1.698885,7225.000000,34.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,82.800000,7.400000,0.089372,434.500000,0.018961
gen_19x19_1,generated 19*19,6.700000,10,19,19,9,0.014290,0.014318,0.013881,0.015159,34570,34640,33581,36674,95.761773,25.263059,0.682103,29260.400000,150.400000,0.005140,144.000000,30.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.400000,0.100000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,7.500000,0.104167,385.000000,0.011137
gen_22x22_1,generated 22*22,6.700000,10,22,22,9,0.021766,0.020521,0.020405,0.032509,52657,49646,49366,78648,108.795455,22.236715,0.600391,40498.500000,229.300000,0.005662,144.000000,39.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.400000,1.400000,0.583333,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,72.000000,6.300000,0.087500,385.000000,0.007311
gen_25x25_1,generated 25*25,6.700000,10,25,25,9,0.028766,0.027115,0.026844,0.043338,69592,65597,64943,104846,111.347200,21.727040,0.586630,10319.300000,360.300000,0.034915,15956.600000,28.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.600000,8.400000,0.102941,429.000000,0.006165
gen_28x28_1,generated 28*28,6.700000,10,28,28,9,0.034336,0.034340,0.034058,0.034553,83068,83077,82394,83593,105.954082,22.832904,0.616488,48017.800000,500.700000,0.010427,7684.800000,36.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,75.600000,8.000000,0.105820,401.500000,0.004833
gen_31x31_1,generated 31*31,6.700000,10,31,31,9,0.042649,0.042639,0.042549,0.042860,103179,103154,102938,103690,107.366285,22.532732,0.608384,85378.000000,598.900000,0.007015,144.000000,28.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,6.000000,0.083333,385.000000,0.003731
gen_34x34_1,generated 34*34,6.700000,10,34,34,9,0.051953,0.051598,0.051542,0.054592,125686,124829,124693,132073,108.724913,22.251071,0.600779,104032.100000,748.600000,0.007196,144.000000,27.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,6.200000,0.086111,385.000000,0.003063
