variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",10,1024,512,289,139.766890,137.181607,135.508208,147.231620,338127622,331873239,327824910,356186486,644.927258,3.751160,3.252256,132478042.300000,4856340.100000,0.036658,15487403.800000,2118.600000,74317229.900000,57103.300000,0.000768,15118590.700000,2428.300000,0.000161,496971.100000,179892.200000,0.361977,7972.700000,4310.300000,0.540632,118.800000,0.000000,1378.000000,14614968.700000,236215.800000,0.016163,301606201.400000,0.891989
gen_16x16_1,generated 16*16,1,"6.7",10,16,16,289,0.096972,0.094637,0.079490,0.124362,234596,228948,192304,300859,916.390625,2.639951,2.288837,27914.100000,1273.300000,0.045615,23060.000000,102.400000,111363.200000,0.200000,0.000002,17255.400000,0.200000,0.000012,39.000000,44.200000,1.133333,177.700000,164.900000,0.927968,0.800000,0.000000,0.300000,6192.700000,22.100000,0.003569,94414.800000,0.402457
gen_32x32_1,generated 32*32,1,"6.7",10,32,32,289,0.322808,0.316894,0.302072,0.379225,780948,766641,730784,917436,762.644531,3.172169,2.750271,341724.800000,6279.800000,0.018377,51339.600000,68.300000,170831.900000,0.200000,0.000001,51268.800000,0.000000,0.000000,247.100000,184.500000,0.746661,173.600000,162.000000,0.933180,2.900000,0.000000,0.000000,62426.000000,144.600000,0.002316,1132041.600000,1.449574
gen_64x64_1,generated 64*64,1,"6.7",10,64,64,289,0.919229,0.897807,0.857921,1.003991,2223852,2172027,2075531,2428912,542.932617,4.455907,3.863271,284932.800000,14703.800000,0.051604,228282.800000,124.200000,1139433.600000,19.800000,0.000017,171172.500000,0.000000,0.000000,501.500000,201.800000,0.402393,500.900000,286.900000,0.572769,0.700000,0.000000,0.000000,43466.500000,152.600000,0.003511,932382.200000,0.419265
gen_128x128_1,generated 128*128,1,"6.7",10,128,128,289,3.137044,3.012939,2.974709,3.622846,7589333,7289092,7196604,8764617,463.216125,5.222752,4.528126,4171188.500000,139048.900000,0.033336,541569.800000,155.100000,2956937.000000,65.500000,0.000022,476286.200000,57.000000,0.000120,3483.100000,1188.400000,0.341190,395.500000,255.500000,0.646018,8.200000,0.000000,22.000000,507924.900000,11498.100000,0.022637,9770243.400000,1.287365
gen_256x256_1,generated 256*256,1,"6.7",10,256,256,289,11.732739,11.542210,11.125717,13.474724,28384394,27923457,26915858,32598687,433.111481,5.585737,4.842834,16486228.900000,469131.600000,0.028456,2336832.200000,422.700000,7593649.200000,332.200000,0.000044,1627882.100000,204.400000,0.000126,15614.800000,2058.700000,0.131843,1225.000000,1593.000000,1.300408,22.400000,0.000000,109.400000,1863644.000000,28181.800000,0.015122,37231541.600000,1.311691
gen_512x512_1,generated 512*512,1,"6.7",10,512,512,289,52.045630,52.022886,51.394148,53.867757,125911456,125856433,124335357,130319639,480.314087,5.036811,4.366915,62106810.700000,2139760.400000,0.034453,8076117.300000,933.200000,40247997.500000,6289.800000,0.000156,7976534.400000,881.400000,0.000110,93428.600000,32715.800000,0.350169,4562.700000,3830.900000,0.839613,45.400000,0.000000,508.800000,7043076.800000,108677.900000,0.015430,143043317.800000,1.136063
gen_768x768_1,generated 768*768,1,"6.7",10,768,768,289,138.105065,135.664359,134.678762,152.985685,334109814,328205152,325820752,370109660,566.456797,4.270835,3.702814,150782550.200000,5252717.700000,0.034836,17263914.900000,1795.200000,84045584.600000,31734.300000,0.000378,17033348.600000,2181.800000,0.000128,439618.900000,164132.100000,0.373351,18553.900000,13929.000000,0.750732,112.200000,0.000000,1172.800000,16749727.500000,260194.400000,0.015534,341161263.900000,1.021105
gen_1024x1024_1,generated 1024*1024,1,"6.7",10,1024,1024,289,305.766623,282.341880,271.826166,424.163781,739748519,683076478,657635558,1026189600,705.479163,3.429334,2.973233,261069745.400000,9744923.200000,0.037327,27931851.800000,5859.600000,153174575.700000,49351.600000,0.000322,31292793.900000,1034.700000,0.000033,744077.100000,295083.500000,0.396577,26794.900000,28763.800000,1.073480,142.900000,0.000000,1030.300000,29176052.300000,456800.000000,0.015657,600437820.800000,0.811678
gen_1280x1280_1,generated 1280*1280,1,"6.7",10,1280,1280,289,435.669077,443.383917,393.412796,483.714143,1053988197,1072652250,951760100,1170220759,643.303343,3.760652,3.260486,407338075.200000,14974676.600000,0.036762,48732859.500000,9098.700000,237082486.400000,94685.700000,0.000399,47663693.000000,8248.700000,0.000173,1133463.100000,443396.700000,0.391188,15959.700000,12968.400000,0.812572,99.300000,0.000000,1203.500000,45288764.600000,721246.500000,0.015926,939437149.400000,0.891317
