variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs
real-data-1,real,-41.299999,10,1024,512,289,2020.134881,2021.329551,2002.574492,2035.466345,4887189221,4890079414,4844706444,4924279699,9321.573679,0.259531,0.225014
