variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,10,1024,512,289,2541.595937,2541.801970,2540.239904,2543.843966,6148762360,6149260806,6145481774,6154200909,11727.833481,0.206283,0.178847,3471459444.800000,40311916.800000,0.011612,20585.200000,10251.700000,0.498013,456206777.700000,148220.500000,0.000325,15248991040.700001,2.480010
gen_10x10_1,generated 10*10,6.700000,10,10,10,289,0.301788,0.300657,0.300240,0.311697,730106,727371,726362,754079,7301.060000,0.331359,0.287288,422031.100000,1686.800000,0.003997,1.000000,0.000000,0.000000,57300.100000,293.300000,0.005119,1842361.100000,2.523416
gen_13x13_1,generated 13*13,6.700000,10,13,13,289,0.574777,0.573534,0.572575,0.586025,1390539,1387530,1385210,1417750,8228.041420,0.294027,0.254921,799091.100000,2609.700000,0.003266,3.900000,0.000000,0.000000,107227.100000,423.600000,0.003950,3491250.100000,2.510717
gen_16x16_1,generated 16*16,6.700000,10,16,16,289,0.933508,0.931695,0.931453,0.944476,2258409,2254022,2253438,2284942,8821.910156,0.274234,0.237761,1296057.200000,3735.900000,0.002883,3.300000,1.000000,0.303030,172891.200000,508.100000,0.002939,5666672.200000,2.509143
gen_19x19_1,generated 19*19,6.700000,10,19,19,289,1.431985,1.382003,1.377568,1.676570,3464353,3343435,3332704,4056070,9596.545706,0.252098,0.218569,1912947.100000,5227.300000,0.002733,9.800000,0.100000,0.010204,254370.300000,650.200000,0.002556,8369066.300000,2.415766
gen_22x22_1,generated 22*22,6.700000,10,22,22,289,1.919472,1.916812,1.911144,1.946915,4643719,4637283,4623570,4710110,9594.460744,0.252153,0.218616,2649633.800000,6809.800000,0.002570,17.300000,2.300000,0.132948,351538.200000,2462.100000,0.007004,11597771.000000,2.497518
gen_25x25_1,generated 25*25,6.700000,10,25,25,289,2.637380,2.544250,2.529904,3.038256,6380523,6155217,6120511,7350350,10208.836800,0.236978,0.205460,3506268.100000,8824.200000,0.002517,18.300000,2.200000,0.120219,464509.100000,436.100000,0.000939,15353372.100000,2.406287
gen_28x28_1,generated 28*28,6.700000,10,28,28,289,3.246319,3.245759,3.240864,3.261683,7853724,7852371,7840529,7890896,10017.505102,0.241504,0.209384,4482741.900000,10871.000000,0.002425,15.000000,0.000000,0.000000,593170.900000,2588.400000,0.004364,19635279.900000,2.500123
gen_31x31_1,generated 31*31,6.700000,10,31,31,289,4.168636,4.048405,4.040391,4.822452,10085045,9794173,9774786,11666800,10494.323621,0.230531,0.199870,5579152.500000,13419.000000,0.002405,53.000000,6.500000,0.122642,737621.500000,3703.100000,0.005020,24444070.500000,2.423794
gen_34x34_1,generated 34*34,6.700000,10,34,34,289,5.068055,4.932142,4.919370,5.689573,12260992,11932184,11901285,13764614,10606.394464,0.228095,0.197759,6795367.800000,16173.400000,0.002380,87.900000,3.100000,0.035267,897770.800000,1436.400000,0.001600,29779147.800000,2.428771
gen_37x37_1,generated 37*37,6.700000,10,37,37,289,5.893537,5.892147,5.885860,5.907068,14258079,14254716,14239508,14290816,10414.959094,0.232288,0.201394,8131441.700000,19198.400000,0.002361,100.200000,6.500000,0.064870,1073678.700000,951.900000,0.000887,35640913.700000,2.499700
gen_40x40_1,generated 40*40,6.700000,10,40,40,289,6.952722,6.948814,6.947787,6.979651,16820521,16811066,16808580,16885669,10512.825625,0.230126,0.199519,9587481.800000,22685.100000,0.002366,131.900000,5.600000,0.042456,1265369.800000,948.200000,0.000749,42029526.800000,2.498705
gen_43x43_1,generated 43*43,6.700000,10,43,43,289,8.093061,8.094033,8.086930,8.102079,19579345,19581697,19564512,19601163,10589.153597,0.228467,0.198081,11163346.100000,26086.200000,0.002337,150.000000,7.400000,0.049333,1472789.100000,941.100000,0.000639,48944618.100000,2.499809
gen_46x46_1,generated 46*46,6.700000,10,46,46,289,9.338990,9.327558,9.323978,9.421210,22593538,22565881,22557219,22792449,10677.475425,0.226577,0.196442,12859100.400000,31017.800000,0.002412,137.400000,17.800000,0.129549,1695963.400000,968.400000,0.000571,56386362.400000,2.495685
gen_49x49_1,generated 49*49,6.700000,10,49,49,289,11.308004,10.659512,10.636121,17.127908,27357113,25788237,25731647,41437033,11394.049563,0.212327,0.184088,14674742.300000,38110.600000,0.002597,149.700000,31.400000,0.209753,1934890.300000,966.400000,0.000499,64354757.300000,2.352396
gen_52x52_1,generated 52*52,6.700000,10,52,52,289,12.067980,12.068889,12.053208,12.088595,29195694,29197893,29159955,29245568,10797.224112,0.224064,0.194263,16610255.400000,44481.600000,0.002678,125.500000,12.800000,0.101992,2189563.400000,13200.400000,0.006029,72849752.400000,2.495222
gen_55x55_1,generated 55*55,6.700000,10,55,55,289,13.558752,13.558217,13.554037,13.566695,32802262,32800969,32790855,32821478,10843.722975,0.223103,0.193430,18665648.400000,105829.000000,0.005670,71.200000,4.700000,0.066011,2459986.400000,15599.500000,0.006341,81871373.400000,2.495906
gen_58x58_1,generated 58*58,6.700000,10,58,58,289,15.151782,15.148581,15.135796,15.170400,36656320,36648577,36617645,36701363,10896.646849,0.222020,0.192491,20840922.100000,222760.600000,0.010689,68.300000,8.000000,0.117130,2746160.100000,16462.400000,0.005995,91419621.100000,2.493966
gen_61x61_1,generated 61*61,6.700000,10,61,61,289,16.815604,16.811816,16.803235,16.835544,40681584,40672420,40651660,40729826,10932.970707,0.221283,0.191852,23136066.200000,276345.700000,0.011944,56.500000,8.900000,0.157522,3048080.200000,17332.000000,0.005686,101494473.200000,2.494851
gen_64x64_1,generated 64*64,6.700000,10,64,64,289,18.627819,18.625650,18.565612,18.714335,45065950,45060703,44915454,45275257,11002.429199,0.219886,0.190641,25551110.400000,306972.000000,0.012014,52.600000,3.400000,0.064639,3365760.400000,18205.000000,0.005409,112096005.400000,2.487377
gen_67x67_1,generated 67*67,6.700000,10,67,67,289,20.404103,20.404712,20.391576,20.418813,49363063,49364536,49332756,49398650,10996.449766,0.220005,0.190744,28086013.600000,336914.000000,0.011996,64.900000,11.400000,0.175655,3699178.600000,8267.800000,0.002235,123224103.600000,2.496282
gen_70x70_1,generated 70*70,6.700000,10,70,70,289,22.401927,22.398096,22.333619,22.525408,54196479,54187212,54031225,54495215,11060.505918,0.218731,0.189640,30740808.100000,368068.600000,0.011973,75.700000,13.700000,0.180978,4048353.100000,19963.300000,0.004931,134878856.100000,2.488701
gen_73x73_1,generated 73*73,6.700000,10,73,73,289,24.368957,24.369235,24.350023,24.394112,58955253,58955926,58909447,59016110,11063.098705,0.218680,0.189595,33515489.200000,400834.800000,0.011960,73.800000,26.200000,0.355014,4413279.200000,20816.100000,0.004717,147060258.200000,2.494439
gen_76x76_1,generated 76*76,6.700000,10,76,76,289,26.484229,26.475171,26.464395,26.578908,64072636,64050722,64024652,64301692,11092.907895,0.218092,0.189086,36410044.000000,435256.600000,0.011954,86.100000,31.400000,0.364692,4793955.000000,21682.500000,0.004523,159768268.000000,2.493549
gen_79x79_1,generated 79*79,6.700000,10,79,79,289,28.675167,28.675053,28.663335,28.696631,69373272,69372995,69344647,69425199,11115.730171,0.217645,0.188698,39424467.300000,471004.500000,0.011947,86.200000,40.800000,0.473318,5190373.300000,22545.900000,0.004344,173002870.300000,2.493797
