variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",2,1024,512,289,207.274927,207.310680,207.239173,207.310680,501447515,501534011,501361019,501534011,956.435232,2.529433,2.193018,122146808.000000,4610234.000000,0.037743,16483184.000000,2447.000000,79512212.000000,62752.500000,0.000789,15874646.000000,327.000000,0.000021,445657.500000,157712.500000,0.353887,6517.000000,4869.000000,0.747123,11.500000,0.000000,1378.000000,25869510.000000,225514.500000,0.008717,287933844.000000,0.574205
gen_256x256_1,generated 256*256,1,"6.7",2,256,256,289,18.207289,18.216617,18.197960,18.216617,44048460,44071028,44025892,44071028,672.126160,3.599438,3.120712,4419912.500000,137321.000000,0.031069,3655088.000000,329.000000,12546572.500000,576.000000,0.000046,3576718.500000,19.000000,0.000005,7543.500000,1446.500000,0.191754,2718.000000,2593.000000,0.954010,10.000000,0.000000,133.000000,1798069.000000,16922.000000,0.009411,27443694.000000,0.623034
gen_384x384_1,generated 384*384,1,"6.7",2,384,384,289,45.794010,46.587401,45.000619,46.587401,110788234,112707664,108868804,112707664,751.330797,3.219984,2.791726,22581548.000000,954798.500000,0.042282,6258827.000000,510.000000,30370838.000000,1930.000000,0.000064,4810858.500000,29.500000,0.000006,38253.500000,12130.000000,0.317095,3115.000000,228.500000,0.073355,9.000000,0.000000,323.000000,4857082.000000,50090.000000,0.010313,48142388.500000,0.434544
gen_512x512_1,generated 512*512,1,"6.7",2,512,512,289,79.777968,79.896946,79.658990,79.896946,193006298,193294141,192718455,193294141,736.260597,3.285920,2.848892,53609269.500000,2032934.000000,0.037921,9261938.500000,1071.000000,43344978.000000,7024.500000,0.000162,8538831.000000,70.000000,0.000008,85389.000000,31235.500000,0.365802,9072.500000,8208.000000,0.904712,10.500000,0.000000,590.000000,11806120.500000,98780.000000,0.008367,131706062.000000,0.682393
gen_768x768_1,generated 768*768,1,"6.7",2,768,768,289,198.692743,200.397951,196.987536,200.397951,480691589,484816948,476566231,484816948,814.974618,2.968523,2.573710,144389449.000000,5222985.500000,0.036173,18855362.000000,2108.000000,83397227.500000,31285.000000,0.000375,17047359.500000,281.000000,0.000016,433274.500000,112786.500000,0.260312,19793.000000,18272.000000,0.923155,0.500000,0.000000,1350.000000,30516723.500000,254235.000000,0.008331,335009599.000000,0.696933
gen_1024x1024_1,generated 1024*1024,1,"6.7",2,1024,1024,289,394.187924,396.140067,392.235780,396.140067,953645367,958368120,948922614,958368120,909.467093,2.660092,2.306299,256095512.500000,9216287.500000,0.035988,31998486.000000,3381.000000,151736533.500000,45156.000000,0.000298,30802892.500000,207.500000,0.000007,736818.500000,249723.500000,0.338921,53447.000000,48661.000000,0.910453,1.000000,0.000000,1137.500000,54178044.000000,452076.000000,0.008344,596821024.500000,0.625831
gen_1536x1536_1,generated 1536*1536,1,"6.7",2,1536,1536,289,813.101522,813.581953,812.621092,813.581953,1967106446,1968268734,1965944159,1968268734,833.768398,2.901601,2.515688,572984104.500000,20539665.500000,0.035847,72023796.000000,6096.500000,340795781.500000,129553.500000,0.000380,68983497.500000,280.500000,0.000004,1571955.000000,494748.500000,0.314735,8490.000000,4270.000000,0.502945,35.000000,0.000000,860.000000,120876308.000000,997468.500000,0.008252,1319503740.500000,0.670784
gen_2048x2048_1,generated 2048*2048,1,"6.7",2,2048,2048,289,1464.737473,1467.481752,1461.993194,1467.481752,3543597672,3550236829,3536958515,3550236829,844.859522,2.863519,2.482671,1032238192.500000,38149535.500000,0.036958,126129404.000000,9598.500000,599951899.500000,210083.000000,0.000350,123801507.000000,811.500000,0.000007,2658464.000000,1213331.500000,0.456403,39848.500000,15185.500000,0.381081,86.000000,0.000000,1282.000000,217432976.000000,1820526.500000,0.008373,2415431340.500000,0.681633
gen_3072x3072_1,generated 3072*3072,1,"6.7",2,3072,3072,289,59405.469769,67764.068559,51046.870980,67764.068559,143719701904,163941666835,123497736973,163941666835,15229.087607,0.158861,0.137732,2323074832.000000,157546496.500000,0.067818,284386542.000000,3164438.500000,1324695441.000000,5426674.000000,0.004097,278595222.000000,63601.000000,0.000228,9915585.500000,4833324.000000,0.487447,79569.500000,59695.000000,0.750225,247410.000000,898849.000000,181920.500000,480841847.500000,4273527.000000,0.008888,5242257770.000000,0.036476
gen_4096x4096_1,generated 4096*4096,1,"6.7",2,4096,4096,289,158521.779077,163878.985931,153164.572222,163878.985931,383733028281,396701197206,370764859356,396701197206,22872.270839,0.105835,0.091759,3977297614.000000,340325163.000000,0.085567,511455570.000000,13119064.500000,2474600826.000000,10096179.500000,0.004080,486558843.500000,478263.000000,0.000983,17291674.500000,11607667.000000,0.671286,221876.500000,62268.000000,0.280643,863879.000000,3566601.000000,42050.500000,831245535.000000,7108641.000000,0.008552,8886999394.000000,0.023159
