variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_91x91_1,generated 91*91,6.700000,5,91,91,289,14.224241,14.198695,14.159109,14.310419,34413041,34351236,34255466,34621534,4155.662480,0.582175,0.504746,10204168.000000,249553.200000,0.024456,1953104.600000,251.200000,5185743.000000,26.200000,0.000005,1537458.600000,2.800000,0.000002,422.600000,295.200000,0.698533,3.200000,2.000000,0.625000,5.600000,0.000000,0.000000,991473.000000,3915.400000,0.003949,40387040.600000,1.173597
gen_94x94_1,generated 94*94,6.700000,5,94,94,289,15.185529,15.161032,15.066394,15.293550,36738604,36679339,36450379,36999941,4157.832051,0.581870,0.504481,9720680.400000,247778.800000,0.025490,2558354.400000,226.600000,5220129.400000,35.200000,0.000007,1559999.000000,9.000000,0.000006,390.000000,317.400000,0.813846,4.600000,1.600000,0.347826,6.200000,0.000000,0.000000,995391.800000,1229.600000,0.001235,40378688.800000,1.099081
gen_97x97_1,generated 97*97,6.700000,5,97,97,289,16.097110,16.063858,16.046752,16.195216,38943905,38863458,38822074,39181254,4139.005739,0.584515,0.506774,9883929.200000,284271.000000,0.028761,2995969.000000,169.800000,5230800.000000,33.200000,0.000006,1563109.200000,12.800000,0.000008,346.600000,304.400000,0.878246,6.400000,5.400000,0.843750,6.400000,0.000000,0.000000,968030.400000,470.200000,0.000486,40587675.800000,1.042209
gen_100x100_1,generated 100*100,6.700000,5,100,100,289,17.174328,17.176072,17.096530,17.242499,41550047,41554267,41361831,41714974,4155.004700,0.582264,0.504823,9231340.200000,286025.200000,0.030984,3122616.800000,241.800000,7233073.400000,47.400000,0.000007,1557047.600000,18.000000,0.000012,310.600000,282.800000,0.910496,4.800000,4.400000,0.916667,5.800000,0.000000,0.000000,1005610.000000,883.000000,0.000878,39915486.600000,0.960660
gen_103x103_1,generated 103*103,6.700000,5,103,103,289,18.175235,18.167599,18.147861,18.243324,43971441,43952968,43905215,44136168,4144.730041,0.583706,0.506073,10410552.600000,320100.600000,0.030748,3124502.600000,266.000000,7782187.200000,50.400000,0.000006,1560248.400000,21.200000,0.000014,330.000000,296.800000,0.899394,7.000000,4.000000,0.571429,6.000000,0.000000,0.000000,1014163.000000,1012.000000,0.000998,40135943.200000,0.912773
gen_106x106_1,generated 106*106,6.700000,5,106,106,289,19.356919,19.424702,19.204232,19.477575,46830364,46994354,46460969,47122270,4167.885724,0.580464,0.503263,10377692.600000,318778.800000,0.030718,3112020.800000,245.800000,9654216.800000,70.200000,0.000007,2076502.000000,13.600000,0.000007,282.000000,260.600000,0.924113,7.400000,4.000000,0.540541,8.000000,0.000000,0.000000,1016274.200000,984.600000,0.000969,40262818.400000,0.859759
gen_109x109_1,generated 109*109,6.700000,5,109,109,289,20.432394,20.415436,20.345316,20.618883,49432452,49391425,49221782,49883628,4160.630587,0.581479,0.504142,9945213.800000,291095.200000,0.029270,3157873.600000,214.000000,10426895.400000,80.000000,0.000008,2916853.200000,16.200000,0.000006,254.400000,224.400000,0.882075,5.600000,4.600000,0.821429,10.200000,0.000000,0.000000,1219669.400000,3513.800000,0.002881,52003624.200000,1.052014
gen_112x112_1,generated 112*112,6.700000,5,112,112,289,21.598475,21.662753,21.471615,21.673114,52253364,52408873,51946451,52433939,4165.606186,0.580782,0.503538,11831875.600000,320347.800000,0.027075,3153794.400000,157.600000,10480041.200000,85.400000,0.000008,3149211.800000,20.600000,0.000007,254.000000,218.600000,0.860630,6.400000,4.800000,0.750000,6.400000,0.000000,0.000000,1379142.400000,1225.400000,0.000889,61584371.200000,1.178572
gen_115x115_1,generated 115*115,6.700000,5,115,115,289,22.872150,22.867893,22.779685,22.970941,55334889,55324590,55111187,55573895,4184.112590,0.578214,0.501312,13940509.800000,374731.000000,0.026881,3126289.200000,210.000000,10410060.400000,83.000000,0.000008,3125356.200000,38.000000,0.000012,283.600000,252.000000,0.888575,3.000000,6.200000,2.066667,10.000000,0.000000,0.000000,1539537.800000,1986.200000,0.001290,70986776.800000,1.282857
gen_118x118_1,generated 118*118,6.700000,5,118,118,289,24.005483,23.986189,23.957206,24.063411,58076629,58029953,57959833,58216776,4170.973068,0.580034,0.502890,15885745.800000,429924.200000,0.027064,3132258.800000,111.400000,10419726.200000,77.200000,0.000007,3135194.000000,44.400000,0.000014,297.000000,219.800000,0.740067,3.000000,1.200000,0.400000,9.800000,0.000000,0.000000,1828491.000000,2199.600000,0.001203,81241463.800000,1.398867
gen_121x121_1,generated 121*121,6.700000,5,121,121,289,25.408408,25.376986,25.327762,25.498203,61470774,61394756,61275669,61688017,4198.536575,0.576227,0.499588,16745828.200000,451727.400000,0.026976,3499635.400000,263.600000,10396468.200000,72.800000,0.000007,3124480.200000,48.800000,0.000016,345.200000,252.000000,0.730012,3.000000,2.200000,0.733333,10.600000,0.000000,0.000000,1854869.200000,2655.800000,0.001432,80696224.200000,1.312758
gen_124x124_1,generated 124*124,6.700000,5,124,124,289,26.506862,26.506966,26.452861,26.562348,64128348,64128601,63997703,64262587,4170.678200,0.580076,0.502926,19566848.000000,541909.600000,0.027695,3252330.800000,120.800000,10509939.400000,73.000000,0.000007,3142081.200000,53.000000,0.000017,352.800000,289.400000,0.820295,7.400000,3.600000,0.486486,5.800000,0.000000,0.000000,1985576.600000,1399.800000,0.000705,81048773.200000,1.263853
gen_127x127_1,generated 127*127,6.700000,5,127,127,289,27.941291,27.900942,27.856339,28.093022,67598416,67500799,67392890,67965499,4191.110174,0.577246,0.500472,18482884.000000,535346.200000,0.028964,4267429.600000,218.400000,10377165.000000,78.400000,0.000008,3125239.600000,0.000000,0.000000,383.800000,321.800000,0.838458,8.600000,8.800000,1.023256,13.800000,0.000000,0.000000,1981723.600000,1345.000000,0.000679,81042997.800000,1.198889
gen_130x130_1,generated 130*130,6.700000,5,130,130,289,29.294511,29.247848,29.236089,29.384624,70872418,70759527,70731078,71090430,4193.634201,0.576900,0.500172,18627708.800000,553957.000000,0.029738,4727724.800000,97.600000,11116475.800000,89.000000,0.000008,3123972.000000,69.800000,0.000022,376.200000,296.000000,0.786816,7.000000,5.400000,0.771429,1.600000,0.000000,0.000000,2000902.200000,1715.400000,0.000857,81769472.200000,1.153756
gen_133x133_1,generated 133*133,6.700000,5,133,133,289,30.909853,30.878491,30.738664,31.097514,74780537,74704664,74366379,75234549,4227.516366,0.572277,0.496164,19545006.600000,611229.800000,0.031273,4699266.800000,85.800000,12676207.200000,93.200000,0.000007,3065494.600000,0.000000,0.000000,436.800000,321.000000,0.734890,4.800000,12.600000,2.625000,2.000000,0.000000,0.000000,1998060.800000,1858.600000,0.000930,81233159.600000,1.086287
gen_136x136_1,generated 136*136,6.700000,5,136,136,289,32.066838,32.076617,31.980379,32.148811,77579508,77603166,77370336,77777826,4194.393815,0.576795,0.500081,18734921.400000,625881.800000,0.033407,4731161.800000,66.400000,15718457.800000,75.800000,0.000005,3874267.800000,8.200000,0.000002,420.600000,299.800000,0.712791,0.200000,0.200000,1.000000,0.800000,0.000000,0.000000,1860339.400000,1878.200000,0.001010,81740159.200000,1.053631
gen_139x139_1,generated 139*139,6.700000,5,139,139,289,33.580391,33.565313,33.467700,33.711996,81241238,81204761,80968604,81559632,4204.815382,0.575366,0.498842,19839798.000000,627465.400000,0.031627,4703091.400000,65.800000,15838707.400000,86.200000,0.000005,4325264.000000,4.000000,0.000001,419.000000,283.200000,0.675895,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,2175722.600000,2331.600000,0.001072,90226285.200000,1.110597
gen_142x142_1,generated 142*142,6.700000,5,142,142,289,35.154014,35.098912,35.088763,35.277187,85048188,84914879,84890327,85346182,4217.823249,0.573590,0.497303,22315523.600000,678309.400000,0.030396,4672538.800000,151.400000,15857725.200000,79.800000,0.000005,4656537.200000,6.000000,0.000001,409.200000,280.600000,0.685728,5.200000,0.400000,0.076923,8.200000,0.000000,0.000000,2568356.000000,2740.600000,0.001067,108297067.600000,1.273361
gen_145x145_1,generated 145*145,6.700000,5,145,145,289,36.570617,36.580880,36.526183,36.605188,88475796,88500626,88368298,88559436,4208.123472,0.574915,0.498451,24768210.200000,768565.400000,0.031030,4672730.000000,127.800000,15906516.800000,76.800000,0.000005,4703531.800000,5.600000,0.000001,472.200000,276.600000,0.585769,4.400000,3.800000,0.863636,2.800000,0.000000,0.000000,2814165.600000,3238.800000,0.001151,121676065.600000,1.375247
gen_148x148_1,generated 148*148,6.700000,5,148,148,289,38.063081,38.065550,37.981248,38.140435,92086146,92092120,91888167,92273289,4204.078981,0.575466,0.498929,27233303.000000,861561.200000,0.031636,4718260.600000,92.800000,15837198.200000,70.400000,0.000004,4711438.000000,2.600000,0.000001,487.200000,302.400000,0.620690,9.000000,4.200000,0.466667,13.200000,0.000000,0.000000,3051100.000000,3167.800000,0.001038,121463447.200000,1.319020
gen_151x151_1,generated 151*151,6.700000,5,151,151,289,39.724908,39.681546,39.639020,39.884220,96106610,96001705,95898821,96492034,4215.017324,0.573972,0.497634,27871752.800000,969717.600000,0.034792,5309434.400000,137.400000,15749871.400000,69.600000,0.000004,4654086.000000,4.200000,0.000001,522.000000,336.400000,0.644444,5.400000,4.600000,0.851852,5.600000,0.000000,0.000000,2978020.000000,3117.400000,0.001047,121574079.200000,1.264992
gen_154x154_1,generated 154*154,6.700000,5,154,154,289,41.252340,41.254685,41.192619,41.307244,99801998,99807673,99657516,99934829,4208.213780,0.574901,0.498439,27595367.400000,983047.000000,0.035624,6150771.400000,112.000000,15853259.400000,73.800000,0.000005,4711349.200000,0.800000,0.000000,547.000000,389.600000,0.712249,12.000000,10.800000,0.900000,3.000000,0.000000,0.000000,3088820.000000,3050.800000,0.000988,121554245.000000,1.217954
gen_157x157_1,generated 157*157,6.700000,5,157,157,289,42.949489,43.002237,42.838667,43.019928,103908029,104035643,103639916,104078442,4215.506877,0.573907,0.497577,28687720.400000,1027848.200000,0.035829,6298860.000000,120.200000,16994595.400000,70.600000,0.000004,4688080.200000,4.600000,0.000001,537.800000,361.200000,0.671625,11.400000,10.400000,0.912281,6.800000,0.000000,0.000000,2996997.000000,3806.600000,0.001270,121377203.400000,1.168122
gen_160x160_1,generated 160*160,6.700000,5,160,160,289,44.760261,44.733919,44.570632,44.932695,108288949,108225220,107830179,108706122,4230.037070,0.571936,0.495868,27780667.600000,995185.000000,0.035823,6242621.200000,174.600000,20854961.000000,91.400000,0.000004,5390983.800000,6.600000,0.000001,588.200000,350.000000,0.595036,0.800000,4.800000,6.000000,4.200000,0.000000,0.000000,2997667.400000,2974.000000,0.000992,121010301.200000,1.117476
gen_163x163_1,generated 163*163,6.700000,5,163,163,289,46.279421,46.243982,46.168856,46.437239,111961623,111875888,111694139,112343425,4213.994618,0.574100,0.497744,28847237.400000,1006174.200000,0.034879,6277725.400000,109.200000,21120891.400000,98.800000,0.000005,6079501.200000,3.600000,0.000001,575.400000,361.600000,0.628432,16.600000,5.600000,0.337349,3.200000,0.000000,0.000000,3342984.000000,4011.400000,0.001200,134545074.400000,1.201707
gen_166x166_1,generated 166*166,6.700000,5,166,166,289,48.106165,48.110590,48.017691,48.252910,116383956,116394662,116169909,116738979,4223.543185,0.572816,0.496632,31790883.400000,1084463.200000,0.034112,6270081.600000,102.800000,21065645.800000,99.600000,0.000005,6257348.200000,3.800000,0.000001,598.800000,339.400000,0.566800,7.000000,6.600000,0.942857,5.400000,0.000000,0.000000,3462270.400000,3556.200000,0.001027,148308192.600000,1.274301
gen_169x169_1,generated 169*169,6.700000,5,169,169,289,49.831254,49.794660,49.753739,50.011053,120557062,120468531,120369530,120992051,4221.037849,0.573154,0.496925,34715804.600000,1195296.200000,0.034431,6276499.000000,138.200000,21058609.400000,101.200000,0.000005,6286738.400000,3.200000,0.000001,641.600000,389.000000,0.606297,16.000000,5.800000,0.362500,2.400000,0.000000,0.000000,3772391.400000,3887.600000,0.001031,162517963.400000,1.348058
gen_172x172_1,generated 172*172,6.700000,5,172,172,289,51.652711,51.692340,51.527957,51.768026,124963898,125059772,124662079,125242882,4224.036574,0.572748,0.496573,36928158.800000,1297558.200000,0.035137,6477677.800000,125.800000,21074728.400000,94.600000,0.000004,6248793.600000,4.400000,0.000001,774.800000,489.200000,0.631389,11.800000,14.000000,1.186441,1.400000,0.000000,0.000000,3965337.600000,6767.600000,0.001707,162216447.200000,1.298106
gen_175x175_1,generated 175*175,6.700000,5,175,175,289,53.730840,53.704692,53.471346,54.107939,129991276,129928015,129363481,130903593,4244.613094,0.569971,0.494165,37030381.000000,1355692.200000,0.036610,7403509.600000,141.400000,20981222.200000,91.000000,0.000004,6259317.200000,8.800000,0.000001,905.800000,581.600000,0.642084,18.000000,7.600000,0.422222,8.800000,0.000000,0.000000,4062462.800000,4548.000000,0.001120,161325328.400000,1.241047
gen_178x178_1,generated 178*178,6.700000,5,178,178,289,55.403306,55.468091,55.186030,55.548672,134037541,134194276,133511884,134389226,4230.448839,0.571879,0.495819,36837992.000000,1356012.000000,0.036810,7872464.800000,99.400000,22647845.400000,93.600000,0.000004,6222510.400000,5.400000,0.000001,995.200000,669.200000,0.672428,7.400000,7.000000,0.945946,3.800000,0.000000,0.000000,4117872.800000,4518.400000,0.001097,161629787.000000,1.205855
gen_181x181_1,generated 181*181,6.700000,5,181,181,289,57.430367,57.420170,57.200973,57.730201,138941905,138917236,138386932,139667299,4241.076432,0.570447,0.494578,36746074.800000,1349870.400000,0.036735,7845661.000000,110.000000,25946065.400000,137.800000,0.000005,6894890.400000,13.200000,0.000002,1303.200000,898.000000,0.689073,0.200000,0.000000,0.000000,2.400000,0.000000,0.000000,4269538.000000,3188.200000,0.000747,160786711.600000,1.157223
gen_184x184_1,generated 184*184,6.700000,5,184,184,289,59.306993,59.281640,59.266031,59.364261,143482069,143420732,143382968,143620616,4238.010072,0.570860,0.494936,38234695.400000,1380435.800000,0.036104,7841454.000000,98.000000,26300612.000000,121.000000,0.000005,7559312.600000,8.800000,0.000001,1154.400000,794.400000,0.688150,0.600000,0.000000,0.000000,2.200000,0.000000,0.000000,4629393.600000,4490.200000,0.000970,171629679.400000,1.196175
gen_187x187_1,generated 187*187,6.700000,5,187,187,289,61.256132,61.292384,61.041289,61.390773,148197891,148285596,147678120,148523630,4237.979096,0.570865,0.494940,41343276.000000,1453329.200000,0.035153,7864658.400000,97.200000,26359836.000000,114.400000,0.000004,7870704.200000,0.000000,0.000000,1265.400000,796.800000,0.629682,1.200000,0.200000,0.166667,3.800000,0.000000,0.000000,5012607.000000,5989.000000,0.001195,195220748.600000,1.317298
