variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_512x5632_bench2,generated 512*5632,1,"6.7",2,512,5632,289,3789.312066,3789.475973,3789.148159,3789.475973,9167475716,9167872256,9167079177,9167872256,3179.194959,0.760978,0.659768,3284256285.500000,84256951.500000,0.025655,626599990.500000,4855.000000,1884600653.000000,24919.500000,0.000013,625320033.500000,119.000000,0.000000,248227.500000,80251.500000,0.323298,21014.000000,17304.500000,0.823475,24.500000,0.000000,1319.000000,373563154.000000,613188.000000,0.001641,11206775993.000000,1.222449
gen_512x6144_bench2,generated 512*6144,1,"6.7",2,512,6144,289,4123.862637,4125.395888,4122.329385,4125.395888,9976799712,9980509085,9973090339,9980509085,3171.539215,0.762811,0.661357,3592487193.500000,91967745.000000,0.025600,682357539.500000,4696.000000,2052374592.000000,3883.000000,0.000002,680486603.500000,16807.500000,0.000025,255000.500000,84321.000000,0.330670,15399.000000,1074.500000,0.069777,34.000000,0.000000,1415.500000,409861911.000000,673141.500000,0.001642,12256237490.500000,1.228474
gen_512x6656_bench2,generated 512*6656,1,"6.7",2,512,6656,289,4471.949719,4474.033140,4469.866298,4474.033140,10818972043,10824012456,10813931630,10824012456,3174.700236,0.762055,0.660702,3881448671.000000,99311935.500000,0.025586,739442440.000000,5787.500000,2231546859.000000,5019.500000,0.000002,740888685.500000,111.000000,0.000000,282484.500000,90613.500000,0.320773,18760.000000,1195.500000,0.063726,97.000000,0.000000,1258.000000,442306561.500000,726995.500000,0.001644,13304677944.000000,1.229754
gen_512x7168_bench2,generated 512*7168,1,"6.7",2,512,7168,289,4822.551983,4823.594146,4821.509819,4823.594146,11667168862,11669690163,11664647562,11669690163,3179.051225,0.761011,0.659797,4177871597.500000,106909823.500000,0.025590,799486987.000000,6277.000000,2394902810.000000,7958.500000,0.000003,795750052.000000,261.000000,0.000000,299669.500000,100072.500000,0.333943,23002.500000,14861.500000,0.646082,311.500000,0.000000,1355.000000,475430113.500000,779949.500000,0.001641,14261813047.000000,1.222389
gen_512x7680_bench2,generated 512*7680,1,"6.7",2,512,7680,289,5157.396728,5157.977179,5156.816278,5157.977179,12477283303,12478687586,12475879020,12478687586,3173.137233,0.762431,0.661028,4477902435.500000,115150780.500000,0.025715,855430999.000000,6446.000000,2568554440.000000,5753.500000,0.000002,851478132.500000,11861.500000,0.000014,324989.000000,104540.000000,0.321672,25614.500000,7891.500000,0.308087,575.000000,0.000000,1453.000000,510730130.000000,838498.000000,0.001642,15268546042.500000,1.223708
gen_512x8192_bench2,generated 512*8192,1,"6.7",2,512,8192,289,5501.600219,5503.456228,5499.744210,5503.456228,13309993527,13314483760,13305503295,13314483760,3173.349745,0.762379,0.660983,4770219181.000000,122158910.500000,0.025609,915142319.500000,6534.000000,2741812442.500000,5904.500000,0.000002,908373030.000000,8074.500000,0.000009,334881.500000,108690.000000,0.324563,3024.000000,1532.000000,0.506614,266.500000,0.000000,272.500000,544062916.000000,892673.000000,0.001641,16252315482.000000,1.221061
gen_512x8704_bench2,generated 512*8704,1,"6.7",2,512,8704,289,5840.404126,5843.972353,5836.835899,5843.972353,14129695093,14138327708,14121062479,14138327708,3170.618190,0.763038,0.661554,5078412700.500000,130115375.500000,0.025621,968750817.000000,6792.500000,2906399200.000000,4563.000000,0.000002,967625413.500000,1054.500000,0.000001,376510.500000,119117.500000,0.316372,27105.000000,3492.000000,0.128832,20.000000,0.000000,1137.000000,579235059.500000,951261.000000,0.001642,17342732055.500000,1.227396
gen_512x9216_bench2,generated 512*9216,1,"6.7",2,512,9216,289,6175.534913,6176.028318,6175.041507,6176.028318,14940412595,14941606286,14939218904,14941606286,3166.286171,0.764078,0.662456,5388457548.000000,137909910.000000,0.025594,1023086656.000000,7199.500000,3080495229.000000,6879.500000,0.000002,1021073755.000000,8846.500000,0.000009,378487.500000,119833.500000,0.316612,28224.000000,9487.500000,0.336150,49.000000,0.000000,474.500000,614381285.500000,1008086.000000,0.001641,18352805263.500000,1.228400
gen_512x9728_bench2,generated 512*9728,1,"6.7",2,512,9728,289,6521.993818,6528.307105,6515.680532,6528.307105,15778623741,15793897441,15763350042,15793897441,3167.930149,0.763683,0.662113,5686170793.000000,145426540.500000,0.025575,1077628907.500000,7737.500000,3258656676.000000,5140.500000,0.000002,1082646926.500000,153.000000,0.000000,405598.500000,132353.000000,0.326315,64185.500000,59705.000000,0.930195,408.500000,0.000000,1332.000000,647410315.500000,1062825.500000,0.001642,19451949443.500000,1.232804
gen_512x10240_bench2,generated 512*10240,1,"6.7",2,512,10240,289,6861.952228,6864.328942,6859.575514,6864.328942,16601017993,16606767942,16595268045,16606767942,3166.392897,0.764051,0.662432,5980530109.500000,152857840.500000,0.025559,1138353304.500000,7939.000000,3422028735.500000,4346.500000,0.000001,1137312907.500000,985.000000,0.000001,407719.000000,138127.000000,0.338780,33019.500000,31436.000000,0.952043,18.500000,0.000000,1173.500000,680693531.500000,1117078.000000,0.001641,20400709388.500000,1.228883
