variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",2,1024,512,289,135.226020,135.314729,135.137311,135.314729,327143602,327358210,326928995,327358210,623.976902,3.877124,3.361466,87743714.000000,16840671.000000,0.191930,16458103.500000,1050.500000,49566694.500000,26867.500000,0.000542,14571782.000000,96.000000,0.000007,96379.500000,86392.500000,0.896378,4474.000000,201.500000,0.045038,2.000000,0.000000,1378.000000,4288411.000000,14161.500000,0.003302,187490747.000000,0.573115
gen_16x16_1,generated 16*16,1,"6.7",2,16,16,289,0.149826,0.189813,0.109839,0.189813,362468,459207,265730,459207,1415.890625,1.708646,1.481396,103055.500000,7296.000000,0.070797,38527.500000,53.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,246.500000,209.000000,0.847870,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,84.500000,13.500000,0.159763,420.000000,0.001159
gen_32x32_1,generated 32*32,1,"6.7",2,32,32,289,0.372561,0.409486,0.335635,0.409486,901319,990651,811988,990651,880.194336,2.748546,2.382990,305349.000000,17454.500000,0.057162,105730.000000,192.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2635.500000,1723.500000,0.653956,0.000000,0.000000,0.000000,0.000000,0.000000,23.500000,84.500000,11.000000,0.130178,420.000000,0.000466
gen_64x64_1,generated 64*64,1,"6.7",2,64,64,289,1.039549,1.110102,0.968996,1.110102,2514947,2685634,2344260,2685634,614.000732,3.940171,3.416128,1006547.000000,35729.500000,0.035497,326590.000000,211.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8169.500000,2281.000000,0.279209,0.000000,0.000000,0.000000,0.000000,0.000000,21.500000,91.000000,13.000000,0.142857,448.000000,0.000178
gen_128x128_1,generated 128*128,1,"6.7",2,128,128,289,3.875073,3.922422,3.827723,3.922422,9374840,9489391,9260289,9489391,572.194824,4.228050,3.665719,1400800.000000,138393.000000,0.098796,1792520.500000,446.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19938.000000,9512.000000,0.477079,17.500000,0.000000,0.000000,0.000000,0.000000,33.000000,91.000000,13.000000,0.142857,448.000000,0.000048
gen_256x256_1,generated 256*256,1,"6.7",2,256,256,289,14.827580,14.841066,14.814094,14.841066,35872023,35904649,35839397,35904649,547.363632,4.419872,3.832029,2888327.000000,257001.000000,0.088979,5117935.500000,865.500000,7143607.500000,1088.000000,0.000152,0.000000,0.000000,0.000000,29805.500000,19638.500000,0.658888,2746.500000,43.500000,0.015838,0.000000,0.000000,112.500000,91.000000,14.500000,0.159341,448.000000,0.000012
gen_512x512_1,generated 512*512,1,"6.7",2,512,512,289,58.620866,58.700196,58.541535,58.700196,141819763,142011686,141627841,142011686,540.999462,4.471855,3.877098,39581695.500000,6498733.000000,0.164185,8529970.000000,678.500000,29154668.000000,13695.000000,0.000470,8592474.500000,50.000000,0.000006,67023.500000,45103.000000,0.672943,106.000000,93.500000,0.882075,1.500000,0.000000,569.500000,2320351.500000,3090.500000,0.001332,109938846.500000,0.775201
gen_768x768_1,generated 768*768,1,"6.7",2,768,768,289,125.581227,128.054594,123.107859,128.054594,303816448,309800223,297832674,309800223,515.096788,4.696753,4.072085,94550389.000000,16988816.000000,0.179680,17954837.500000,777.000000,61841781.500000,32566.500000,0.000527,18262421.000000,127.000000,0.000007,117471.500000,88789.000000,0.755834,242.000000,200.000000,0.826446,2.000000,0.000000,1329.500000,5200053.500000,9746.500000,0.001874,234806031.000000,0.772855
gen_1024x1024_1,generated 1024*1024,1,"6.7",2,1024,1024,289,249.497039,250.425827,248.568251,250.425827,603601818,605848812,601354825,605848812,575.639551,4.202759,3.643792,170819059.500000,31783523.000000,0.186065,31586761.000000,1045.000000,106956689.000000,38123.000000,0.000356,31304637.500000,188.000000,0.000006,152214.500000,137402.500000,0.902690,332.000000,307.000000,0.924699,3.000000,0.000000,1372.500000,8712337.500000,36536.000000,0.004194,401173333.000000,0.664632
gen_1280x1280_1,generated 1280*1280,1,"6.7",2,1280,1280,289,321.563616,321.607323,321.519910,321.607323,777949064,778054802,777843327,778054802,474.822427,5.095104,4.417455,281913842.000000,52211667.500000,0.185204,46815659.000000,1676.000000,161222375.000000,38905.000000,0.000241,47390515.500000,178.500000,0.000004,198307.000000,186498.000000,0.940451,3747.500000,503.500000,0.134356,18.500000,0.000000,1463.000000,13963700.500000,81443.500000,0.005833,611970920.000000,0.786647
