variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",10,1024,512,289,3386.962413,3387.456253,3369.776646,3410.935308,8193911011,8195105735,8152334334,8251907454,15628.644964,0.154796,0.134208,2307755033.300000,17646188.900000,0.007646,603085803.400000,3648.800000,1321793841.200000,97.800000,0.000000,602754442.000000,101.800000,0.000000,12788.800000,7343.800000,0.574237,4253.600000,1679.700000,0.394889,290.300000,0.000000,51.400000,793576347.900000,61336.800000,0.000077,6985398189.300000,0.852511
gen_16x16_1,generated 16*16,1,"6.7",10,16,16,289,1.290714,1.289773,1.283153,1.301238,3122569,3120294,3104278,3148030,12197.535156,0.198340,0.171961,416726.500000,1890.400000,0.004536,700500.800000,87.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.500000,0.100000,0.015385,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,85.200000,7.700000,0.090376,437.400000,0.000140
gen_32x32_1,generated 32*32,1,"6.7",10,32,32,289,5.856040,5.837196,5.818120,5.942891,14167253,14121665,14075517,14377368,13835.208008,0.174862,0.151606,3611700.200000,5714.100000,0.001582,1114570.800000,72.800000,2444350.800000,0.000000,0.000000,1110064.200000,0.000000,0.000000,21.700000,5.300000,0.244240,2.500000,0.200000,0.080000,1.800000,0.000000,0.000000,1495840.700000,1452.600000,0.000971,13050851.500000,0.921198
gen_64x64_1,generated 64*64,1,"6.7",10,64,64,289,25.239964,25.032065,24.737402,26.200689,61062381,60559417,59846547,63386637,14907.807861,0.162282,0.140699,16958261.900000,133145.200000,0.007851,4474259.900000,114.300000,9664143.500000,0.000000,0.000000,4397197.300000,0.300000,0.000000,26.600000,21.100000,0.793233,4.400000,2.300000,0.522727,255.400000,0.000000,0.000000,6054831.500000,2852.100000,0.000471,52357064.900000,0.857436
gen_128x128_1,generated 128*128,1,"6.7",10,128,128,289,102.718567,102.710414,102.632687,102.838536,248504646,248484923,248296879,248794884,15167.519897,0.159504,0.138290,70758433.500000,548052.500000,0.007745,18257954.700000,204.600000,40051788.700000,28.300000,0.000001,18232903.700000,68.000000,0.000004,178.100000,78.400000,0.440202,12.500000,6.500000,0.520000,23.600000,0.000000,37.200000,24453624.800000,14598.400000,0.000597,214399323.100000,0.862758
gen_256x256_1,generated 256*256,1,"6.7",10,256,256,289,415.596485,415.523274,415.434714,416.229478,1005440587,1005263469,1005049220,1006971968,15341.805832,0.157691,0.136718,256759310.700000,1978276.900000,0.007705,74648879.500000,313.600000,192392711.100000,83.900000,0.000000,87767657.500000,1.100000,0.000000,4569.100000,718.700000,0.157296,1491.300000,140.300000,0.094079,5.900000,0.000000,27.200000,88506441.900000,25135.100000,0.000284,851725723.100000,0.847117
gen_512x512_1,generated 512*512,1,"6.7",10,512,512,289,1676.191263,1676.019396,1675.526339,1677.679755,4055176800,4054761005,4053568162,4058777880,15469.271851,0.156393,0.135592,1151871056.600000,8822422.700000,0.007659,300895807.800000,1623.600000,658974145.600000,89.200000,0.000000,300867656.700000,54.500000,0.000000,5200.400000,2732.200000,0.525383,20451.800000,920.600000,0.045013,79.100000,0.000000,108.800000,396247473.500000,64582.600000,0.000163,3483702307.800000,0.859075
gen_1024x1024_1,generated 1024*1024,1,"6.7",10,1024,1024,289,6734.536027,6730.587303,6727.203402,6768.384986,16292789239,16283236135,16275049501,16374679656,15538.014640,0.155701,0.134993,4626090553.700000,35306131.100000,0.007632,1208131995.000000,4988.800000,2645942319.300000,116.500000,0.000000,1208122200.000000,116.400000,0.000000,20522.400000,13868.800000,0.675788,24969.100000,25037.300000,1.002731,146.800000,0.000000,128.600000,1589281644.800000,140134.700000,0.000088,13983141529.400002,0.858241
gen_2048x2048_1,generated 2048*2048,1,"6.7",10,2048,2048,289,27180.365813,27158.770618,26992.921278,27597.305559,65756675971,65704431339,65303196808,66765366289,15677.613251,0.154314,0.133790,18536653413.100002,149218624.200000,0.008050,4847445757.300000,24353.900000,10598763439.900002,236596.600000,0.000022,4840869711.900001,121950.600000,0.000025,258134.500000,198102.400000,0.767439,2976.900000,1476.700000,0.496053,2600.500000,0.000000,10962.700000,6364110604.400001,294903.300000,0.000046,56003990355.000000,0.851685
