variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",2,1024,512,289,127.765278,128.906763,126.623792,128.906763,309094065,311855585,306332545,311855585,589.550142,4.103525,3.557756,126443521.000000,6646797.000000,0.052567,14877676.500000,207.000000,74462096.000000,335.000000,0.000004,14706436.500000,12.500000,0.000001,15688.500000,11308.500000,0.720815,42.500000,7.500000,0.176471,1.500000,0.000000,257.000000,14526415.000000,58763.500000,0.004045,302076663.500000,0.977297
gen_256x256_1,generated 256*256,1,"6.7",2,256,256,289,17.409401,17.430972,17.387831,17.430972,42117824,42170009,42065639,42170009,642.666992,3.764403,3.263737,5318468.000000,268806.500000,0.050542,3525794.500000,219.500000,9948449.000000,318.000000,0.000032,3568356.500000,26.500000,0.000007,1257.000000,1240.000000,0.986476,1076.000000,2106.000000,1.957249,8.000000,0.000000,354.000000,1414249.500000,19425.000000,0.013735,32968786.000000,0.782775
gen_512x512_1,generated 512*512,1,"6.7",2,512,512,289,65.241157,66.422999,64.059314,66.422999,157835841,160695034,154976648,160695034,602.095951,4.018077,3.483673,64827591.500000,3432866.000000,0.052954,7406583.500000,221.500000,37878676.500000,206.500000,0.000005,7442826.500000,2.000000,0.000000,8928.000000,6213.500000,0.695957,8.000000,2.500000,0.312500,2.000000,0.000000,736.500000,7271230.500000,58318.500000,0.008020,153462085.500000,0.972289
gen_768x768_1,generated 768*768,1,"6.7",2,768,768,289,146.328226,149.289858,143.366594,149.289858,354014188,361179311,346849065,361179311,600.203091,4.030829,3.494728,131874402.000000,6962270.500000,0.052795,18329555.000000,408.500000,86130372.000000,265.500000,0.000003,18231385.000000,223.000000,0.000012,20669.000000,12768.000000,0.617737,54299.500000,53211.000000,0.979954,2.500000,0.000000,1145.500000,16648613.000000,80250.500000,0.004820,321849448.500000,0.909143
gen_1024x1024_1,generated 1024*1024,1,"6.7",2,1024,1024,289,252.767497,254.899690,250.635304,254.899690,611511935,616670279,606353592,616670279,583.183227,4.148381,3.596647,247906818.500000,12899794.500000,0.052035,30388358.000000,364.000000,152157999.500000,457.000000,0.000003,30300765.000000,9.500000,0.000000,28684.000000,21009.500000,0.732447,10.000000,7.000000,0.700000,0.500000,0.000000,901.000000,34619168.000000,116329.500000,0.003360,614173039.500000,1.004352
gen_1536x1536_1,generated 1536*1536,1,"6.7",2,1536,1536,289,590.563413,597.522892,583.603935,597.522892,1428727666,1445564468,1411890864,1445564468,605.573725,3.994992,3.463658,575515251.000000,30369138.500000,0.052769,67697241.500000,959.000000,330252429.000000,613.500000,0.000002,68687989.500000,290.000000,0.000004,71591.000000,54111.500000,0.755842,2870.000000,15855.500000,5.524564,6.500000,0.000000,1004.500000,59472210.000000,173188.000000,0.002912,1323135895.000000,0.926094
gen_2048x2048_1,generated 2048*2048,1,"6.7",2,2048,2048,289,1048.983711,1051.029311,1046.938112,1051.029311,2537772517,2542721370,2532823664,2542721370,605.052118,3.998445,3.466652,1012529363.000000,54040336.000000,0.053372,118631976.000000,1391.500000,589531689.000000,2019.500000,0.000003,120341474.500000,200552.500000,0.001667,107927.000000,86906.000000,0.805229,1698.500000,19151.000000,11.275243,1031.000000,0.000000,22005.000000,118497898.000000,226975.500000,0.001915,2349710887.000000,0.925895
gen_3072x3072_1,generated 3072*3072,1,"6.7",2,3072,3072,289,29466.061515,29713.062539,29219.060492,29713.062539,71288543314,71886123794,70690962835,71886123794,7554.005868,0.320273,0.277677,2269474852.000000,331325014.500000,0.145992,270408904.000000,1724127.000000,1287644402.500000,3113222.000000,0.002418,273995008.500000,435160.000000,0.001588,2647259.000000,1648834.000000,0.622846,33345.500000,2641.000000,0.079201,118230.000000,279933.000000,1254753.000000,278802221.500000,578005.500000,0.002073,5288428861.500000,0.074183
