variant,data_source,num_focuses,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_cache_refs,avg_cache_misses,cache_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_16x16_1,generated 16*16,7,10,16,16,289,1.161654,1.164809,1.145341,1.174086,2810287,2817919,2770821,2840363,1568.240513,1.542628,1.337458,7.600000,4.100000,0.539474,265624.100000,3795.300000,0.014288,11216594.700000,3.991263
gen_32x32_1,generated 32*32,7,10,32,32,289,6.831216,6.828360,6.822188,6.857475,16526103,16519195,16504263,16589629,2305.538923,1.049301,0.909744,3595.800000,447.700000,0.124506,1445452.500000,51385.900000,0.035550,63273817.800000,3.828720
gen_64x64_1,generated 64*64,7,10,64,64,289,32.642702,32.640896,32.603369,32.717540,78969893,78965525,78874740,79150944,2754.251290,0.878359,0.761537,55982.800000,15533.600000,0.277471,6945629.400000,119443.700000,0.017197,308225458.200000,3.903076
gen_128x128_1,generated 128*128,7,10,128,128,289,142.650612,142.653523,142.494872,142.745537,345102723,345109766,344725956,345332368,3009.056946,0.803978,0.697049,5581617.800000,234161.200000,0.041952,30461780.700000,250642.600000,0.008228,1359085205.000000,3.938205
gen_256x256_1,generated 256*256,7,10,256,256,289,600.856946,600.564607,599.665092,602.442524,1453605454,1452898221,1450722095,1457441317,3168.608429,0.763496,0.661951,30595957.400000,5332661.800000,0.174293,127555899.800000,509239.800000,0.003992,5704617234.900001,3.924461
gen_512x512_1,generated 512*512,7,10,512,512,289,2492.901734,2491.597795,2485.397556,2501.710273,6030892613,6027738091,6012738311,6052202460,3286.575651,0.736093,0.638193,134969383.000000,31996429.200000,0.237064,521990471.800000,1029052.400000,0.001971,23370934724.600002,3.875203
gen_1024x1024_1,generated 1024*1024,7,10,1024,1024,289,9968.228735,9968.699845,9959.409776,9976.597571,24115860317,24117000061,24094524853,24136106811,3285.525229,0.736343,0.638409,530441571.300000,155084932.500000,0.292369,2112115005.200000,2074184.900000,0.000982,94612871326.000000,3.923263
