variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_cache_refs,avg_cache_misses,cache_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,10,1024,512,289,750.057665,749.776354,748.902476,753.170973,1814641848,1813961262,1811847057,1822173988,3461.154648,0.698997,0.606030,37930271.900000,6717820.500000,0.177110,230695018.700000,296353.800000,0.001285,7044058379.700001,3.881790
gen_16x16_1,generated 16*16,6.700000,10,16,16,289,0.285042,0.284303,0.284184,0.291326,689615,687828,687539,704818,2693.808594,0.898114,0.778665,3.300000,0.900000,0.272727,100920.100000,520.900000,0.005162,2743496.100000,3.978301
gen_32x32_1,generated 32*32,6.700000,10,32,32,289,1.325025,1.325642,1.316583,1.330709,3205698,3207192,3185274,3219451,3130.564453,0.772816,0.670031,2085.900000,130.700000,0.062659,427192.300000,9461.600000,0.022148,12336932.300000,3.848439
gen_64x64_1,generated 64*64,6.700000,10,64,64,289,5.766309,5.640712,5.606306,6.684091,13950720,13646858,13563618,16171157,3405.937500,0.710333,0.615859,56032.700000,3821.900000,0.068208,1757665.000000,32335.400000,0.018397,52268657.000000,3.746664
gen_128x128_1,generated 128*128,6.700000,10,128,128,289,22.987691,22.998536,22.924807,23.094176,55615651,55641889,55463511,55873277,3394.509949,0.712729,0.617936,208681.500000,52550.600000,0.251822,7131320.400000,73768.600000,0.010344,215116497.500000,3.867913
gen_256x256_1,generated 256*256,6.700000,10,256,256,289,92.849095,92.829148,92.697675,93.148303,224635550,224587292,224269212,225359442,3427.666473,0.705833,0.611958,1758130.300000,338812.500000,0.192712,28728637.400000,148117.400000,0.005156,872747049.400000,3.885169
