variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_case1_256x256_stack1_bench2,generated 256*256,1,"-26.319",2,256,256,289,78.815677,79.043005,78.588349,79.043005,190675243,191225209,190125278,191225209,2909.473312,0.831510,0.720919,67625121.500000,1970240.500000,0.029135,21923210.500000,404.000000,49021308.000000,85.500000,0.000002,15849958.000000,0.000000,0.000000,1414.500000,717.000000,0.506893,8739.000000,3003.000000,0.343632,0.000000,0.000000,136.000000,9754445.500000,44767.500000,0.004589,187263294.500000,0.982106
gen_case2_384x384_stack1_bench2,generated 384*384,1,"-46.9186",2,384,384,289,175.649405,176.190769,175.108042,176.190769,424943553,426253259,423633848,426253259,2881.832906,0.839490,0.727838,158667531.000000,4477452.000000,0.028219,44383616.000000,185.000000,110284374.000000,116.000000,0.000001,40305093.000000,40.500000,0.000001,3363.500000,1941.500000,0.577226,4.000000,0.000000,0.000000,5.000000,0.000000,306.000000,24169915.000000,71629.500000,0.002964,449154910.000000,1.056975
gen_case3_512x512_stack1_bench2,generated 512*512,1,"28.8773",2,512,512,289,322.584772,323.414433,321.755110,323.414433,780418907,782426081,778411734,782426081,2977.061871,0.812636,0.704555,323562295.000000,8714307.000000,0.026932,74061024.500000,384.500000,184464013.500000,89.500000,0.000000,73642319.500000,0.000000,0.000000,6800.500000,4726.500000,0.695022,2.000000,0.000000,0.000000,1.000000,0.000000,544.000000,48627453.500000,110110.500000,0.002264,934723129.500000,1.197720
gen_case4_768x768_stack1_bench2,generated 768*768,1,"-15.3911",2,768,768,289,739.477324,739.901938,739.052710,739.901938,1788998896,1790026153,1787971639,1790026153,3033.106310,0.797623,0.691539,737246009.000000,19843667.000000,0.026916,171723831.000000,962.500000,422998213.000000,149.500000,0.000000,165956886.500000,496.000000,0.000003,9443.500000,6020.500000,0.637528,134.000000,3.000000,0.022388,24.500000,0.000000,713.000000,111611628.000000,164310.000000,0.001472,2121783242.000000,1.186017
gen_case5_1024x1024_stack1_bench2,generated 1024*1024,1,"12.3281",2,1024,1024,289,1315.171208,1316.211003,1314.131413,1316.211003,3181758741,3184274290,3179243193,3184274290,3034.361592,0.797292,0.691253,1321292420.500000,35333243.500000,0.026741,303788797.500000,1125.000000,755877196.000000,193.500000,0.000000,298738177.000000,240.000000,0.000001,14864.500000,8872.000000,0.596858,85.500000,84.500000,0.988304,24.000000,0.000000,643.000000,199016593.000000,221352.000000,0.001112,3808736122.000000,1.197054
gen_case6_1536x1536_stack1_bench2,generated 1536*1536,1,"11.5816",2,1536,1536,289,2988.713846,2998.607287,2978.820405,2998.607287,7231011359,7254947938,7207074780,7254947938,3064.902140,0.789402,0.684411,2981262911.500000,79465539.000000,0.026655,682101575.000000,1713.500000,1707366563.000000,829.000000,0.000000,681121327.000000,438.000000,0.000001,25992.500000,18483.500000,0.711109,105.500000,11.000000,0.104265,262.500000,0.000000,808.000000,455543210.500000,332981.000000,0.000731,8625962015.000000,1.192912
gen_case7_2048x2048_stack1_bench2,generated 2048*2048,1,"-35.1445",2,2048,2048,289,5287.897956,5291.025494,5284.770417,5291.025494,12792920392,12800486792,12785353993,12800486792,3050.069902,0.793189,0.687695,5283077468.000000,140955960.500000,0.026681,1202543165.500000,3491.500000,3028292833.500000,205.000000,0.000000,1208185678.000000,579.500000,0.000000,45505.500000,40401.500000,0.887838,1145.500000,953.500000,0.832388,28.500000,0.000000,1052.000000,798968957.500000,443306.000000,0.000555,15262180072.500000,1.193018
gen_case8_3072x3072_stack1_bench2,generated 3072*3072,1,"-31.6909",2,3072,3072,289,26610.616460,27423.088955,25798.143965,27423.088955,64379998274,66345641495,62414355054,66345641495,6821.950094,0.354640,0.307473,11939861161.000000,371903247.000000,0.031148,2644400995.500000,332766.500000,6937222313.000000,2225970.500000,0.000321,2756924731.000000,23851.000000,0.000009,1077614.500000,1032344.000000,0.957990,3354.000000,328.000000,0.097794,113418.500000,156386.000000,1090471.500000,1864188929.000000,698295.500000,0.000375,34443562811.000000,0.535004
gen_case9_4096x4096_stack1_bench2,generated 4096*4096,1,"-38.5587",2,4096,4096,289,87436.271762,87733.419348,87139.124176,87733.419348,211543753782,212262674140,210824833425,212262674140,12608.990299,0.191879,0.166359,20993274434.500000,665476693.500000,0.031700,4847723826.500000,1321984.000000,12234641541.500000,3793373.000000,0.000310,4894129813.500000,49783.000000,0.000010,2085606.000000,2002777.500000,0.960286,2497.000000,216.000000,0.086504,278864.500000,445232.500000,3113741.500000,3211025097.500000,902216.500000,0.000281,60450015175.500000,0.285757
