variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,5,1024,512,289,1069.404254,1064.712847,1024.516260,1129.003585,2587184406,2575834595,2478587944,2731371656,4934.662640,0.490262,0.425057,1548392222.800000,79529672.000000,0.051363,981978.000000,417486.600000,0.425149,160009671.600000,4864953.600000,0.030404,6938086277.600000,2.681713
gen_10x10_1,generated 10*10,6.700000,5,10,10,289,0.100644,0.090317,0.090079,0.118103,243488,218503,217927,285726,2434.880000,0.993597,0.861449,199233.600000,1737.800000,0.008722,0.200000,0.000000,0.000000,21926.600000,86.600000,0.003950,881311.600000,3.619528
gen_13x13_1,generated 13*13,6.700000,5,13,13,289,0.166268,0.164983,0.164668,0.171539,402248,399140,398377,415001,2380.165680,1.016429,0.881244,367865.200000,2616.200000,0.007112,0.000000,0.000000,0.000000,39519.200000,268.200000,0.006787,1634391.200000,4.063143
gen_16x16_1,generated 16*16,6.700000,5,16,16,289,0.267510,0.265007,0.264634,0.276953,647156,641101,640200,670000,2527.953125,0.956974,0.829697,588777.000000,3799.000000,0.006452,6.200000,3.400000,0.548387,62445.000000,730.400000,0.011697,2622692.000000,4.052643
gen_19x19_1,generated 19*19,6.700000,5,19,19,289,0.433186,0.426775,0.424195,0.457541,1048023,1032514,1026272,1106948,2903.110803,0.833361,0.722524,861988.000000,5213.800000,0.006049,15.000000,4.200000,0.280000,90783.800000,5109.600000,0.056283,3846661.400000,3.670398
gen_22x22_1,generated 22*22,6.700000,5,22,22,289,0.580065,0.578380,0.577927,0.586305,1403378,1399301,1398204,1418473,2899.541322,0.834389,0.723415,1187369.000000,6969.200000,0.005869,14.600000,1.600000,0.109589,124405.800000,6033.400000,0.048498,5305620.400000,3.780607
gen_25x25_1,generated 25*25,6.700000,5,25,25,289,0.762835,0.763837,0.755887,0.770682,1845530,1847953,1828719,1864514,2952.848000,0.819312,0.710343,1565069.200000,8736.000000,0.005582,4.200000,2.600000,0.619048,163424.200000,6911.400000,0.042291,7000156.200000,3.793033
gen_28x28_1,generated 28*28,6.700000,5,28,28,289,0.963441,0.958696,0.957894,0.978990,2330848,2319369,2317429,2368465,2973.020408,0.813750,0.705521,1994985.600000,10844.400000,0.005436,29.000000,2.000000,0.068966,207732.600000,8098.400000,0.038985,8929695.600000,3.831093
gen_31x31_1,generated 31*31,6.700000,5,31,31,289,1.367356,1.197300,1.183684,2.070801,3307987,2896579,2863639,5009805,3442.234131,0.702816,0.609342,2477212.200000,13476.800000,0.005440,26.600000,11.000000,0.413534,257425.200000,8650.000000,0.033602,11094805.200000,3.353945
gen_34x34_1,generated 34*34,6.700000,5,34,34,289,1.715211,1.474989,1.467984,2.667125,4149675,3568499,3551550,6452680,3589.684256,0.673970,0.584332,3065428.000000,25886.800000,0.008445,131.000000,43.600000,0.332824,320766.000000,9572.800000,0.029844,13691357.000000,3.299381
