variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_35x35_1,generated 35*35,1.700000,10,35,35,289,11.441833,11.424320,11.385545,11.567271,27680965,27638596,27544789,27984434,22596.706122,0.107063,0.092824,13118815.000000,715586.300000,0.054547,133.900000,1.000000,0.007468,6140962.000000,2131.600000,0.000347,80422023.000000,2.905319
gen_36x36_1,generated 36*36,1.700000,10,36,36,289,12.069361,12.059743,12.043108,12.183159,29199130,29175861,29135616,29474439,22530.192901,0.107379,0.093098,13900262.700000,705859.900000,0.050780,153.900000,3.200000,0.020793,6504671.700000,2254.200000,0.000347,85211147.700000,2.918277
gen_37x37_1,generated 37*37,1.700000,10,37,37,289,12.808206,12.806055,12.779758,12.869940,30986615,30981414,30917794,31135968,22634.488678,0.106885,0.092669,14704289.300000,726538.900000,0.049410,225.500000,25.900000,0.114856,6878834.300000,2394.600000,0.000348,90138715.300000,2.908957
gen_38x38_1,generated 38*38,1.700000,10,38,38,289,13.559066,13.558397,13.535234,13.590525,32803145,32801525,32745487,32879253,22716.859418,0.106497,0.092333,15530934.500000,925272.700000,0.059576,256.100000,2.300000,0.008981,7263465.500000,2496.900000,0.000344,95204837.500000,2.902308
gen_39x39_1,generated 39*39,1.700000,10,39,39,289,14.297998,14.297958,14.261100,14.344052,34590887,34590790,34501621,34702304,22742.200526,0.106379,0.092230,16380200.400000,955191.300000,0.058314,290.400000,2.000000,0.006887,7658567.400000,2627.700000,0.000343,100409504.400000,2.902773
gen_40x40_1,generated 40*40,1.700000,10,40,40,289,15.111905,15.113512,15.080716,15.156480,36559840,36563728,36484386,36667681,22849.900000,0.105877,0.091795,17252044.700000,1072505.100000,0.062167,302.000000,1.700000,0.005629,8064121.700000,2745.000000,0.000340,105752631.700000,2.892590
gen_41x41_1,generated 41*41,1.700000,10,41,41,289,15.835261,15.833003,15.816295,15.875629,38309882,38304421,38264000,38407546,22789.935753,0.106155,0.092037,18146522.900000,936944.800000,0.051632,356.100000,3.000000,0.008425,8480151.900000,2878.400000,0.000339,111234336.900000,2.903542
gen_42x42_1,generated 42*42,1.700000,10,42,42,289,16.646507,16.648530,16.630447,16.659599,40272473,40277367,40233619,40304146,22830.200113,0.105968,0.091874,19063601.300000,997262.600000,0.052312,381.500000,4.900000,0.012844,8906643.300000,3028.100000,0.000340,116854555.300000,2.901599
gen_43x43_1,generated 43*43,1.700000,10,43,43,289,17.492127,17.488008,17.475898,17.525698,42318349,42308384,42279087,42399567,22887.154678,0.105705,0.091646,20003269.000000,1010168.300000,0.050500,403.600000,4.700000,0.011645,9343592.000000,3130.900000,0.000335,122613233.000000,2.897401
gen_44x44_1,generated 44*44,1.700000,10,44,44,289,18.308930,18.308441,18.285748,18.330538,44294407,44293226,44238324,44346685,22879.342459,0.105741,0.091677,20965537.800000,1121106.000000,0.053474,387.400000,10.500000,0.027104,9791002.800000,3249.500000,0.000332,128510406.800000,2.901278
gen_45x45_1,generated 45*45,1.700000,10,45,45,289,19.305797,19.283504,19.231120,19.503117,46706069,46652136,46525405,47183442,23064.725432,0.104891,0.090940,21950427.600000,1352266.100000,0.061605,388.500000,8.700000,0.022394,10248884.600000,3399.600000,0.000332,134546131.600000,2.880699
gen_46x46_1,generated 46*46,1.700000,10,46,46,289,20.144002,20.153412,20.111958,20.166052,48733976,48756741,48656452,48787320,23031.179584,0.105044,0.091073,22957933.200000,1376134.300000,0.059942,428.400000,41.400000,0.096639,10717232.200000,3534.400000,0.000330,140720396.200000,2.887521
gen_47x47_1,generated 47*47,1.700000,10,47,47,289,21.055841,21.061501,21.006209,21.097317,50939917,50953610,50819843,51040259,23060.170665,0.104912,0.090958,23988021.100000,1497007.300000,0.062406,433.500000,18.200000,0.041984,11196036.100000,3653.700000,0.000326,147033107.100000,2.886403
gen_48x48_1,generated 48*48,1.700000,10,48,48,289,21.978267,21.983525,21.944833,22.007705,53171601,53184322,53090716,53242822,23077.951823,0.104831,0.090888,25040739.500000,1516766.800000,0.060572,419.000000,5.800000,0.013842,11685312.500000,3801.900000,0.000325,153484398.500000,2.886586
gen_49x49_1,generated 49*49,1.700000,10,49,49,289,22.998316,22.978757,22.923576,23.135846,55639478,55592161,55458661,55972203,23173.460225,0.104399,0.090514,26116040.200000,1452278.100000,0.055609,506.200000,54.000000,0.106677,12185045.200000,3956.900000,0.000325,160074136.200000,2.876988
gen_50x50_1,generated 50*50,1.700000,10,50,50,289,23.966800,23.969780,23.926537,23.991799,57982278,57989486,57884870,58042757,23192.911200,0.104311,0.090438,27213957.100000,1796184.100000,0.066002,441.000000,21.400000,0.048526,12695244.100000,4084.400000,0.000322,166802414.100000,2.876783
gen_51x51_1,generated 51*51,1.700000,10,51,51,289,25.079551,25.075469,25.041737,25.145347,60674408,60664533,60582926,60833587,23327.338716,0.103710,0.089917,28334495.300000,1951979.800000,0.068891,476.500000,17.900000,0.037566,13215914.300000,4268.400000,0.000323,173669237.300000,2.862314
gen_52x52_1,generated 52*52,1.700000,10,52,52,289,25.932942,25.943184,25.898645,25.956320,62738890,62763671,62655917,62795450,23202.252219,0.104269,0.090401,29477611.500000,1748183.200000,0.059305,630.200000,76.500000,0.121390,13747036.500000,4404.400000,0.000320,180674496.500000,2.879785
gen_53x53_1,generated 53*53,1.700000,10,53,53,289,27.042597,27.054436,26.979573,27.127397,65423539,65452182,65271068,65628695,23290.686721,0.103873,0.090058,30643349.300000,1851158.500000,0.060410,712.600000,37.200000,0.052203,14288630.300000,4535.800000,0.000317,187818313.300000,2.870806
gen_54x54_1,generated 54*54,1.700000,10,54,54,289,28.059763,28.064253,28.011742,28.107905,67884380,67895242,67768203,68000849,23279.965706,0.103921,0.090100,31831690.500000,1918501.000000,0.060270,550.500000,33.100000,0.060127,14840685.500000,4694.100000,0.000316,195100649.500000,2.874014
gen_55x55_1,generated 55*55,1.700000,10,55,55,289,29.180042,29.163975,29.142706,29.282193,70594474,70555602,70504147,70841604,23337.016198,0.103667,0.089879,33042661.100000,1992191.900000,0.060292,674.500000,88.700000,0.131505,15403215.100000,4852.900000,0.000315,202521574.100000,2.868802
gen_56x56_1,generated 56*56,1.700000,10,56,56,289,30.373804,30.375040,30.308803,30.439429,73482461,73485450,73325206,73641224,23431.907207,0.103247,0.089515,34276205.700000,2400491.900000,0.070034,626.700000,33.800000,0.053933,15976194.700000,5013.200000,0.000314,210080940.700000,2.858926
gen_57x57_1,generated 57*57,1.700000,10,57,57,289,31.491505,31.494730,31.463744,31.509969,76186698,76194499,76119537,76231366,23449.276085,0.103171,0.089449,35532365.900000,2368996.900000,0.066672,583.800000,39.000000,0.066804,16559642.900000,5128.900000,0.000310,217778843.900000,2.858489
gen_58x58_1,generated 58*58,1.700000,10,58,58,289,32.598576,32.603023,32.569722,32.636534,78864832,78875591,78795027,78956664,23443.766944,0.103195,0.089470,36811120.000000,2267461.800000,0.061597,697.100000,52.100000,0.074738,17153551.000000,5303.000000,0.000309,225615225.000000,2.860784
gen_59x59_1,generated 59*59,1.700000,10,59,59,289,34.302732,34.083291,33.786643,35.627885,82987838,82456951,81739277,86193753,23840.229244,0.101479,0.087982,38112516.300000,2608522.600000,0.068443,666.800000,50.300000,0.075435,17757938.300000,5450.000000,0.000307,233590209.300000,2.814752
gen_60x60_1,generated 60*60,1.700000,10,60,60,289,35.018753,35.037118,34.953650,35.110528,84720010,84764441,84562509,84942040,23533.336111,0.102802,0.089129,39436494.200000,2720710.600000,0.068990,706.500000,47.600000,0.067374,18372779.200000,5598.700000,0.000305,241703659.200000,2.852970
gen_61x61_1,generated 61*61,1.700000,10,61,61,289,36.697905,36.518165,36.195489,38.046882,88782547,88347706,87567060,92046101,23859.862134,0.101395,0.087910,40783069.700000,2918298.300000,0.071557,690.200000,54.000000,0.078238,18998079.700000,5770.500000,0.000304,249955588.700000,2.815369
gen_62x62_1,generated 62*62,1.700000,10,62,62,289,37.351510,37.366046,37.276915,37.433936,90363798,90398966,90183333,90563211,23507.751821,0.102914,0.089227,42152244.800000,2889357.100000,0.068546,846.000000,69.600000,0.082270,19633840.800000,5909.800000,0.000301,258346018.800000,2.858955
gen_63x63_1,generated 63*63,1.700000,10,63,63,289,38.950942,38.959877,38.877658,39.021199,94233149,94254764,94055854,94403120,23742.289997,0.101897,0.088345,43544063.000000,3338699.000000,0.076674,725.100000,53.400000,0.073645,20280082.000000,6111.500000,0.000301,266875053.000000,2.832072
gen_64x64_1,generated 64*64,1.700000,10,64,64,289,40.052400,40.057102,39.976104,40.140090,96899427,96910803,96714844,97111578,23657.086670,0.102266,0.088665,44958465.200000,2770392.900000,0.061621,897.400000,72.800000,0.081123,20936778.200000,6239.500000,0.000298,275542538.200000,2.843593
gen_65x65_1,generated 65*65,1.700000,10,65,65,289,41.513758,41.524978,41.444700,41.562397,100433609,100460753,100266538,100551282,23771.268402,0.101773,0.088238,46395473.800000,3450421.100000,0.074370,851.900000,93.400000,0.109637,21603938.800000,6411.900000,0.000297,284348533.800000,2.831209
gen_66x66_1,generated 66*66,1.700000,10,66,66,289,42.801996,42.810692,42.765080,42.875162,103550055,103571094,103460744,103727064,23771.821625,0.101771,0.088235,47855087.900000,3519336.900000,0.073542,883.300000,88.900000,0.100645,22281562.900000,6591.500000,0.000296,293293038.900000,2.832379
gen_67x67_1,generated 67*67,1.700000,10,67,67,289,44.155512,44.146139,44.093833,44.231805,106824717,106802042,106675498,107009293,23796.996436,0.101663,0.088142,49337299.500000,3713748.700000,0.075273,691.600000,52.500000,0.075911,22969647.500000,6759.700000,0.000294,302376028.500000,2.830581
gen_68x68_1,generated 68*68,1.700000,10,68,68,289,45.669982,45.669239,45.613611,45.750304,110488325,110486528,110351949,110682646,23894.533953,0.101248,0.087782,50842113.000000,3901900.600000,0.076745,841.200000,93.000000,0.110556,23668195.000000,6921.000000,0.000292,311597521.000000,2.820185
gen_69x69_1,generated 69*69,1.700000,10,69,69,289,47.095759,47.094163,47.016389,47.194462,113937850,113933990,113745832,114176640,23931.495484,0.101092,0.087647,52369545.200000,4019826.700000,0.076759,837.300000,68.400000,0.081691,24377211.200000,7106.200000,0.000292,320957538.200000,2.816953
gen_70x70_1,generated 70*70,1.700000,10,70,70,289,48.657226,48.658289,48.599375,48.724605,117715511,117718083,117575555,117878520,24023.573673,0.100704,0.087311,53919596.300000,4067486.000000,0.075436,844.600000,85.600000,0.101350,25096696.300000,7280.100000,0.000290,330456074.300000,2.807243
gen_71x71_1,generated 71*71,1.700000,10,71,71,289,50.213491,50.215905,50.173869,50.272923,121480605,121486446,121384750,121624390,24098.513192,0.100391,0.087039,55492227.800000,4553111.000000,0.082050,905.300000,77.300000,0.085386,25826635.800000,7521.600000,0.000291,340093036.800000,2.799567
gen_72x72_1,generated 72*72,1.700000,10,72,72,289,51.528869,51.526035,51.496044,51.558988,124662657,124655802,124583245,124735523,24047.580440,0.100604,0.087223,57087478.200000,3698343.100000,0.064784,1062.800000,157.200000,0.147911,26567044.200000,7724.900000,0.000291,349868536.200000,2.806522
gen_73x73_1,generated 73*73,1.700000,10,73,73,289,53.168550,53.185129,53.073449,53.250890,128629473,128669583,128399398,128828678,24137.638018,0.100228,0.086898,58705357.400000,4339825.200000,0.073926,1065.400000,154.200000,0.144734,27317926.400000,7959.500000,0.000291,359782569.400000,2.797046
gen_74x74_1,generated 74*74,1.700000,10,74,74,289,55.214071,55.010666,54.637714,56.275448,133578494,133086400,132184123,136146266,24393.443024,0.099178,0.085987,60345812.300000,4403390.300000,0.072969,1428.100000,223.000000,0.156152,28079260.300000,8503.400000,0.000303,369835010.300000,2.768672
gen_75x75_1,generated 75*75,1.700000,10,75,75,289,56.517422,56.528456,56.446391,56.582098,136737023,136763719,136565173,136893501,24308.804089,0.099527,0.086290,62008865.300000,4746878.200000,0.076552,922.600000,129.200000,0.140039,28851053.300000,8380.900000,0.000290,380025950.300000,2.779247
gen_76x76_1,generated 76*76,1.700000,10,76,76,289,58.710257,58.889547,58.057900,59.944514,142036130,142469881,140457900,145022134,24590.742729,0.098381,0.085297,63694542.400000,5270536.200000,0.082747,1032.500000,165.600000,0.160387,29633320.400000,9093.600000,0.000307,390355432.400000,2.748283
gen_77x77_1,generated 77*77,1.700000,10,77,77,289,59.687410,59.693629,59.616644,59.772146,144400624,144415670,144229423,144605626,24354.971159,0.099334,0.086123,65402843.700000,5335592.000000,0.081580,1029.200000,155.200000,0.150797,30426056.700000,8836.800000,0.000290,400823461.700000,2.775774
gen_78x78_1,generated 78*78,1.700000,10,78,78,289,61.445070,61.452630,61.392623,61.497678,148652821,148671109,148525935,148780094,24433.402531,0.099015,0.085846,67133728.900000,5775037.600000,0.086023,937.300000,142.700000,0.152246,31229247.900000,9070.800000,0.000290,411429941.900000,2.767724
gen_79x79_1,generated 79*79,1.700000,10,79,79,289,63.126691,63.131722,63.071247,63.162126,152721480,152733652,152587345,152807207,24470.674571,0.098865,0.085716,68887212.000000,6021232.200000,0.087407,978.700000,155.100000,0.158476,32042900.000000,9341.500000,0.000292,422174907.000000,2.764345
gen_80x80_1,generated 80*80,1.700000,10,80,80,289,65.015319,64.997044,64.954930,65.219598,157290417,157246206,157144321,157784628,24576.627656,0.098438,0.085346,70663297.600000,6013210.700000,0.085097,911.700000,161.500000,0.177142,32867015.600000,9541.200000,0.000290,433058375.600000,2.753241
gen_81x81_1,generated 81*81,1.700000,10,81,81,289,66.683681,66.697490,66.627339,66.711345,161326061,161359470,161189754,161392989,24588.639079,0.098390,0.085304,72462023.800000,6303961.900000,0.086997,920.500000,128.300000,0.139381,33701608.800000,9790.500000,0.000291,444080445.800000,2.752689
gen_82x82_1,generated 82*82,1.700000,10,82,82,289,68.643973,68.637755,68.579187,68.723697,166069169,166054128,165912434,166262046,24697.972784,0.097955,0.084927,74283336.300000,6625217.200000,0.089188,844.800000,175.100000,0.207268,34546659.300000,10244.300000,0.000297,455240969.300000,2.741273
gen_83x83_1,generated 83*83,1.700000,10,83,83,289,70.578672,70.597542,70.492044,70.636864,170749962,170795613,170540384,170890744,24785.885034,0.097607,0.084626,76127251.100000,6913584.900000,0.090816,976.800000,222.900000,0.228194,35402170.100000,10265.700000,0.000290,466539999.100000,2.732299
gen_84x84_1,generated 84*84,1.700000,10,84,84,289,73.477413,73.525692,72.811414,74.671544,177762880,177879681,176151638,180651826,25193.151927,0.096030,0.083258,77993776.600000,7234103.100000,0.092752,795.100000,168.100000,0.211420,36268149.600000,10534.100000,0.000290,477977543.600000,2.688849
gen_85x85_1,generated 85*85,1.700000,10,85,85,289,74.862086,74.864105,74.833083,74.913124,181112521,181117407,181042355,181235997,25067.476955,0.096511,0.083675,79882901.800000,7414321.600000,0.092815,686.200000,156.100000,0.227485,37144586.800000,10803.200000,0.000291,489553591.800000,2.703036
gen_86x86_1,generated 86*86,1.700000,10,86,86,289,76.837770,76.821689,76.785728,76.988358,185892650,185853747,185766746,186256966,25134.214440,0.096255,0.083453,81794628.800000,7775181.200000,0.095057,601.800000,132.300000,0.219840,38031488.800000,11074.500000,0.000291,501268128.800000,2.696546
gen_87x87_1,generated 87*87,1.700000,10,87,87,289,78.931025,78.921997,78.868660,79.012030,190957511,190935670,190806632,191153488,25228.895627,0.095894,0.083140,83728955.400000,8036588.800000,0.095983,831.100000,196.400000,0.236313,38928851.400000,11615.500000,0.000298,513121166.400000,2.687096
gen_88x88_1,generated 88*88,1.700000,10,88,88,289,80.564836,80.568630,80.457215,80.737755,194910034,194919215,194649669,195328378,25169.167614,0.096121,0.083337,85685903.000000,8238157.900000,0.096144,1001.600000,240.000000,0.239617,39836685.000000,11551.500000,0.000290,525112749.000000,2.694129
gen_89x89_1,generated 89*89,1.700000,10,89,89,289,83.321760,83.307586,83.288059,83.394109,201578809,201544518,201497278,201753842,25448.656609,0.095065,0.082422,87665476.200000,8702003.300000,0.099264,646.300000,152.100000,0.235340,40754989.200000,12037.600000,0.000295,537242898.200000,2.665175
gen_90x90_1,generated 90*90,1.700000,10,90,90,289,86.331260,86.437177,85.612108,87.069145,208859808,209116049,207119973,210644960,25785.161481,0.093825,0.081346,89667637.500000,8146388.500000,0.090851,612.600000,157.200000,0.256611,41683752.500000,12053.400000,0.000289,549511502.500000,2.631006
gen_91x91_1,generated 91*91,1.700000,10,91,91,289,89.037141,88.958881,88.238950,90.326071,215405899,215216566,213474852,218524184,26012.063640,0.093006,0.080636,91692403.300000,9281217.300000,0.101221,796.200000,255.800000,0.321276,42622978.300000,12257.900000,0.000288,561918615.300000,2.608650
gen_92x92_1,generated 92*92,1.700000,10,92,92,289,90.511968,90.512918,90.416490,90.670238,218974317,218976615,218743329,219357218,25871.256734,0.093512,0.081075,93739769.900000,9628618.400000,0.102716,562.500000,142.400000,0.253156,43572662.900000,12615.400000,0.000290,574464232.900000,2.623432
gen_93x93_1,generated 93*93,1.700000,10,93,93,289,92.878153,92.881902,92.725341,92.967633,224698856,224707926,224329160,224915333,25979.749798,0.093122,0.080737,95809747.200000,9908467.400000,0.103418,660.700000,216.800000,0.328137,44532816.200000,12937.900000,0.000291,587148365.200000,2.613046
gen_94x94_1,generated 94*94,1.700000,10,94,94,289,95.206535,95.230786,95.093874,95.310258,230332445,230391114,230059886,230583382,26067.501698,0.092809,0.080465,97902319.900000,10171700.500000,0.103896,1412.800000,181.900000,0.128751,45503427.900000,13272.200000,0.000292,599970979.900000,2.604804
gen_95x95_1,generated 95*95,1.700000,10,95,95,289,97.364294,97.359977,97.235574,97.487829,235551772,235541330,235240364,235850639,26099.919335,0.092693,0.080365,100017509.300000,10419091.500000,0.104173,863.500000,289.100000,0.334800,46484509.300000,13333.500000,0.000287,612932132.300000,2.602112
gen_96x96_1,generated 96*96,1.700000,10,96,96,289,100.759929,100.378381,100.251067,102.249794,243766549,242843478,242535469,247370951,26450.363390,0.091465,0.079300,102155306.400000,10668372.900000,0.104433,1169.700000,401.600000,0.343336,47476056.400000,13814.800000,0.000291,626031796.400000,2.568161
gen_97x97_1,generated 97*97,1.700000,10,97,97,289,102.451838,102.464850,102.388008,102.492583,247860604,247892085,247706182,247959178,26342.927410,0.091838,0.079624,104315704.100000,10864052.200000,0.104146,1426.300000,310.500000,0.217696,48478062.100000,14053.600000,0.000290,639269965.100000,2.579151
gen_98x98_1,generated 98*98,1.700000,10,98,98,289,104.732019,104.732906,104.605036,104.838860,253376352,253378499,253069144,253634830,26382.377343,0.091701,0.079505,106498697.700000,11127659.700000,0.104486,1089.600000,294.700000,0.270466,49490529.700000,14317.400000,0.000289,652646613.700000,2.575799
