variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_40x40_1,generated 40*40,6.700000,10,40,40,9,0.072431,0.072408,0.072287,0.072721,175230,175173,174882,175931,109.518750,22.089854,0.596426,147121.000000,1143.800000,0.007775,144.000000,29.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,10.100000,0.140278,385.000000,0.002197
gen_43x43_1,generated 43*43,6.700000,10,43,43,9,0.084106,0.084127,0.083499,0.084573,203474,203526,202006,204605,110.045430,21.984217,0.593574,50.600000,1381.200000,27.296443,63543.000000,55.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,82.800000,8.800000,0.106280,434.500000,0.002135
gen_46x46_1,generated 46*46,6.700000,10,46,46,9,0.096984,0.096783,0.096653,0.098310,234631,234144,233830,237837,110.884216,21.817936,0.589084,197425.000000,1649.800000,0.008357,144.000000,38.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.900000,0.100000,0.052632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,5.900000,0.081944,385.000000,0.001641
gen_49x49_1,generated 49*49,6.700000,10,49,49,9,0.110893,0.110285,0.110216,0.113651,268280,266809,266641,274952,111.736776,21.651414,0.584588,225349.000000,1989.100000,0.008827,144.000000,37.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,7.500000,0.104167,385.000000,0.001435
gen_52x52_1,generated 52*52,6.700000,10,52,52,9,0.125339,0.124752,0.124587,0.127653,303227,301808,301408,308826,112.140163,21.573458,0.582483,255136.100000,2339.200000,0.009168,144.000000,43.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.600000,0.200000,0.125000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,6.700000,0.093056,385.000000,0.001270
gen_55x55_1,generated 55*55,6.700000,10,55,55,9,0.140939,0.140135,0.140018,0.148281,340969,339024,338739,358730,112.717025,21.463120,0.579504,286777.000000,4146.800000,0.014460,144.000000,40.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.200000,1.000000,0.045045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,6.300000,0.087500,385.000000,0.001129
gen_58x58_1,generated 58*58,6.700000,10,58,58,9,0.156173,0.156136,0.156064,0.156436,377823,377734,377561,378461,112.313615,21.540262,0.581587,320272.000000,7940.700000,0.024794,144.000000,46.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,6.400000,0.088889,385.000000,0.001019
gen_61x61_1,generated 61*61,6.700000,10,61,61,9,0.174781,0.173364,0.173222,0.187659,422840,419414,419070,453997,113.636119,21.289524,0.574817,302520.800000,10081.300000,0.033324,19529.000000,28.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.200000,7.300000,0.099727,390.500000,0.000924
gen_64x64_1,generated 64*64,6.700000,10,64,64,9,0.191336,0.191171,0.191120,0.192870,462893,462494,462371,466604,113.010986,21.407313,0.577997,157150.000000,11443.000000,0.072816,88031.400000,44.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,78.000000,7.500000,0.096154,412.500000,0.000891
gen_67x67_1,generated 67*67,6.700000,10,67,67,9,0.210383,0.210338,0.210180,0.211129,508972,508865,508483,510777,113.382045,21.337315,0.576108,432032.000000,12565.000000,0.029083,144.000000,30.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.300000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,7.400000,0.102778,385.000000,0.000756
gen_70x70_1,generated 70*70,6.700000,10,70,70,9,0.231658,0.230298,0.230086,0.239239,560441,557152,556640,578783,114.375714,21.151896,0.571101,472964.000000,13507.700000,0.028560,144.000000,31.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.700000,2.400000,0.648649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,6.000000,0.083333,385.000000,0.000687
gen_73x73_1,generated 73*73,6.700000,10,73,73,9,0.251323,0.250846,0.250680,0.255841,608015,606861,606460,618945,114.095515,21.203790,0.572502,309455.000000,14340.800000,0.046342,77213.200000,38.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.800000,7.000000,0.091146,407.000000,0.000669
gen_76x76_1,generated 76*76,6.700000,10,76,76,9,0.273818,0.272439,0.272401,0.286143,662439,659104,659011,692258,114.688193,21.094327,0.569547,1755.000000,15213.700000,8.668775,208924.700000,88.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.100000,0.100000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,82.800000,9.400000,0.113527,434.500000,0.000656
gen_79x79_1,generated 79*79,6.700000,10,79,79,9,0.295475,0.295361,0.295217,0.296642,714834,714558,714209,717657,114.538375,21.121906,0.570291,303435.800000,16082.400000,0.053001,113616.500000,40.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.600000,0.300000,0.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,76.800000,6.800000,0.088542,407.000000,0.000569
gen_82x82_1,generated 82*82,6.700000,10,82,82,9,0.320035,0.318604,0.318468,0.332436,774254,770794,770463,804256,115.147829,21.010221,0.567276,547619.600000,16966.200000,0.030982,39858.100000,53.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.200000,0.666667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,73.200000,7.000000,0.095628,390.500000,0.000504
gen_85x85_1,generated 85*85,6.700000,10,85,85,9,0.344329,0.342421,0.342188,0.354788,833024,828409,827845,858327,115.297439,20.982837,0.566537,634801.700000,17971.800000,0.028311,26546.500000,30.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.500000,2.900000,0.644444,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,9.100000,0.126389,385.000000,0.000462
gen_88x88_1,generated 88*88,6.700000,10,88,88,9,0.369837,0.368050,0.367926,0.384200,894687,890365,890066,929435,115.532929,20.938976,0.565352,95604.800000,18910.400000,0.197798,247535.100000,28.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.600000,8.800000,0.107843,429.000000,0.000479
gen_91x91_1,generated 91*91,6.700000,10,91,91,9,0.407514,0.405699,0.404446,0.420353,985885,981493,978462,1016946,119.053858,20.320774,0.548661,192426.600000,19876.000000,0.103291,231394.300000,24.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.900000,0.800000,0.275862,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,80.400000,6.600000,0.082090,423.500000,0.000430
gen_94x94_1,generated 94*94,6.700000,10,94,94,9,0.440270,0.438421,0.437364,0.454618,1065136,1060662,1058104,1099848,120.545043,20.069491,0.541876,203959.800000,21671.300000,0.106253,248036.500000,44.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.500000,0.100000,0.200000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,80.400000,7.600000,0.094527,423.500000,0.000398
gen_97x97_1,generated 97*97,6.700000,10,97,97,9,0.478328,0.471244,0.468188,0.539551,1157206,1140068,1132675,1305322,122.989266,19.670586,0.531106,184985.600000,22394.200000,0.121059,277498.400000,133.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.100000,0.400000,0.363636,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,81.600000,9.900000,0.121324,429.000000,0.000371
gen_100x100_1,generated 100*100,6.700000,10,100,100,9,0.508530,0.502983,0.502064,0.551030,1230271,1216853,1214628,1333090,123.027100,19.664528,0.530942,984205.100000,28046.400000,0.028496,144.000000,47.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,13.100000,3.600000,0.274809,0.000000,0.000000,0.000000,0.000000,0.000000,9.000000,72.000000,6.200000,0.086111,385.000000,0.000313
gen_103x103_1,generated 103*103,6.700000,10,103,103,9,0.540570,0.537074,0.536445,0.567895,1307776,1299320,1297798,1373884,123.270431,19.625599,0.529891,418231.600000,29953.100000,0.071618,235462.200000,49.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.700000,0.300000,0.428571,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,79.200000,7.500000,0.094697,418.000000,0.000320
gen_106x106_1,generated 106*106,6.700000,10,106,106,9,0.568033,0.555669,0.553278,0.617228,1374221,1344309,1338524,1493236,122.305180,19.780533,0.534074,187103.400000,25435.600000,0.135944,344236.400000,119.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.900000,0.200000,0.105263,0.100000,0.000000,0.000000,0.000000,0.000000,9.600000,84.000000,7.900000,0.094048,440.000000,0.000320
gen_109x109_1,generated 109*109,6.700000,10,109,109,9,0.595598,0.589019,0.588105,0.641661,1440908,1424993,1422780,1552346,121.278344,19.948013,0.538596,586852.900000,33652.500000,0.057344,220365.300000,30.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.400000,1.300000,0.541667,0.000000,0.000000,0.000000,0.000000,0.000000,11.600000,76.800000,7.400000,0.096354,407.000000,0.000282
gen_112x112_1,generated 112*112,6.700000,10,112,112,9,0.637020,0.625339,0.623783,0.688082,1541128,1512870,1509106,1664663,122.857781,19.691703,0.531676,952833.200000,35423.400000,0.037177,106271.100000,47.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.400000,0.300000,0.214286,0.000000,0.000000,0.000000,0.000000,0.000000,13.600000,74.400000,7.200000,0.096774,396.000000,0.000257
gen_115x115_1,generated 115*115,6.700000,10,115,115,9,0.687426,0.680252,0.678271,0.738863,1663072,1645718,1640924,1787513,125.752136,19.238441,0.519438,654624.600000,36705.000000,0.056070,245936.500000,35.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9.700000,5.500000,0.567010,0.000000,0.000000,0.000000,0.000000,0.000000,24.600000,78.000000,7.200000,0.092308,412.500000,0.000248
gen_118x118_1,generated 118*118,6.700000,10,118,118,9,0.724679,0.719058,0.716799,0.768529,1753192,1739593,1734128,1859277,125.911520,19.214022,0.518779,130983.400000,22786.800000,0.173967,468152.700000,156.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.700000,0.600000,0.352941,0.000000,0.000000,0.000000,0.000000,0.000000,27.500000,87.600000,10.600000,0.121005,456.500000,0.000260
gen_121x121_1,generated 121*121,6.700000,10,121,121,9,0.768480,0.755934,0.754507,0.803422,1859158,1828805,1825354,1943692,126.982993,19.051895,0.514401,193230.100000,24554.900000,0.127076,472036.200000,135.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.800000,0.900000,0.321429,0.000000,0.000000,0.000000,0.000000,0.000000,29.500000,85.200000,7.000000,0.082160,445.500000,0.000240
gen_124x124_1,generated 124*124,6.700000,10,124,124,9,0.806182,0.799039,0.797708,0.838486,1950362,1933082,1929861,2028515,126.844563,19.072623,0.514961,186131.700000,24921.800000,0.133893,503025.900000,140.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.800000,1.100000,0.611111,0.000000,0.000000,0.000000,0.000000,0.000000,33.300000,86.400000,9.700000,0.112269,451.000000,0.000231
gen_127x127_1,generated 127*127,6.700000,10,127,127,9,0.844915,0.839107,0.835859,0.887845,2044075,2030024,2022168,2147934,126.732903,19.089496,0.515416,155414.400000,22947.200000,0.147652,543304.600000,141.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.800000,1.000000,0.263158,0.000000,0.000000,0.000000,0.000000,0.000000,36.200000,87.600000,9.100000,0.103881,456.500000,0.000223
gen_130x130_1,generated 130*130,6.700000,10,130,130,9,0.894243,0.885775,0.882296,0.957121,2163413,2142927,2134511,2315531,128.012604,18.898663,0.510264,646557.700000,38270.900000,0.059192,386573.800000,89.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.700000,4.000000,0.254777,0.000000,0.000000,0.000000,0.000000,0.000000,40.100000,81.600000,6.900000,0.084559,429.000000,0.000198
gen_133x133_1,generated 133*133,6.700000,10,133,133,9,0.940524,0.930918,0.925460,0.972385,2275378,2252140,2238935,2352459,128.632370,18.807606,0.507805,376332.100000,31797.700000,0.084494,520754.000000,131.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.000000,1.100000,0.157143,0.000000,0.000000,0.000000,0.000000,0.000000,42.100000,84.000000,8.700000,0.103571,440.000000,0.000193
gen_136x136_1,generated 136*136,6.700000,10,136,136,9,0.908678,0.900422,0.891786,0.998289,2198338,2178363,2157471,2415131,118.854779,20.354837,0.549581,39197.000000,25927.600000,0.661469,677272.900000,83.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.900000,0.800000,0.163265,1.100000,0.000000,0.000000,0.000000,0.000000,5.500000,88.800000,9.300000,0.104730,462.000000,0.000210
gen_139x139_1,generated 139*139,6.700000,10,139,139,9,0.949461,0.941900,0.931168,1.020357,2296998,2278706,2252741,2468514,118.886083,20.349433,0.549435,448800.100000,38227.400000,0.085177,554945.800000,60.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.500000,0.700000,0.093333,0.000000,0.000000,0.000000,0.000000,0.000000,5.700000,84.000000,7.000000,0.083333,440.000000,0.000192
gen_142x142_1,generated 142*142,6.700000,10,142,142,9,0.994753,0.982841,0.971890,1.077808,2406575,2377757,2351262,2607507,119.350079,20.270351,0.547299,30793.900000,25432.500000,0.825894,744372.000000,106.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,5.000000,1.200000,0.240000,0.000000,0.000000,0.000000,0.000000,0.000000,5.900000,90.000000,8.700000,0.096667,467.500000,0.000194
gen_145x145_1,generated 145*145,6.700000,10,145,145,9,1.044544,1.035119,1.019176,1.166679,2527032,2504232,2465661,2822510,120.191772,20.128401,0.543467,633058.500000,45924.900000,0.072544,552451.600000,60.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.500000,3.800000,0.217143,0.000000,0.000000,0.000000,0.000000,0.000000,6.200000,82.800000,7.200000,0.086957,434.500000,0.000172
gen_148x148_1,generated 148*148,6.700000,10,148,148,9,1.090751,1.080102,1.069155,1.187464,2638824,2613061,2586579,2872800,120.472243,20.081581,0.542203,1076.600000,25358.900000,23.554616,822756.300000,109.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.800000,0.900000,0.070312,4.300000,0.000000,0.000000,0.000000,0.000000,6.400000,90.000000,7.800000,0.086667,467.500000,0.000177
gen_151x151_1,generated 151*151,6.700000,10,151,151,9,1.145278,1.141208,1.113173,1.220259,2770738,2760892,2693067,2952139,121.518267,19.908701,0.537535,633272.200000,46435.400000,0.073326,616465.400000,91.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.600000,2.800000,0.264151,0.300000,0.000000,0.000000,0.000000,0.000000,6.700000,85.200000,7.700000,0.090376,445.500000,0.000161
gen_154x154_1,generated 154*154,6.700000,10,154,154,9,1.178549,1.166451,1.161533,1.270992,2851237,2821968,2810071,3074882,120.224195,20.123042,0.543322,477301.800000,43366.100000,0.090857,713663.200000,78.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.200000,2.100000,0.138158,1.600000,0.000000,0.000000,0.000000,0.000000,7.000000,85.200000,7.900000,0.092723,445.500000,0.000156
gen_157x157_1,generated 157*157,6.700000,10,157,157,9,1.248987,1.235145,1.203361,1.343233,3021641,2988155,2911261,3249648,122.586758,19.735201,0.532850,446202.300000,40921.900000,0.091712,756748.600000,97.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,26.200000,3.400000,0.129771,8.300000,0.000000,0.000000,0.000000,0.000000,7.200000,87.600000,11.100000,0.126712,456.500000,0.000151
gen_160x160_1,generated 160*160,6.700000,10,160,160,9,1.275273,1.260719,1.251217,1.410751,3085226,3050015,3027028,3412984,120.516641,20.074130,0.542001,678244.000000,50018.500000,0.073747,706849.500000,78.100000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.400000,3.800000,0.162393,1.600000,0.000000,0.000000,0.000000,0.000000,7.500000,85.200000,7.600000,0.089202,445.500000,0.000144
gen_163x163_1,generated 163*163,6.700000,10,163,163,9,1.318998,1.307545,1.297782,1.435944,3191016,3163309,3139688,3473941,120.102977,20.143323,0.543870,218032.200000,34785.200000,0.159542,915396.200000,108.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15.900000,2.000000,0.125786,8.100000,0.000000,0.000000,0.000000,0.000000,7.700000,90.000000,8.900000,0.098889,467.500000,0.000147
gen_166x166_1,generated 166*166,6.700000,10,166,166,9,1.367908,1.354516,1.351101,1.474502,3309336,3276939,3268675,3567217,120.094934,20.144629,0.543905,457492.800000,43012.200000,0.094017,864242.600000,121.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.400000,0.046667,5.000000,0.000000,0.000000,0.000000,0.000000,8.100000,87.600000,7.600000,0.086758,456.500000,0.000138
gen_169x169_1,generated 169*169,6.700000,10,169,169,9,1.424949,1.407432,1.397503,1.532176,3447340,3404961,3380940,3706750,120.700956,20.043519,0.541175,606229.300000,49191.600000,0.081144,850163.500000,104.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,22.900000,2.500000,0.109170,4.900000,0.000000,0.000000,0.000000,0.000000,8.400000,86.400000,10.100000,0.116898,451.000000,0.000131
gen_172x172_1,generated 172*172,6.700000,10,172,172,9,1.468706,1.455792,1.450146,1.588561,3553190,3521948,3508287,3843151,120.105124,20.142898,0.543858,647363.900000,50796.800000,0.078467,873484.900000,92.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,29.300000,3.600000,0.122867,7.500000,0.000000,0.000000,0.000000,0.000000,8.700000,86.400000,11.500000,0.133102,451.000000,0.000127
gen_175x175_1,generated 175*175,6.700000,10,175,175,9,1.532283,1.512655,1.497563,1.699063,3706987,3659502,3622992,4110473,121.044473,19.986523,0.539636,616919.600000,50081.000000,0.081179,925986.400000,98.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,37.600000,5.800000,0.154255,17.400000,0.000000,0.000000,0.000000,0.000000,9.000000,87.600000,7.800000,0.089041,456.500000,0.000123
gen_178x178_1,generated 178*178,6.700000,10,178,178,9,1.588860,1.569648,1.550067,1.701872,3843874,3797394,3750023,4117281,121.319088,19.941341,0.538416,371822.700000,41013.700000,0.110304,1057404.600000,118.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,35.900000,3.800000,0.105850,17.400000,0.000000,0.000000,0.000000,0.000000,9.200000,88.800000,8.200000,0.092342,462.000000,0.000120
gen_181x181_1,generated 181*181,6.700000,10,181,181,9,1.634195,1.623671,1.607497,1.778977,3953550,3928089,3888960,4303815,120.678551,20.047174,0.541274,27765.700000,29273.100000,1.054290,1167928.000000,121.700000,170496.700000,0.000000,0.000000,0.000000,0.000000,0.000000,28.600000,3.300000,0.115385,22.700000,0.100000,0.004405,0.000000,0.000000,9.600000,91.200000,7.800000,0.085526,473.000000,0.000120
gen_184x184_1,generated 184*184,6.700000,10,184,184,9,1.706724,1.691446,1.657717,1.840136,4129070,4092108,4010508,4451834,121.959771,19.836838,0.535595,371289.700000,41525.500000,0.111841,1141487.900000,141.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,40.600000,6.500000,0.160099,15.700000,4.000000,0.254777,0.000000,0.000000,10.000000,88.800000,9.100000,0.102477,462.000000,0.000112
gen_187x187_1,generated 187*187,6.700000,10,187,187,9,1.754505,1.728059,1.711565,1.881277,4244591,4180611,4140709,4551286,121.381538,19.930977,0.538136,467270.900000,44367.500000,0.094950,1146392.500000,117.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.600000,5.500000,0.118026,18.400000,0.000000,0.000000,0.000000,0.000000,10.300000,88.800000,9.800000,0.110360,462.000000,0.000109
gen_190x190_1,generated 190*190,6.700000,10,190,190,9,1.798949,1.780679,1.763835,1.997302,4352090,4307891,4267140,4831954,120.556510,20.067270,0.541816,646240.100000,51461.300000,0.079632,1118987.400000,90.900000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,56.400000,8.100000,0.143617,21.300000,0.000000,0.000000,0.000000,0.000000,10.600000,88.800000,7.700000,0.086712,462.000000,0.000106
gen_193x193_1,generated 193*193,6.700000,10,193,193,9,1.856500,1.844136,1.821532,1.999117,4491382,4461471,4406785,4836412,120.577250,20.064100,0.541731,657079.600000,51611.200000,0.078546,1159117.900000,123.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,48.700000,3.200000,0.065708,22.600000,0.000000,0.000000,0.000000,0.000000,10.900000,88.800000,8.400000,0.094595,462.000000,0.000103
gen_196x196_1,generated 196*196,6.700000,10,196,196,9,1.912549,1.898284,1.879974,2.067611,4626982,4592472,4548175,5002121,120.444138,20.086282,0.542330,417562.500000,43125.300000,0.103279,1175945.800000,119.200000,331869.300000,0.000000,0.000000,0.000000,0.000000,0.000000,56.800000,0.400000,0.007042,74.300000,0.000000,0.000000,0.000000,0.000000,11.300000,88.800000,8.000000,0.090090,462.000000,0.000100
