variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_256x256_1,generated 256*256,1,"6.7",2,256,256,289,17.060674,17.659099,16.462250,17.659099,41273796,42721527,39826066,42721527,629.788147,3.841349,3.330449,759393.500000,162783.500000,0.214360,3878383.000000,1054.000000,13955597.000000,1047.500000,0.000075,2542297.500000,12.000000,0.000005,13204.000000,4179.500000,0.316533,1186.500000,1095.500000,0.923304,19.500000,0.000000,198.000000,142937.500000,2335.500000,0.016339,5696162.000000,0.138009
gen_384x384_1,generated 384*384,1,"6.7",2,384,384,289,37.782599,38.059918,37.505280,38.059918,91405134,92076035,90734234,92076035,619.880737,3.902749,3.383683,19655500.000000,1009599.500000,0.051365,7411282.500000,822.500000,16659700.500000,1826.000000,0.000110,2972212.500000,599.500000,0.000202,49785.500000,15096.000000,0.303221,402.000000,105.000000,0.261194,36.000000,0.000000,362.000000,1480587.000000,13169.500000,0.008895,35532099.000000,0.388732
gen_512x512_1,generated 512*512,1,"6.7",2,512,512,289,67.329885,67.464987,67.194784,67.464987,162886965,163213807,162560123,163213807,621.364460,3.893427,3.375601,52966528.000000,2968793.000000,0.056050,7890457.000000,798.000000,29431681.000000,5867.000000,0.000199,7593919.000000,56.000000,0.000007,64249.000000,28217.500000,0.439190,274.000000,161.500000,0.589416,0.500000,0.000000,628.000000,3759277.500000,28703.500000,0.007635,116761224.000000,0.716824
gen_768x768_1,generated 768*768,1,"6.7",2,768,768,289,155.426470,155.515470,155.337469,155.515470,376017903,376233218,375802588,376233218,637.508652,3.794875,3.290156,117003102.500000,18273726.500000,0.156182,17415643.500000,1493.500000,65766768.000000,17355.000000,0.000264,16332324.500000,5112.000000,0.000313,109243.500000,71885.000000,0.658025,463.000000,330.000000,0.712743,333.500000,0.000000,1133.500000,8716547.500000,44887.500000,0.005150,268726331.500000,0.714664
gen_1024x1024_1,generated 1024*1024,1,"6.7",2,1024,1024,289,275.828469,276.184146,275.472792,276.184146,667296436,668156905,666435967,668156905,636.383472,3.801551,3.295945,198916662.500000,31343193.500000,0.157569,31855699.000000,1956.500000,118977129.000000,22381.000000,0.000188,31037080.000000,213.500000,0.000007,130008.000000,113816.500000,0.875458,35114.500000,47670.000000,1.357559,10.500000,0.000000,1431.000000,14110663.000000,58036.500000,0.004113,466470514.000000,0.699045
gen_2048x2048_1,generated 2048*2048,1,"6.7",2,2048,2048,289,964.746660,965.344706,964.148614,965.344706,2333946985,2335393797,2332500174,2335393797,556.456324,4.347570,3.769344,822875606.000000,140342333.000000,0.170551,120246043.000000,5256.500000,471208934.500000,64859.000000,0.000138,119722682.500000,217.500000,0.000002,688288.500000,569021.000000,0.826719,105520.000000,47869.000000,0.453649,5.000000,0.000000,297.500000,56649777.500000,116460.500000,0.002056,1882675271.500000,0.806649
gen_1536x1536_1,generated 1536*1536,1,"6.7",2,1536,1536,289,534.416470,536.444415,532.388525,536.444415,1292877001,1297783069,1287970933,1297783069,547.992707,4.414714,3.827557,453803553.000000,76970896.500000,0.169613,68678542.000000,3222.500000,262429929.000000,23600.500000,0.000090,68544517.000000,7117.500000,0.000104,180844.500000,173442.000000,0.959067,4648.500000,1245.500000,0.267936,29.500000,0.000000,1406.000000,31517417.000000,87275.000000,0.002769,1054317966.500000,0.815482
gen_2048x2048_1,generated 2048*2048,1,"6.7",2,2048,2048,289,978.417275,982.381881,974.452669,982.381881,2367049171,2376640598,2357457744,2376640598,564.348500,4.286825,3.716678,815740508.500000,139332369.500000,0.170805,120577862.000000,8611.500000,475226855.500000,56569.500000,0.000119,120138398.000000,16335.500000,0.000136,666253.000000,553186.000000,0.830294,80921.500000,43150.500000,0.533239,228.000000,0.000000,1319.500000,58023097.000000,116776.000000,0.002013,1867009800.000000,0.788750
gen_3072x3072_1,generated 3072*3072,1,"6.7",2,3072,3072,289,28934.649085,29388.173858,28481.124311,29388.173858,70000556417,71097752599,68903360235,71097752599,7417.525865,0.326155,0.282776,1801431180.500000,310706673.500000,0.172478,279103162.000000,2233455.000000,1045903912.000000,3881442.000000,0.003711,261480288.000000,27149.000000,0.000104,2450373.500000,2197316.500000,0.896727,906001.000000,132723.000000,0.146493,156229.000000,214651.000000,986032.500000,124119991.000000,578246.000000,0.004659,4148996998.000000,0.059271
gen_4096x4096_1,generated 4096*4096,1,"6.7",2,4096,4096,289,114255.096178,116195.265437,112314.926918,116195.265437,276425726110,281119719764,271731732457,281119719764,16476.257212,0.146840,0.127310,3171928237.000000,571860922.500000,0.180288,486638898.500000,7323338.500000,1923508513.000000,9831064.500000,0.005111,478737003.000000,344459.500000,0.000720,5833450.500000,4880875.000000,0.836705,3645788.000000,38587.000000,0.010584,550538.500000,998591.500000,2610135.000000,226524767.500000,827925.000000,0.003655,7171232669.500000,0.025943
