variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_256x256_1,generated 256*256,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",2,256,256,289,10298.788756,10299.170261,10298.407251,10299.170261,24914795175,24915718111,24913872239,24915718111,18103.314481,0.133633,0.115860,5623981621.000000,612879521.500000,0.108976,1317286919.500000,12892.000000,3215470827.500000,10713.000000,0.000003,1316804122.000000,2153.500000,0.000002,634105.500000,184039.000000,0.290234,4560.500000,2548.500000,0.558820,549.000000,0.000000,993.000000,2014927091.500000,663573.500000,0.000329,17520882301.000000,0.703232
gen_384x384_1,generated 384*384,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",2,384,384,289,23687.673628,23687.881768,23687.465489,23687.881768,57305466132,57305969666,57304962599,57305969666,18506.074494,0.130725,0.113339,12878076664.000000,1478735275.500000,0.114826,3021214480.000000,32559.500000,7360831505.500000,27805.500000,0.000004,3017718796.500000,2993.000000,0.000001,1282338.000000,389131.500000,0.303455,12872.000000,6339.500000,0.492503,1224.000000,0.000000,2253.000000,4585023570.000000,1331533.000000,0.000290,40050224703.500000,0.698890
gen_512x512_1,generated 512*512,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",2,512,512,289,42604.238958,42710.060358,42498.417557,42710.060358,103083110186,103339150415,102827069957,103339150415,18725.278979,0.129213,0.112028,23094855302.500000,2516962077.500000,0.108984,5421407998.000000,59849.000000,13200425746.000000,37411.500000,0.000003,5416336905.500000,8889.500000,0.000002,2119040.000000,679052.500000,0.320453,40996.500000,33134.000000,0.808215,1273.500000,0.000000,4028.000000,8203333006.500000,2280419.000000,0.000278,71825492688.000000,0.696773
gen_768x768_1,generated 768*768,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",2,768,768,289,95556.140959,96192.165442,94920.116475,96192.165442,231196979472,232735833364,229658125580,232735833364,18665.534083,0.129623,0.112383,52437593006.000000,5859389001.500000,0.111740,12305268254.000000,174885.000000,29958793744.000000,47519.000000,0.000002,12302406159.500000,23670.000000,0.000002,3532898.000000,737704.000000,0.208810,113779.000000,94959.000000,0.834592,10343.500000,0.000000,9133.000000,18591207291.000000,4962934.500000,0.000267,163032568636.000000,0.705167
gen_1024x1024_1,generated 1024*1024,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",2,1024,1024,289,172719.889300,173180.084310,172259.694290,173180.084310,417872999216,418986380366,416759618067,418986380366,18976.892708,0.127490,0.110534,93603210337.500000,12435278319.500000,0.132851,21989065846.500000,298927.500000,53505924053.000000,58748.000000,0.000001,21971847643.000000,10392.500000,0.000000,119563762.500000,2031342.000000,0.016990,363632.000000,278591.500000,0.766136,7555.500000,0.000000,5446.500000,33150355931.000000,8675586.000000,0.000262,290970055733.500000,0.696312
gen_2048x2048_1,generated 2048*2048,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",2,2048,2048,289,732301.632395,732604.554272,731998.710519,732604.554272,1771648133490,1772380988578,1770915278402,1772380988578,20113.991936,0.120279,0.104282,376863828236.000000,50556817799.000000,0.134151,88564159757.000000,1171821.500000,215451768570.500000,87098.000000,0.000000,88529496253.500000,202285.500000,0.000002,6891669392.500000,76462381.500000,0.011095,3616454.000000,249934.500000,0.069110,11574.000000,0.000000,23123.500000,133284779992.000000,33794758.000000,0.000254,1171619875841.000000,0.661316
gen_1536x1536_1,generated 1536*1536,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",2,1536,1536,289,387339.542352,388162.911270,386516.173434,388162.911270,937071813000,939063749584,935079876417,939063749584,18913.467104,0.127912,0.110899,211536630311.500000,23510445681.500000,0.111141,49691433013.000000,555969.000000,120940365053.500000,133226.500000,0.000001,49688000268.000000,98677.500000,0.000002,26805552.000000,3293588.500000,0.122870,457109.000000,400209.500000,0.875523,18566.000000,0.000000,10745.500000,74849775615.500000,19168506.000000,0.000256,657628305442.000000,0.701791
