variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",10,1024,512,289,735.589559,735.270598,733.843627,738.526396,1779561377,1778789736,1775337563,1786666264,3394.243959,0.712745,0.617950,401096777.100000,17562416.000000,0.043786,78748360.100000,875.500000,231927133.000000,155.100000,0.000001,78414350.000000,166.800000,0.000002,649400.300000,305901.200000,0.471052,12538.000000,6889.400000,0.549482,33.000000,0.000000,51.400000,72090121.000000,58302.000000,0.000809,1760753737.500000,0.989431
gen_32x32_1,generated 32*32,1,"6.7",10,32,32,289,1.370567,1.343247,1.329246,1.631009,3315743,3249648,3215776,3945816,3238.030273,0.747136,0.647767,514190.000000,4313.600000,0.008389,176429.100000,64.500000,514123.900000,0.000000,0.000000,231239.800000,0.000000,0.000000,12.700000,4.600000,0.362205,75.000000,56.700000,0.756000,5.900000,0.000000,0.000000,112489.100000,2289.200000,0.020350,3109362.200000,0.937757
gen_64x64_1,generated 64*64,1,"6.7",10,64,64,289,5.450525,5.450944,5.433936,5.464443,13186233,13187247,13146100,13219906,3219.295166,0.751487,0.651539,2475283.500000,117860.100000,0.047615,827418.700000,90.900000,2111871.000000,0.000000,0.000000,425133.900000,0.000000,0.000000,64.100000,14.000000,0.218409,324.600000,239.700000,0.738447,1.100000,0.000000,0.000000,400031.300000,3454.100000,0.008635,8583846.700000,0.650970
gen_128x128_1,generated 128*128,1,"6.7",10,128,128,289,22.639053,22.387487,22.265060,23.818911,54769992,54161386,53865203,57624389,3342.895020,0.723705,0.627452,12270207.800000,552578.700000,0.045034,2434452.400000,198.200000,7061222.800000,18.400000,0.000003,2570360.200000,66.700000,0.000026,174.500000,67.900000,0.389112,621.200000,575.700000,0.926755,16.600000,0.000000,37.200000,2244710.200000,12860.000000,0.005729,50836061.400000,0.928174
gen_256x256_1,generated 256*256,1,"6.7",10,256,256,289,91.091695,91.179394,90.640689,91.623811,220376382,220588551,219285274,221663722,3362.676727,0.719451,0.623764,48359087.000000,2117789.100000,0.043793,10297386.300000,153.600000,28757618.200000,78.200000,0.000003,9705811.100000,2.600000,0.000000,16558.600000,766.000000,0.046260,1762.700000,2204.100000,1.250411,0.900000,0.000000,27.200000,9121200.900000,28166.900000,0.003088,225804585.100000,1.024632
gen_512x512_1,generated 512*512,1,"6.7",10,512,512,289,366.400280,365.990946,365.159556,368.235799,886426868,885436571,883425203,890867513,3381.450150,0.715458,0.620302,201136753.700000,8799698.800000,0.043750,39335497.900000,344.000000,115640629.600000,85.800000,0.000001,39357855.900000,47.400000,0.000001,192727.600000,10556.100000,0.054772,20981.300000,3470.300000,0.165400,3.600000,0.000000,59.800000,36411644.800000,58533.600000,0.001608,886157754.400000,0.999696
