variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_cache_refs,avg_cache_misses,cache_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,3.319000,10,1024,512,289,3631.212518,3630.816384,3629.121121,3635.893264,8784815042,8783856695,8779755427,8796138941,16755.704960,0.144384,0.125181,23286375.200000,7786541.700000,0.334382,1818078293.500000,523249.500000,0.000288,22233246954.500000,2.530873
gen_128x128_1,generated 128*128,3.319000,10,128,128,289,110.046735,110.058737,109.964055,110.107284,266234387,266263423,266034362,266380872,16249.657410,0.148882,0.129081,550739.900000,202942.600000,0.368491,56123646.600000,17179.600000,0.000306,684022487.600000,2.569249
gen_256x256_1,generated 256*256,3.319000,10,256,256,289,448.882371,448.880049,448.646506,449.145035,1085975041,1085969422,1085404415,1086610501,16570.664078,0.145998,0.126580,1381464.400000,419943.000000,0.303984,226179442.700000,67086.700000,0.000297,2762485982.700000,2.543784
gen_512x512_1,generated 512*512,3.319000,10,512,512,289,1808.783947,1808.204864,1807.942899,1812.974987,4375967846,4374566879,4373933111,4386107176,16692.992577,0.144928,0.125653,6148794.400000,1812577.900000,0.294786,908099602.400000,265425.400000,0.000292,11102941822.400002,2.537254
