variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_19x19_1,generated 19*19,1.700000,10,19,19,289,0.483127,0.480947,0.480524,0.502898,1168798,1163524,1162501,1216630,3237.667590,0.747216,0.647836,981258.500000,5282.200000,0.005383,4.200000,0.000000,0.000000,102957.700000,5506.400000,0.053482,4380911.700000,3.748220
gen_20x20_1,generated 20*20,1.700000,10,20,20,289,0.538040,0.533447,0.533010,0.564012,1301644,1290534,1289476,1364477,3254.110000,0.743439,0.644562,1090718.600000,5792.800000,0.005311,13.200000,0.100000,0.007576,114255.000000,5792.500000,0.050698,4871419.800000,3.742513
gen_21x21_1,generated 21*21,1.700000,10,21,21,289,0.592831,0.587897,0.587637,0.631491,1434195,1422259,1421630,1527723,3252.142857,0.743888,0.644951,1205958.500000,6376.800000,0.005288,17.200000,2.600000,0.151163,126134.900000,6090.500000,0.048286,5387999.700000,3.756811
gen_22x22_1,generated 22*22,1.700000,10,22,22,289,0.650141,0.644530,0.644244,0.693141,1572841,1559268,1558576,1676871,3249.671488,0.744454,0.645442,1327030.700000,6930.000000,0.005222,10.700000,0.100000,0.009346,138620.100000,6377.900000,0.046010,5930798.900000,3.770756
gen_23x23_1,generated 23*23,1.700000,10,23,23,289,0.705972,0.703479,0.703230,0.722412,1707907,1701878,1701275,1747681,3228.557656,0.749322,0.649662,1453988.200000,7521.800000,0.005173,6.800000,0.100000,0.014706,151756.200000,6665.300000,0.043921,6500047.200000,3.805855
gen_24x24_1,generated 24*24,1.700000,10,24,24,289,0.770061,0.766052,0.765309,0.792112,1862954,1853257,1851460,1916302,3234.295139,0.747993,0.648510,1586672.200000,8169.800000,0.005149,11.300000,0.000000,0.000000,165428.200000,6951.700000,0.042022,7095131.200000,3.808538
gen_25x25_1,generated 25*25,1.700000,10,25,25,289,0.832240,0.830966,0.830815,0.839413,2013384,2010303,2009936,2030738,3221.414400,0.750985,0.651104,1725123.200000,8820.200000,0.005113,5.400000,0.200000,0.037037,179680.200000,7243.600000,0.040314,7716269.200000,3.832488
gen_26x26_1,generated 26*26,1.700000,10,26,26,289,0.905389,0.899130,0.898415,0.932689,2190346,2175205,2173475,2256392,3240.156805,0.746641,0.647337,1869458.100000,9575.000000,0.005122,39.100000,16.100000,0.411765,194556.100000,7537.100000,0.038740,8363751.100000,3.818461
gen_27x27_1,generated 27*27,1.700000,10,27,27,289,0.971037,0.969657,0.969483,0.977494,2349167,2345829,2345408,2364788,3222.451303,0.750744,0.650895,2019561.200000,10282.100000,0.005091,10.900000,0.100000,0.009174,209995.200000,7822.700000,0.037252,9037166.200000,3.846966
gen_28x28_1,generated 28*28,1.700000,10,28,28,289,1.051980,1.044470,1.041700,1.107780,2544988,2526821,2520120,2679983,3246.158163,0.745261,0.646142,2175430.600000,11067.400000,0.005087,17.000000,0.100000,0.005882,226028.600000,8111.400000,0.035887,9736735.600000,3.825847
gen_29x29_1,generated 29*29,1.700000,10,29,29,289,1.122042,1.119926,1.118114,1.138616,2714483,2709364,2704982,2754580,3227.684899,0.749526,0.649839,2337183.300000,11824.900000,0.005059,17.300000,0.200000,0.011561,242685.300000,8400.800000,0.034616,10462648.300000,3.854380
gen_30x30_1,generated 30*30,1.700000,10,30,30,289,1.206895,1.197749,1.196384,1.255209,2919771,2897644,2894342,3036654,3244.190000,0.745715,0.646535,2504664.500000,12662.300000,0.005055,30.300000,0.700000,0.023102,259907.500000,8689.400000,0.033433,11214514.500000,3.840888
gen_31x31_1,generated 31*31,1.700000,10,31,31,289,1.281757,1.280855,1.277294,1.291454,3100867,3098686,3090071,3124327,3226.708637,0.749752,0.650035,2678047.300000,13478.800000,0.005033,39.100000,3.000000,0.076726,277760.300000,8983.700000,0.032343,11992771.300000,3.867554
gen_32x32_1,generated 32*32,1.700000,10,32,32,289,1.362090,1.360392,1.359968,1.367642,3295213,3291105,3290079,3308643,3217.981445,0.751786,0.651798,2857160.300000,14352.700000,0.005023,18.000000,0.300000,0.016667,296173.300000,9268.300000,0.031294,12796956.300000,3.883499
gen_33x33_1,generated 33*33,1.700000,10,33,33,289,1.450420,1.448483,1.446918,1.459434,3508898,3504213,3500426,3530705,3222.128558,0.750817,0.650958,3042060.400000,15239.300000,0.005010,24.700000,0.100000,0.004049,315161.400000,9556.800000,0.030324,13627146.400000,3.883597
gen_34x34_1,generated 34*34,1.700000,10,34,34,289,1.541410,1.539819,1.536757,1.548319,3729029,3725182,3717773,3745744,3225.803633,0.749963,0.650218,3232843.400000,16204.000000,0.005012,48.800000,0.100000,0.002049,334787.400000,9844.600000,0.029406,14483782.400000,3.884063
gen_35x35_1,generated 35*35,1.700000,10,35,35,289,1.640615,1.637362,1.629415,1.686374,3969036,3961168,3941942,4079740,3240.029388,0.746671,0.647364,3429354.600000,17215.400000,0.005020,66.500000,0.400000,0.006015,354977.600000,10133.700000,0.028547,15366366.600000,3.871561
gen_36x36_1,generated 36*36,1.700000,10,36,36,289,1.730963,1.729342,1.722955,1.751528,4187602,4183679,4168228,4237353,3231.174383,0.748716,0.649137,3631749.400000,18173.100000,0.005004,85.600000,3.000000,0.035047,375791.400000,10428.900000,0.027752,16275294.400000,3.886543
gen_37x37_1,generated 37*37,1.700000,10,37,37,289,1.830581,1.834065,1.821044,1.843969,4428611,4437038,4405537,4460998,3234.924032,0.747850,0.648386,3839872.500000,19419.600000,0.005057,125.300000,0.000000,0.000000,397169.500000,10715.100000,0.026979,17210170.500000,3.886133
gen_38x38_1,generated 38*38,1.700000,10,38,38,289,1.930987,1.928798,1.920116,1.956166,4671512,4666217,4645211,4732425,3235.119114,0.747804,0.648346,4053888.600000,20564.600000,0.005073,110.800000,0.500000,0.004513,419175.600000,11004.100000,0.026252,18171416.600000,3.889836
gen_39x39_1,generated 39*39,1.700000,10,39,39,289,2.036988,2.039302,2.023164,2.062719,4927958,4933558,4894515,4990208,3239.946088,0.746691,0.647381,4273639.600000,21693.200000,0.005076,110.000000,0.300000,0.002727,441745.600000,11295.300000,0.025570,19158616.600000,3.887739
gen_40x40_1,generated 40*40,1.700000,10,40,40,289,2.146148,2.139695,2.130510,2.211961,5192040,5176430,5154211,5351259,3245.025000,0.745522,0.646367,4499241.700000,22974.300000,0.005106,133.100000,0.200000,0.001503,464930.700000,11581.800000,0.024911,20172093.700000,3.885196
gen_41x41_1,generated 41*41,1.700000,10,41,41,289,2.242824,2.242926,2.236506,2.250095,5425906,5426154,5410623,5443499,3227.784652,0.749502,0.649818,4730592.700000,24228.000000,0.005122,126.000000,8.300000,0.065873,488685.700000,11878.500000,0.024307,21211560.700000,3.909312
gen_42x42_1,generated 42*42,1.700000,10,42,42,289,2.359685,2.365045,2.346441,2.370984,5708630,5721597,5676588,5735965,3236.184807,0.747557,0.648132,4967819.700000,25003.700000,0.005033,143.900000,1.000000,0.006949,513062.700000,12159.100000,0.023699,22277357.700000,3.902400
gen_43x43_1,generated 43*43,1.700000,10,43,43,289,2.476141,2.469582,2.461575,2.502224,5990632,5974764,5955392,6053735,3239.930773,0.746726,0.647412,5210808.600000,26334.200000,0.005054,124.700000,0.500000,0.004010,538015.600000,12451.300000,0.023143,23369182.600000,3.900954
gen_44x44_1,generated 44*44,1.700000,10,44,44,289,2.594339,2.595318,2.576735,2.631532,6276324,6278694,6233736,6366305,3241.902893,0.746240,0.646990,5459621.800000,27626.500000,0.005060,135.100000,0.500000,0.003701,563570.800000,12739.200000,0.022604,24487205.800000,3.901520
gen_45x45_1,generated 45*45,1.700000,10,45,45,289,2.710101,2.712189,2.697407,2.722513,6556384,6561436,6525674,6586413,3237.720494,0.747205,0.647826,5714183.800000,29006.800000,0.005076,128.900000,0.600000,0.004655,589696.800000,13026.600000,0.022090,25631223.800000,3.909354
gen_46x46_1,generated 46*46,1.700000,10,46,46,289,2.845756,2.849075,2.829668,2.867905,6884558,6892590,6845639,6938143,3253.571834,0.743564,0.644670,5974638.700000,30503.400000,0.005105,155.300000,4.500000,0.028976,616450.700000,13324.700000,0.021615,26801611.700000,3.893004
gen_47x47_1,generated 47*47,1.700000,10,47,47,289,2.963085,2.967236,2.941068,2.983066,7168417,7178460,7115151,7216755,3245.095971,0.745507,0.646354,6240821.800000,32058.800000,0.005137,119.000000,1.500000,0.012605,643768.800000,13605.400000,0.021134,27997947.800000,3.905736
gen_48x48_1,generated 48*48,1.700000,10,48,48,289,3.089180,3.090454,3.068597,3.118844,7473453,7476535,7423658,7545217,3243.686198,0.745829,0.646634,6512888.700000,33423.900000,0.005132,139.600000,2.700000,0.019341,671710.700000,13897.600000,0.020690,29220627.700000,3.909923
gen_49x49_1,generated 49*49,1.700000,10,49,49,289,3.223219,3.218402,3.194437,3.275910,7797738,7786085,7728106,7925209,3247.704290,0.744907,0.645835,6790731.800000,35584.300000,0.005240,119.500000,0.800000,0.006695,700235.800000,14186.000000,0.020259,30469380.800000,3.907464
gen_50x50_1,generated 50*50,1.700000,10,50,50,289,3.364230,3.370119,3.334208,3.389789,8138870,8153117,8066241,8200704,3255.548000,0.743112,0.644278,7074372.100000,38426.200000,0.005432,123.300000,2.000000,0.016221,729351.100000,14475.900000,0.019848,31744254.100000,3.900327
gen_51x51_1,generated 51*51,1.700000,10,51,51,289,3.486406,3.491873,3.466346,3.500472,8434440,8447666,8385912,8468470,3242.768166,0.746041,0.646817,7363808.800000,39886.900000,0.005417,156.900000,5.000000,0.031867,759055.800000,14770.400000,0.019459,33045246.800000,3.917895
gen_52x52_1,generated 52*52,1.700000,10,52,52,289,3.635818,3.638018,3.617645,3.657361,8795879,8801202,8751916,8847998,3252.913831,0.743712,0.644798,7659069.900000,41685.300000,0.005443,138.800000,6.800000,0.048991,789362.900000,15054.400000,0.019072,34372437.900000,3.907789
gen_53x53_1,generated 53*53,1.700000,10,53,53,289,3.773569,3.771465,3.750335,3.805050,9128668,9123578,9072463,9204824,3249.792809,0.744388,0.645384,7960128.300000,49983.500000,0.006279,106.400000,5.300000,0.049812,820260.300000,15339.500000,0.018701,35725749.300000,3.913577
gen_54x54_1,generated 54*54,1.700000,10,54,54,289,3.905951,3.908198,3.885284,3.922052,9449413,9454847,9399413,9488365,3240.539438,0.746553,0.647262,8266992.200000,70413.700000,0.008517,64.700000,0.800000,0.012365,851751.200000,15630.500000,0.018351,37105206.200000,3.926721
gen_55x55_1,generated 55*55,1.700000,10,55,55,289,4.057044,4.054790,4.035119,4.104122,9814943,9809491,9761901,9928837,3244.609256,0.745617,0.646450,8579662.200000,120507.700000,0.014046,55.800000,0.900000,0.016129,883836.200000,15916.000000,0.018008,38510809.200000,3.923692
gen_56x56_1,generated 56*56,1.700000,10,56,56,289,4.191612,4.192536,4.181156,4.205782,10140488,10142724,10115193,10174770,3233.573980,0.748161,0.648656,8898138.000000,170419.500000,0.019152,62.400000,4.100000,0.065705,916515.000000,16209.300000,0.017686,39942558.000000,3.938919
gen_57x57_1,generated 57*57,1.700000,10,57,57,289,4.348038,4.347523,4.332267,4.372226,10518899,10517655,10480747,10577416,3237.580486,0.747234,0.647852,9222411.100000,218870.500000,0.023732,45.700000,0.500000,0.010941,949784.100000,16496.000000,0.017368,41400427.100000,3.935814
gen_58x58_1,generated 58*58,1.700000,10,58,58,289,4.507331,4.506960,4.487238,4.531345,10904292,10903395,10855683,10962388,3241.466112,0.746340,0.647076,9552508.100000,241418.900000,0.025273,43.900000,1.900000,0.043280,983655.100000,16784.100000,0.017063,42884494.100000,3.932809
gen_59x59_1,generated 59*59,1.700000,10,59,59,289,4.689409,4.682202,4.662965,4.759008,11344797,11327362,11280822,11513173,3259.062626,0.742311,0.643584,9888402.700000,262843.600000,0.026581,44.900000,1.400000,0.031180,1018116.700000,17072.900000,0.016769,44394681.700000,3.913220
gen_60x60_1,generated 60*60,1.700000,10,60,60,289,4.834301,4.831823,4.818778,4.855104,11695328,11689333,11657774,11745657,3248.702222,0.744679,0.645636,10230102.300000,273402.300000,0.026725,43.500000,0.700000,0.016092,1053172.300000,17363.200000,0.016487,45931019.300000,3.927296
gen_61x61_1,generated 61*61,1.700000,10,61,61,289,5.010899,5.002346,4.971705,5.074791,12122567,12101875,12027748,12277137,3257.878796,0.742581,0.643818,10577600.300000,284334.600000,0.026881,54.400000,3.800000,0.069853,1088818.300000,17653.600000,0.016214,47493473.300000,3.917774
gen_62x62_1,generated 62*62,1.700000,10,62,62,289,5.159901,5.158498,5.137342,5.183426,12483010,12479616,12428436,12539922,3247.401145,0.744976,0.645894,10930920.300000,294897.800000,0.026978,46.700000,1.500000,0.032120,1125065.300000,17938.800000,0.015945,49082128.300000,3.931915
gen_63x63_1,generated 63*63,1.700000,10,63,63,289,5.332809,5.333177,5.309496,5.376920,12901361,12902252,12844964,13008077,3250.531872,0.744261,0.645274,11290038.600000,304381.800000,0.026960,44.700000,0.900000,0.020134,1161902.600000,18228.000000,0.015688,50696899.600000,3.929578
gen_64x64_1,generated 64*64,1.700000,10,64,64,289,5.505183,5.503205,5.495122,5.520997,13318370,13313584,13294030,13356628,3251.555176,0.744026,0.645071,11654962.500000,314394.200000,0.026975,42.700000,1.900000,0.044496,1199333.500000,18517.600000,0.015440,52337816.500000,3.929746
gen_65x65_1,generated 65*65,1.700000,10,65,65,289,5.682090,5.666671,5.643891,5.789547,13746308,13709006,13653894,14006272,3253.564024,0.743564,0.644670,12025693.000000,324451.500000,0.026980,52.000000,5.300000,0.101923,1237359.000000,18813.600000,0.015205,54004880.000000,3.928683
gen_66x66_1,generated 66*66,1.700000,10,66,66,289,5.851140,5.848678,5.813683,5.920121,14155272,14149316,14064656,14322154,3249.603306,0.744470,0.645456,12402229.600000,334391.500000,0.026962,42.800000,2.600000,0.060748,1275978.600000,19097.800000,0.014967,55698089.600000,3.934795
gen_67x67_1,generated 67*67,1.700000,10,67,67,289,6.033285,6.028319,6.001545,6.095784,14595973,14583961,14519188,14747174,3251.497661,0.744039,0.645082,12784562.500000,344885.000000,0.026977,39.500000,4.800000,0.121519,1315187.500000,19384.700000,0.014739,57417418.500000,3.933785
gen_68x68_1,generated 68*68,1.700000,10,68,68,289,6.217769,6.210599,6.188646,6.261898,15042291,15024945,14971836,15149050,3253.090614,0.743675,0.644766,13172719.300000,355195.900000,0.026965,44.500000,3.100000,0.069663,1354998.300000,19675.200000,0.014520,59162945.300000,3.933107
gen_69x69_1,generated 69*69,1.700000,10,69,69,289,6.395038,6.393174,6.355654,6.460709,15471124,15466614,15375845,15629997,3249.553455,0.744483,0.645467,13566673.600000,365827.500000,0.026965,47.300000,8.000000,0.169133,1395399.600000,19967.200000,0.014309,60934592.600000,3.938602
gen_70x70_1,generated 70*70,1.700000,10,70,70,289,6.571045,6.573004,6.536934,6.599610,15896989,15901728,15814465,15966094,3244.283469,0.745696,0.646518,13966423.700000,376394.400000,0.026950,42.100000,4.100000,0.097387,1436389.700000,20252.700000,0.014100,62732358.700000,3.946179
gen_71x71_1,generated 71*71,1.700000,10,71,71,289,6.759536,6.770215,6.731098,6.788202,16352895,16378730,16284098,16422245,3243.978377,0.745761,0.646575,14371998.800000,387310.400000,0.026949,51.200000,5.400000,0.105469,1477982.800000,20541.100000,0.013898,64556323.800000,3.947700
gen_72x72_1,generated 72*72,1.700000,10,72,72,289,6.959084,6.958940,6.936202,6.983825,16835699,16835352,16780342,16895554,3247.627122,0.744926,0.645851,14783370.900000,398146.500000,0.026932,42.000000,1.300000,0.030952,1520165.900000,20889.400000,0.013742,66406408.900000,3.944381
gen_73x73_1,generated 73*73,1.700000,10,73,73,289,7.155152,7.159701,7.115229,7.200470,17310011,17321016,17213427,17419646,3248.266279,0.744778,0.645723,15200549.300000,409517.200000,0.026941,53.000000,7.100000,0.133962,1562943.300000,21124.700000,0.013516,68282640.300000,3.944691
gen_74x74_1,generated 74*74,1.700000,10,74,74,289,7.351074,7.351178,7.313045,7.412164,17784002,17784254,17692000,17931793,3247.626370,0.744925,0.645850,15623533.400000,420707.500000,0.026928,57.100000,14.100000,0.246935,1606315.400000,21410.300000,0.013329,70185022.400000,3.946526
gen_75x75_1,generated 75*75,1.700000,10,75,75,289,7.556058,7.551088,7.519683,7.609334,18279918,18267893,18191917,18408805,3249.763200,0.744436,0.645426,16052324.200000,432253.800000,0.026928,52.700000,10.200000,0.193548,1650281.200000,21698.000000,0.013148,72113546.200000,3.944960
gen_76x76_1,generated 76*76,1.700000,10,76,76,289,7.766941,7.773813,7.732932,7.834195,18790111,18806738,18707836,18952816,3253.135561,0.743665,0.644757,16486920.700000,443677.100000,0.026911,52.200000,10.500000,0.201149,1694840.700000,21988.600000,0.012974,74068215.700000,3.941872
gen_77x77_1,generated 77*77,1.700000,10,77,77,289,7.960693,7.954913,7.934596,8.030626,19258863,19244881,19195730,19428050,3248.248103,0.744784,0.645728,16927322.300000,455342.000000,0.026900,51.200000,7.900000,0.154297,1739993.300000,22331.500000,0.012834,76049030.300000,3.948781
gen_78x78_1,generated 78*78,1.700000,10,78,78,289,8.177666,8.178480,8.132831,8.234248,19783727,19785695,19675260,19920612,3251.763149,0.743978,0.645029,17373529.800000,467738.100000,0.026922,58.700000,9.400000,0.160136,1785739.800000,22566.800000,0.012637,78055990.800000,3.945464
gen_79x79_1,generated 79*79,1.700000,10,79,79,289,8.371703,8.356984,8.338769,8.425221,20253170,20217563,20173496,20382644,3245.180260,0.745488,0.646338,17825534.800000,479443.400000,0.026896,52.800000,21.900000,0.414773,1832076.800000,22853.900000,0.012474,80089071.800000,3.954397
gen_80x80_1,generated 80*80,1.700000,10,80,80,289,8.591368,8.590611,8.554972,8.652562,20784597,20782766,20696545,20932639,3247.593281,0.744934,0.645858,18283364.200000,492017.900000,0.026911,63.700000,14.200000,0.222920,1879016.200000,23145.800000,0.012318,82148351.200000,3.952367
gen_81x81_1,generated 81*81,1.700000,10,81,81,289,8.813136,8.797881,8.780444,8.891148,21321087,21284184,21241999,21509818,3249.670325,0.744457,0.645444,18746990.400000,504137.000000,0.026892,54.600000,18.900000,0.346154,1926545.400000,23520.200000,0.012208,84233750.400000,3.950725
gen_82x82_1,generated 82*82,1.700000,10,82,82,289,9.030275,9.024072,8.985112,9.084129,21846395,21831390,21737136,21976682,3249.017698,0.744606,0.645574,19216422.200000,516538.700000,0.026880,71.200000,20.900000,0.293539,1974668.200000,23719.700000,0.012012,86345295.200000,3.952382
gen_83x83_1,generated 83*83,1.700000,10,83,83,289,9.250291,9.256855,9.219477,9.285801,22378756,22394636,22304209,22464664,3248.476702,0.744733,0.645684,19691659.700000,529251.200000,0.026877,75.400000,20.400000,0.270557,2023384.700000,24008.100000,0.011865,88482985.700000,3.953883
gen_84x84_1,generated 84*84,1.700000,10,84,84,289,9.473498,9.484102,9.435714,9.510182,22918694,22944348,22827286,23007443,3248.114229,0.744815,0.645754,20172704.000000,542334.800000,0.026885,87.400000,24.300000,0.278032,2072696.000000,24299.600000,0.011724,90646823.000000,3.955148
gen_85x85_1,generated 85*85,1.700000,10,85,85,289,9.691677,9.696174,9.652939,9.734841,23446543,23457420,23352824,23550965,3245.196263,0.745485,0.646335,20659553.600000,555207.600000,0.026874,61.500000,23.600000,0.383740,2122600.600000,24591.000000,0.011585,92836805.600000,3.959509
gen_86x86_1,generated 86*86,1.700000,10,86,86,289,9.932410,9.935170,9.878546,10.017220,24028964,24035641,23898653,24234139,3248.913467,0.744633,0.645597,21152209.900000,568386.000000,0.026871,84.400000,23.900000,0.283175,2173099.900000,24880.100000,0.011449,95052934.900000,3.955765
gen_87x87_1,generated 87*87,1.700000,10,87,87,289,10.168351,10.170217,10.145454,10.197937,24599736,24604250,24544343,24671312,3250.064209,0.744368,0.645367,21650671.700000,581890.600000,0.026876,83.100000,25.800000,0.310469,2224192.700000,25168.900000,0.011316,97295209.700000,3.955132
gen_88x88_1,generated 88*88,1.700000,10,88,88,289,10.402064,10.408280,10.368978,10.440088,25165075,25180114,25085034,25257066,3249.622288,0.744468,0.645453,22154940.100000,595409.000000,0.026875,86.400000,26.900000,0.311343,2275880.100000,25505.800000,0.011207,99563631.100000,3.956421
gen_89x89_1,generated 89*89,1.700000,10,89,89,289,10.672577,10.666821,10.640895,10.726896,25819556,25805631,25742909,25950968,3259.633380,0.742183,0.643472,22665167.400000,609274.700000,0.026882,101.200000,24.800000,0.245059,2328324.400000,25756.100000,0.011062,101858742.500000,3.945023
gen_90x90_1,generated 90*90,1.700000,10,90,90,289,10.903526,10.890462,10.866883,10.964962,26378253,26346649,26289607,26526884,3256.574444,0.742879,0.644076,23181048.900000,622932.500000,0.026872,101.400000,45.300000,0.446746,2381200.900000,26110.000000,0.010965,104179457.000000,3.949445
gen_91x91_1,generated 91*91,1.700000,10,91,91,289,11.153138,11.146360,11.126981,11.206764,26982138,26965742,26918860,27111873,3258.318802,0.742482,0.643732,23702733.800000,636767.000000,0.026865,100.600000,36.700000,0.364811,2434668.800000,26328.500000,0.010814,106526314.800000,3.948031
gen_92x92_1,generated 92*92,1.700000,10,92,92,289,11.407498,11.419762,11.358674,11.446565,27597521,27627191,27479403,27692034,3260.576678,0.741968,0.643286,24230227.600000,650643.800000,0.026853,104.900000,32.100000,0.306006,2488733.600000,26613.900000,0.010694,108899321.600000,3.945982
gen_93x93_1,generated 93*93,1.700000,10,93,93,289,11.698616,11.677054,11.623987,11.839754,28302335,28250170,28121786,28643789,3272.324546,0.739318,0.640989,24763527.000000,665188.100000,0.026862,113.900000,38.100000,0.334504,2543392.000000,26913.000000,0.010582,111298474.000000,3.932484
gen_94x94_1,generated 94*94,1.700000,10,94,94,289,11.882232,11.887615,11.854572,11.907950,28746033,28759057,28679118,28808252,3253.285763,0.743631,0.644728,25302631.600000,679478.500000,0.026854,110.500000,46.100000,0.417195,2598643.600000,27194.000000,0.010465,113723771.600000,3.956155
gen_95x95_1,generated 95*95,1.700000,10,95,95,289,12.199216,12.175326,12.134805,12.318856,29512881,29455085,29357055,29802319,3270.125319,0.739802,0.641408,25847543.400000,693807.500000,0.026842,124.100000,45.700000,0.368251,2654490.400000,27486.500000,0.010355,116175216.400000,3.936424
gen_96x96_1,generated 96*96,1.700000,10,96,96,289,12.418882,12.417781,12.375561,12.469872,30044320,30041658,29939516,30167678,3260.017361,0.742096,0.643397,26398258.500000,708401.800000,0.026835,106.700000,34.000000,0.318650,2710928.500000,27774.400000,0.010245,118652804.500000,3.949259
gen_97x97_1,generated 97*97,1.700000,10,97,97,289,12.703947,12.709111,12.651478,12.765898,30733947,30746439,30607011,30883821,3266.441386,0.740636,0.642131,26954782.400000,723316.800000,0.026834,123.100000,51.100000,0.415110,2767963.400000,28065.000000,0.010139,121156541.400000,3.942108
gen_98x98_1,generated 98*98,1.700000,10,98,98,289,13.007859,12.994747,12.924696,13.107039,31469194,31437474,31268003,31709137,3276.675760,0.738323,0.640126,27517110.900000,738497.800000,0.026838,126.300000,38.400000,0.304038,2825590.900000,28353.000000,0.010034,123686422.900000,3.930397
gen_99x99_1,generated 99*99,1.700000,10,99,99,289,13.205254,13.215745,13.150968,13.245608,31946716,31972097,31815385,32044342,3259.536374,0.742205,0.643491,28085245.900000,753373.100000,0.026825,124.200000,44.200000,0.355878,2883812.900000,28646.800000,0.009934,126242450.900000,3.951657
