variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_256x256_1,generated 256*256,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",10,256,256,289,394.822085,395.116189,393.419232,396.944637,955180503,955892021,951786626,960315526,694.042753,3.485762,3.022156,339114372.000000,9793429.100000,0.028879,40076681.300000,7311.600000,198896343.800000,10746.900000,0.000054,40370900.600000,3370.500000,0.000083,266384.100000,79025.800000,0.296661,13487.700000,8733.300000,0.647501,127.000000,0.000000,2339.000000,70230882.100000,618221.300000,0.008803,913157756.900000,0.956005
gen_384x384_1,generated 384*384,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",10,384,384,289,999.110365,996.115731,991.999019,1016.389126,2417146410,2409901495,2399941941,2458948895,780.586819,3.099333,2.687122,777628309.600000,28489813.800000,0.036637,92872151.500000,9685.000000,443826433.300000,79899.400000,0.000180,92315830.600000,11930.200000,0.000129,1220437.100000,436254.500000,0.357458,21485.900000,11816.600000,0.549970,811.600000,0.000000,5299.200000,159790762.500000,1817088.400000,0.011372,2086192904.200000,0.863081
gen_512x512_1,generated 512*512,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",10,512,512,289,1829.638032,1837.006485,1800.199476,1858.503858,4426352024,4444178153,4355132794,4496185677,804.056808,3.008805,2.608634,1371841602.000000,48696989.500000,0.035498,162041497.900000,19772.100000,776554432.000000,173846.300000,0.000224,161171712.000000,29984.900000,0.000186,2231791.700000,944502.300000,0.423204,100504.700000,27894.500000,0.277544,2119.100000,0.000000,9443.000000,281757859.400000,2480411.200000,0.008803,3704303492.600000,0.836875
gen_768x768_1,generated 768*768,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",10,768,768,289,4534.513818,4532.946807,4523.990989,4551.147879,10970299422,10966508371,10944841658,11010542025,885.679814,2.731562,2.368264,3086255988.900000,110308966.200000,0.035742,363098437.400000,39690.100000,1763444011.700000,899275.100000,0.000510,365801124.000000,51678.900000,0.000141,10284328.100000,4091707.000000,0.397858,272341.100000,93521.700000,0.343399,1409.600000,0.000000,19750.000000,629896215.900000,5479649.400000,0.008699,8325858911.800000,0.758945
gen_1024x1024_1,generated 1024*1024,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",10,1024,1024,289,9496.256886,9505.206573,9473.330431,9512.247636,22973686856,22995338261,22918222351,23012372256,1043.305481,2.318818,2.010416,5489123826.100000,196578958.300000,0.035812,649777654.200000,61294.800000,3130278395.200000,1438230.800000,0.000459,644181165.200000,99682.200000,0.000155,18628100.500000,10919802.600000,0.586201,755377.800000,386621.300000,0.511825,3261.800000,0.000000,21507.000000,1114482578.600000,9675463.300000,0.008682,14754801487.400002,0.642248
gen_2048x2048_1,generated 2048*2048,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",10,2048,2048,289,35636.771956,35490.385928,35145.249131,36876.913752,86215442591,85861293336,85026309693,89215696765,978.826825,2.471615,2.142890,21979432040.200001,817944672.100000,0.037214,2601692386.300000,200525.500000,12565918695.000000,4066508.500000,0.000324,2598356556.100000,158003.100000,0.000061,69124514.900000,51266904.500000,0.741660,1071289.900000,965110.800000,0.900887,4764.400000,0.000000,21729.000000,4454132350.100000,38330438.400000,0.008606,59169025049.600006,0.686293
gen_1536x1536_1,generated 1536*1536,21,"-5.48608;-20.5912;40.9429;-1.56937;-41.2954;24.9958;-42.4562;-29.7494;-42.6076;12.8208;34.2533;11.1194;-27.7528;34.501;37.1514;-17.185;-22.6242;17.3761;47.2736;41.2818;37.6725",10,1536,1536,289,19357.039572,19351.374592,19306.904243,19436.188876,46829651315,46815946274,46708361075,47021133814,945.190174,2.559545,2.219126,12350313740.700001,439661467.800000,0.035599,1463537336.500000,106699.600000,7076378841.000000,2994441.600000,0.000423,1460607544.300000,181483.800000,0.000124,39876285.600000,24786995.700000,0.621597,321340.900000,238825.300000,0.743215,2372.100000,0.000000,20833.100000,2503810284.400000,21597540.500000,0.008626,33219348710.100002,0.709366
