variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_cache_refs,avg_cache_misses,cache_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,10,1024,512,289,868.991399,867.589061,865.160994,879.600789,2102301801,2098909204,2093035119,2127968500,4009.822466,0.603329,0.523087,39016034.900000,6261487.500000,0.160485,230768723.700000,296787.900000,0.001286,7196066501.700001,3.422946
gen_128x128_1,generated 128*128,6.700000,10,128,128,289,27.025673,27.010654,26.909963,27.185272,65382420,65346085,65102487,65768533,3990.626221,0.606238,0.525609,208608.300000,52222.500000,0.250338,7204728.400000,73915.000000,0.010259,220762115.500000,3.376475
gen_256x256_1,generated 256*256,6.700000,10,256,256,289,108.776501,108.459575,107.782990,112.781272,263160185,262393456,260756610,272848826,4015.505753,0.602483,0.522353,2241552.100000,643653.000000,0.287146,28802262.900000,148398.900000,0.005152,892547764.900000,3.391652
gen_512x512_1,generated 512*512,6.700000,10,512,512,289,431.934146,431.793633,431.543825,432.762964,1044968249,1044628309,1044023955,1046973391,3986.237522,0.606907,0.526189,20189162.800000,3830264.200000,0.189719,115398129.500000,296687.500000,0.002571,3592271842.500000,3.437685
gen_1024x1024_1,generated 1024*1024,6.700000,10,1024,1024,289,1734.602760,1728.928684,1726.922814,1786.266126,4196489908,4182762731,4177909969,4321478062,4002.084644,0.604505,0.524106,77747187.900000,20443470.800000,0.262948,462295537.300000,593124.000000,0.001283,14417021921.300001,3.435495
gen_2048x2048_1,generated 2048*2048,6.700000,10,2048,2048,289,7010.546285,7011.171077,6959.081385,7095.053463,16960660519,16962172081,16836151148,17165109288,4043.736582,0.598285,0.518713,304736071.100000,89289179.700000,0.293005,1850770446.300000,1186666.000000,0.000641,57766800888.300003,3.405929
