variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,5,1024,512,289,758.781008,756.688077,756.266362,766.324500,1835654376,1830591126,1829570908,1853903705,3501.232864,0.690961,0.599063,1541225640.000000,22617390.000000,0.014675,197574.400000,73196.800000,0.370477,159584520.800000,1189157.400000,0.007452,6934910358.800000,3.777895
gen_10x10_1,generated 10*10,6.700000,5,10,10,289,0.135171,0.135185,0.135051,0.135323,327010,327044,326718,327377,3270.100000,0.739802,0.641408,239137.000000,10640.000000,0.044493,1.400000,0.000000,0.000000,29756.000000,46.200000,0.001553,1062575.000000,3.249365
gen_13x13_1,generated 13*13,6.700000,5,13,13,289,0.226438,0.225812,0.225604,0.228855,547804,546291,545786,553651,3241.443787,0.746342,0.647078,422538.200000,15780.200000,0.037346,3.200000,0.200000,0.062500,49959.200000,48.600000,0.000973,1884253.200000,3.439648
gen_16x16_1,generated 16*16,6.700000,5,16,16,289,0.342148,0.339831,0.339717,0.350943,827735,822130,821853,849011,3233.339844,0.748214,0.648702,658219.200000,20425.400000,0.031031,3.800000,0.000000,0.000000,75495.200000,51.800000,0.000686,2941152.200000,3.553253
gen_19x19_1,generated 19*19,6.700000,5,19,19,289,0.481520,0.478786,0.478435,0.492371,1164906,1158294,1157444,1191158,3226.886427,0.749710,0.649998,946199.000000,27198.800000,0.028745,7.200000,0.000000,0.000000,106443.800000,125.600000,0.001180,4233719.400000,3.634387
gen_22x22_1,generated 22*22,6.700000,5,22,22,289,0.687604,0.684441,0.684118,0.700473,1663471,1655821,1655038,1694604,3436.923554,0.703894,0.610276,1286348.800000,33495.800000,0.026039,47.400000,29.600000,0.624473,142675.600000,5803.400000,0.040675,5761276.200000,3.463406
gen_25x25_1,generated 25*25,6.700000,5,25,25,289,0.880342,0.878666,0.878182,0.887673,2129748,2125693,2124524,2147483,3407.596800,0.709951,0.615528,1678818.200000,40469.600000,0.024106,22.600000,0.200000,0.008850,184304.200000,6657.400000,0.036122,7524410.200000,3.533005
gen_28x28_1,generated 28*28,6.700000,5,28,28,289,1.108799,1.104489,1.104107,1.118630,2682441,2672013,2671090,2706224,3421.480867,0.707071,0.613031,2123503.600000,47613.200000,0.022422,32.400000,0.800000,0.024691,231222.600000,7530.200000,0.032567,9522547.600000,3.549956
gen_31x31_1,generated 31*31,6.700000,5,31,31,289,1.382033,1.378623,1.372089,1.401257,3343458,3335210,3319403,3389967,3479.144641,0.695353,0.602871,2620498.400000,55638.400000,0.021232,80.400000,0.800000,0.009950,283524.400000,8401.200000,0.029631,11756254.400000,3.516196
gen_34x34_1,generated 34*34,6.700000,5,34,34,289,1.637527,1.636572,1.635782,1.640096,3961562,3959253,3957341,3967779,3426.956747,0.705943,0.612052,3169672.400000,63907.600000,0.020162,58.400000,0.600000,0.010274,341121.400000,9271.600000,0.027180,14224936.400000,3.590739
