variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_cache_refs,avg_cache_misses,cache_miss_rate,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,10,1024,512,289,1165.053962,1164.882469,1161.892137,1169.568372,2818444284,2818029418,2810795345,2829365335,5375.755852,0.450012,0.390160,44333866.700000,8582798.900000,0.193595,249885328.700000,371195.200000,0.001485,8986639076.000000,3.188510
gen_1024x1024_1,generated 1024*1024,6.700000,10,1024,1024,289,2555.236092,2559.032318,2536.630179,2568.705248,6181621272,6190805092,6136609890,6214205824,5895.253441,0.410364,0.355785,81071202.500000,20758388.000000,0.256051,481390082.300000,667997.600000,0.001388,17870208168.500000,2.890861
gen_2048x2048_1,generated 2048*2048,6.700000,10,2048,2048,289,10166.152002,10170.698197,10099.751057,10325.982923,24594026522,24605024710,24433388890,24980690613,5863.672858,0.412575,0.357703,326535907.100000,85929721.800000,0.263156,1869870841.700000,1261256.200000,0.000675,71206248773.199997,2.895266
