variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_16x16_1,generated 16*16,20,"-2.137;-2.037;-1.987;-1.75;-1.34;-0.56;-0.34;-0.31;-0.17;-0.004;0.004;0.17;0.31;0.34;0.56;1.34;1.75;1.987;2.037;2.137",7,16,16,289,28.872403,28.855472,28.747224,29.060126,69848968,69808007,69546131,70303112,13642.376562,0.177332,0.153747,18730411.428571,475134.285714,0.025367,5195025.571429,204.714286,10604006.285714,0.000000,0.000000,4330941.000000,0.000000,0.000000,5.285714,0.285714,0.054054,2.142857,0.000000,0.000000,5.714286,0.000000,0.000000,6745075.857143,2284.285714,0.000339,57777171.714286,0.827173
gen_32x32_1,generated 32*32,20,"-2.137;-2.037;-1.987;-1.75;-1.34;-0.56;-0.34;-0.31;-0.17;-0.004;0.004;0.17;0.31;0.34;0.56;1.34;1.75;1.987;2.037;2.137",7,32,32,289,125.774280,125.771213,125.698266,125.856866,304277069,304269649,304093174,304476864,14857.278760,0.162831,0.141175,81306412.285714,4568695.857143,0.056191,19801397.142857,337.000000,48400494.142857,0.000000,0.000000,19803727.428571,0.000000,0.000000,16.428571,5.000000,0.304348,34.428571,13.000000,0.377593,0.714286,0.000000,0.000000,29314169.428571,8549.857143,0.000292,259069766.571429,0.851427
gen_64x64_1,generated 64*64,20,"-2.137;-2.037;-1.987;-1.75;-1.34;-0.56;-0.34;-0.31;-0.17;-0.004;0.004;0.17;0.31;0.34;0.56;1.34;1.75;1.987;2.037;2.137",7,64,64,289,542.651185,542.677832,542.328454,542.908277,1312802835,1312867301,1312022073,1313424803,16025.425232,0.150963,0.130885,342137173.857143,24984961.571429,0.073026,79917046.428571,1317.857143,196259229.714286,5.714286,0.000000,81207230.428571,68.428571,0.000001,5032.714286,847.857143,0.168469,811.285714,687.571429,0.847508,16.000000,0.000000,28.000000,122092974.428571,32887.428571,0.000269,1073753974.428571,0.817910
gen_128x128_1,generated 128*128,20,"-2.137;-2.037;-1.987;-1.75;-1.34;-0.56;-0.34;-0.31;-0.17;-0.004;0.004;0.17;0.31;0.34;0.56;1.34;1.75;1.987;2.037;2.137",7,128,128,289,2539.876481,2539.794298,2539.569245,2540.781479,6144573558,6144374738,6143830281,6146762967,18751.750360,0.129014,0.111855,1389925253.142857,192842294.142857,0.138743,326839701.428571,3222.857143,795726034.142857,2700.285714,0.000003,326771244.571429,482.857143,0.000001,39754.000000,12008.857143,0.302079,2880.571429,2085.857143,0.724112,150.428571,0.000000,208.000000,492548970.142857,129390.571429,0.000263,4324568312.142857,0.703803
gen_256x256_1,generated 256*256,20,"-2.137;-2.037;-1.987;-1.75;-1.34;-0.56;-0.34;-0.31;-0.17;-0.004;0.004;0.17;0.31;0.34;0.56;1.34;1.75;1.987;2.037;2.137",7,256,256,289,10999.407385,11003.519505,10988.398543,11006.621963,26610281083,26620229318,26583647979,26627734929,20302.033297,0.119163,0.103314,5606441468.142857,590657564.142857,0.105353,1315679928.571429,16907.285714,3203511857.428571,15145.714286,0.000005,1317319124.000000,2062.857143,0.000002,30309675.142857,2143260.857143,0.070712,24415.142857,7629.857143,0.312505,272.857143,0.000000,933.571429,1982486689.714286,498489.285714,0.000251,17419750063.714283,0.654625
gen_512x512_1,generated 512*512,20,"-2.137;-2.037;-1.987;-1.75;-1.34;-0.56;-0.34;-0.31;-0.17;-0.004;0.004;0.17;0.31;0.34;0.56;1.34;1.75;1.987;2.037;2.137",7,512,512,289,43886.300505,43889.949126,43834.863784,43935.200734,106172076971,106180903909,106047638514,106290379011,20250.716585,0.119465,0.103576,22509325145.714283,2340725147.571428,0.103989,5286104470.142857,46849.857143,12853696033.285713,43028.000000,0.000003,5285577324.571428,8943.857143,0.000002,118775662.571429,9456571.571429,0.079617,91933.285714,17539.571429,0.190786,1201.714286,0.000000,3813.571429,7955436640.571428,1981243.000000,0.000249,69974941646.714279,0.659071
gen_1024x1024_1,generated 1024*1024,20,"-2.137;-2.037;-1.987;-1.75;-1.34;-0.56;-0.34;-0.31;-0.17;-0.004;0.004;0.17;0.31;0.34;0.56;1.34;1.75;1.987;2.037;2.137",7,1024,1024,289,178474.584425,178208.954024,177079.371378,179772.607275,431775546091,431132918393,428400169832,434915794473,20588.662438,0.117504,0.101876,86492667144.000000,11582088240.428572,0.133908,21190087340.428570,255193.142857,51540932372.714279,168811.571429,0.000003,22696778421.285713,25049.285714,0.000001,2109673735.714286,21024689.857143,0.009966,1225784.428571,129219.428571,0.105418,6574.857143,0.000000,10266.142857,31846618628.428570,7886220.714286,0.000248,280268278482.285706,0.649106
gen_2048x2048_1,generated 2048*2048,20,"-2.137;-2.037;-1.987;-1.75;-1.34;-0.56;-0.34;-0.31;-0.17;-0.004;0.004;0.17;0.31;0.34;0.56;1.34;1.75;1.987;2.037;2.137",7,2048,2048,289,717281.578798,716160.681335,716077.132908,720775.386680,1735288120402,1732576381932,1732374256857,1743740537824,20686.246400,0.116950,0.101396,360923940724.285706,45015042818.857140,0.124722,84843381196.857132,933305.000000,206378574391.857117,2177175.142857,0.000011,84836536929.857132,539096.857143,0.000006,11104374059.571428,39531227.714286,0.003560,4498978.571429,234684.428571,0.052164,34189.000000,0.000000,61059.142857,127481476724.142853,31500766.857143,0.000247,1121808152169.714111,0.646468
