variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",10,1024,512,289,86.674493,86.506651,85.695932,88.091827,209684698,209278653,207317345,213113541,399.941822,6.048931,5.244423,90775447.800000,17038462.300000,0.187699,15529193.200000,1443.800000,49503132.500000,26671.700000,0.000539,14970513.800000,2209.800000,0.000148,97980.300000,87729.700000,0.895381,3947.500000,3302.300000,0.836555,325.600000,0.000000,1378.000000,4655536.800000,14760.300000,0.003170,194871825.500000,0.929356
gen_16x16_1,generated 16*16,1,"6.7",10,16,16,289,0.092693,0.076882,0.070332,0.142094,224246,185996,170149,343758,875.960938,2.761798,2.394479,20677.100000,1461.700000,0.070692,30802.800000,170.800000,82375.600000,3.200000,0.000039,23062.500000,5.600000,0.000243,87.100000,96.600000,1.109070,1232.700000,1198.900000,0.972581,1.700000,0.000000,5.000000,2286.100000,56.600000,0.024758,66930.800000,0.298470
gen_32x32_1,generated 32*32,1,"6.7",10,32,32,289,0.359266,0.365705,0.302575,0.486769,869155,884735,732007,1177620,848.784180,2.850259,2.471174,61135.800000,4305.100000,0.070419,84564.800000,475.000000,244211.600000,13.700000,0.000056,63384.000000,6.500000,0.000103,776.600000,782.800000,1.007984,1294.200000,1264.500000,0.977051,2.200000,0.000000,4.700000,5054.200000,45.100000,0.008923,190639.700000,0.219339
gen_64x64_1,generated 64*64,1,"6.7",10,64,64,289,0.711174,0.686479,0.631711,0.882589,1720542,1660800,1528298,2135249,420.054199,5.759494,4.993482,603943.200000,29447.300000,0.048758,261262.400000,218.600000,436974.600000,26.900000,0.000062,80408.500000,2.700000,0.000034,3378.500000,1053.200000,0.311736,1435.300000,941.700000,0.656100,1.900000,0.000000,4.300000,37805.200000,67.300000,0.001780,1744427.800000,1.013883
gen_128x128_1,generated 128*128,1,"6.7",10,128,128,289,2.623854,2.678715,2.459367,2.860991,6347752,6480474,5949817,6921446,387.436035,6.244250,5.413765,3186357.600000,136087.100000,0.042709,571832.700000,296.800000,1438239.600000,269.800000,0.000188,465078.500000,14.700000,0.000032,13294.600000,3724.300000,0.280136,992.600000,818.400000,0.824501,6.200000,0.000000,6.600000,170452.700000,259.400000,0.001522,6560034.800000,1.033442
gen_256x256_1,generated 256*256,1,"6.7",10,256,256,289,9.914347,9.872470,9.715094,10.288526,23985279,23883967,23503235,24890510,365.986313,6.610218,5.731059,11098603.000000,499639.400000,0.045018,2687534.200000,551.200000,5744511.000000,1711.300000,0.000298,1429597.100000,179.500000,0.000126,38964.800000,16854.300000,0.432552,1659.700000,1067.200000,0.643008,28.600000,0.000000,99.300000,572266.500000,1087.000000,0.001899,22058900.600000,0.919685
gen_512x512_1,generated 512*512,1,"6.7",10,512,512,289,44.638776,42.586300,39.837603,59.953960,107992226,103026779,96377002,145043439,411.957649,5.872562,5.091512,43981990.100000,7517235.000000,0.170916,8012660.700000,1944.100000,27074385.900000,12835.900000,0.000474,7705720.500000,882.800000,0.000115,75007.100000,53643.000000,0.715172,6521.900000,2227.300000,0.341511,65.100000,0.000000,498.700000,2259667.800000,2985.300000,0.001321,90237394.800000,0.835592
gen_768x768_1,generated 768*768,1,"6.7",10,768,768,289,111.311653,111.933188,92.237236,131.038905,269291589,270795243,223145658,317016900,456.562617,5.298852,4.594105,102734087.400000,18764411.000000,0.182650,17096893.700000,6568.200000,57732303.100000,31388.600000,0.000544,17363578.900000,654.600000,0.000038,133376.000000,110937.300000,0.831764,37263.700000,23140.200000,0.620985,126.900000,0.000000,651.700000,5182297.200000,17783.500000,0.003432,222659724.000000,0.826835
gen_1024x1024_1,generated 1024*1024,1,"6.7",10,1024,1024,289,175.716805,180.137070,161.239407,195.909321,425111644,435805591,390086477,473963397,405.418056,5.967420,5.173753,184333056.500000,34489466.600000,0.187104,29232926.200000,13730.000000,101693266.500000,37982.400000,0.000373,30389719.400000,2011.100000,0.000066,164192.100000,148522.700000,0.904567,62391.600000,44247.300000,0.709187,71.700000,0.000000,1071.300000,9302340.700000,37741.000000,0.004057,398058526.100000,0.936362
gen_1280x1280_1,generated 1280*1280,1,"6.7",10,1280,1280,289,238.802132,236.615674,230.270975,265.135224,577721845,572432258,557082851,641428155,352.613431,6.860910,5.948409,277847479.800000,51911409.200000,0.186834,47391683.100000,12509.000000,162262183.500000,39572.200000,0.000244,47572362.400000,1022.500000,0.000021,202482.700000,194400.500000,0.960084,21906.900000,21854.900000,0.997626,83.000000,0.000000,171.400000,14285618.200000,82209.800000,0.005755,608619547.200000,1.053482
