variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",2,1024,512,289,197.001411,198.372487,195.630334,198.372487,476594717,479911688,473277747,479911688,909.032282,2.661341,2.307383,128177018.500000,4658591.500000,0.036345,16660883.000000,2028.000000,74044193.500000,57297.500000,0.000774,15411115.000000,275.500000,0.000018,477574.500000,167123.000000,0.349941,5422.500000,1104.000000,0.203596,2.000000,0.000000,1378.000000,14986677.500000,231764.000000,0.015465,297510463.000000,0.624242
gen_256x256_1,generated 256*256,1,"6.7",2,256,256,289,18.332236,18.531350,18.133121,18.531350,44350835,44832550,43869121,44832550,676.740036,3.574905,3.099443,3410098.000000,219447.500000,0.064352,3339103.500000,633.000000,16057690.000000,444.500000,0.000028,2440583.000000,3.500000,0.000001,10078.000000,2123.500000,0.210706,2814.000000,2610.500000,0.927683,9.500000,0.000000,133.000000,403839.000000,6456.000000,0.015987,10541851.500000,0.237692
gen_384x384_1,generated 384*384,1,"6.7",2,384,384,289,43.948180,44.031533,43.864828,44.031533,106323211,106524865,106121558,106524865,721.050422,3.355224,2.908979,24316067.000000,1019361.500000,0.041921,6710214.000000,468.500000,26265002.000000,1581.500000,0.000060,3832457.000000,21.000000,0.000005,46287.000000,13731.500000,0.296660,3531.000000,222.000000,0.062872,145.000000,0.000000,323.000000,2864481.000000,50047.000000,0.017472,48178786.000000,0.453135
gen_512x512_1,generated 512*512,1,"6.7",2,512,512,289,79.385133,80.148600,78.621665,80.148600,192054819,193901860,190207779,193901860,732.630993,3.302180,2.862990,57163555.000000,2096960.000000,0.036684,8734601.500000,1234.000000,44800331.500000,5919.000000,0.000132,7124534.000000,62.000000,0.000009,90627.500000,32288.000000,0.356272,9000.500000,8229.500000,0.914338,0.000000,0.000000,590.000000,6526851.000000,95054.000000,0.014564,126634955.000000,0.659369
gen_768x768_1,generated 768*768,1,"6.7",2,768,768,289,198.881734,199.747195,198.016273,199.747195,481149790,483243579,479056002,483243579,815.751461,2.965702,2.571264,143756378.500000,5098877.000000,0.035469,19089284.500000,1882.000000,83503004.500000,30829.500000,0.000369,17205923.500000,259.000000,0.000015,420478.000000,120940.500000,0.287626,5193.500000,892.500000,0.171849,1.000000,0.000000,1350.000000,16935091.500000,250685.500000,0.014803,332505778.000000,0.691065
gen_1024x1024_1,generated 1024*1024,1,"6.7",2,1024,1024,289,384.463456,390.611612,378.315300,390.611612,930124404,944998510,915250298,944998510,887.035755,2.727375,2.364634,263623668.000000,9302248.000000,0.035286,31428713.000000,3205.500000,150690887.500000,45542.500000,0.000302,31102538.500000,218.500000,0.000007,743776.500000,252308.500000,0.339226,5391.500000,2013.000000,0.373365,1.000000,0.000000,1137.500000,30884449.000000,462765.000000,0.014984,609902770.000000,0.655722
gen_1536x1536_1,generated 1536*1536,1,"6.7",2,1536,1536,289,792.312896,796.793454,787.832338,796.793454,1916843612,1927683431,1906003793,1927683431,812.464232,2.977733,2.581694,589099574.000000,20546370.500000,0.034878,71110468.000000,6980.000000,336926506.000000,124750.000000,0.000370,70308310.500000,17288.000000,0.000246,1631344.500000,506571.000000,0.310524,8466.500000,4157.500000,0.491053,59.500000,0.000000,1112.500000,68992815.500000,1021634.000000,0.014808,1366860133.500000,0.713079
gen_2048x2048_1,generated 2048*2048,1,"6.7",2,2048,2048,289,1447.931330,1449.985945,1445.876716,1449.985945,3502958337,3507929035,3497987640,3507929035,835.170349,2.896756,2.511488,1049342767.000000,38691216.000000,0.036872,124753522.500000,10744.500000,600450756.500000,209390.500000,0.000349,124513215.500000,17896.000000,0.000144,2855876.500000,1288326.500000,0.451114,38794.000000,14905.000000,0.384209,502.500000,0.000000,1281.500000,122427226.000000,1825978.500000,0.014915,2414849624.000000,0.689374
gen_3072x3072_1,generated 3072*3072,1,"6.7",2,3072,3072,289,82721.395462,91890.741293,73552.049630,91890.741293,200130685230,222314395431,177946975029,222314395431,21206.610492,0.114084,0.098911,2231197779.000000,178078430.000000,0.079813,276643439.500000,5305225.500000,1479245452.000000,5900868.000000,0.003989,290132609.000000,219396.000000,0.000756,10077454.500000,5234249.500000,0.519402,148876.500000,79604.000000,0.534698,349742.500000,1256479.500000,296832.500000,262167399.000000,4161769.000000,0.015874,5243639513.000000,0.026201
