variant,data_source,num_focuses,focus_values,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,1,"6.7",10,1024,512,289,142.135353,141.947367,140.641594,145.987114,343838181,343383426,340224645,353155936,655.819284,3.688653,3.198062,130767158.900000,4710294.400000,0.036020,15364700.100000,1665.200000,76468660.400000,59329.000000,0.000776,15343944.600000,3746.400000,0.000244,484305.800000,225912.500000,0.466467,6068.500000,5407.900000,0.891143,193.500000,0.000000,1378.000000,14491111.200000,234436.300000,0.016178,299618204.900000,0.871393
gen_16x16_1,generated 16*16,1,"6.7",10,16,16,289,0.086439,0.085490,0.081896,0.092739,209103,206808,198115,224345,816.808594,2.961631,2.567734,27914.100000,1271.800000,0.045561,23060.000000,103.000000,111363.200000,0.300000,0.000003,17255.400000,0.200000,0.000012,43.900000,51.900000,1.182232,183.600000,162.200000,0.883442,0.600000,0.000000,0.300000,6192.700000,24.100000,0.003892,94414.800000,0.451523
gen_32x32_1,generated 32*32,1,"6.7",10,32,32,289,0.292640,0.291328,0.285435,0.308422,707924,704751,690496,746103,691.332031,3.499182,3.033791,85490.300000,3958.200000,0.046300,68411.200000,102.700000,341663.700000,4.400000,0.000013,51268.800000,0.000000,0.000000,243.300000,194.100000,0.797781,239.700000,214.300000,0.894034,0.900000,0.000000,0.000000,15686.300000,43.500000,0.002773,283410.000000,0.400340
gen_64x64_1,generated 64*64,1,"6.7",10,64,64,289,0.904038,0.905328,0.858999,0.969012,2186959,2190079,2078004,2344137,533.925537,4.530782,3.928188,822775.600000,22048.900000,0.026798,206861.000000,102.600000,961845.900000,19.000000,0.000020,114115.000000,0.000000,0.000000,484.500000,198.200000,0.409082,488.700000,351.900000,0.720074,1.900000,0.000000,0.000000,86825.100000,316.800000,0.003649,1864224.500000,0.852428
gen_128x128_1,generated 128*128,1,"6.7",10,128,128,289,3.120703,3.031313,2.963657,3.602153,7549354,7333107,7169441,8714038,460.776001,5.250098,4.551835,3623830.700000,137509.400000,0.037946,702408.500000,327.600000,2243570.200000,70.000000,0.000031,412093.600000,20.500000,0.000050,3940.500000,1028.500000,0.261007,409.600000,412.900000,1.008057,7.200000,0.000000,22.000000,534717.200000,11463.900000,0.021439,8097464.700000,1.072604
gen_256x256_1,generated 256*256,1,"6.7",10,256,256,289,11.587295,11.376400,11.112707,12.678389,28030886,27520709,26882807,30670357,427.717377,5.655850,4.903622,14835245.400000,466595.400000,0.031452,2251421.400000,363.100000,10112214.200000,345.800000,0.000034,1404300.700000,189.500000,0.000135,15559.700000,1890.600000,0.121506,1777.600000,1644.400000,0.925068,36.500000,0.000000,109.400000,1759798.500000,27222.400000,0.015469,34413657.500000,1.227705
gen_512x512_1,generated 512*512,1,"6.7",10,512,512,289,52.499450,52.395084,51.492994,54.569782,127002025,126749553,124567297,132010389,484.474277,4.993271,4.329166,63376600.700000,2207368.500000,0.034829,7912711.700000,1020.200000,39930293.300000,6215.600000,0.000156,7906901.200000,941.700000,0.000119,93081.100000,32744.800000,0.351788,4262.300000,3906.400000,0.916500,75.800000,0.000000,508.800000,7303069.200000,112796.300000,0.015445,150519158.400000,1.185171
gen_1024x1024_1,generated 1024*1024,1,"6.7",10,1024,1024,289,268.927824,270.018611,263.923114,279.230606,650566545,653205280,638459591,675490129,620.428605,3.899098,3.380518,262602356.800000,9291723.800000,0.035383,30852883.200000,3181.300000,151715465.400000,46075.100000,0.000304,30323545.800000,2479.400000,0.000082,765042.300000,256487.300000,0.335259,38317.100000,32283.000000,0.842522,121.300000,0.000000,1030.300000,29090403.800000,457185.500000,0.015716,598165573.100000,0.919453
gen_2048x2048_1,generated 2048*2048,1,"6.7",10,2048,2048,289,1004.718565,1004.458650,994.666297,1020.619628,2430538784,2429910016,2406221101,2469005427,579.485603,4.174606,3.619383,1047214781.100000,38787745.100000,0.037039,123004991.700000,10307.900000,604969969.800000,207498.600000,0.000343,123052323.700000,34461.100000,0.000280,2845259.500000,1293057.600000,0.454460,54353.900000,43560.700000,0.801427,138.100000,0.000000,5260.500000,115139858.200000,1818296.100000,0.015792,2393818801.300000,0.984892
