variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
real_data_1,real,6.700000,5,1024,512,289,941.924319,941.913422,941.018884,942.887097,2278765571,2278739209,2276575082,2281094786,4346.400396,0.556614,0.482584,665048613.000000,21849357.200000,0.032854,115126042.600000,1029.200000,384772272.600000,7623.400000,0.000020,114244382.600000,141.200000,0.000001,81161.800000,25543.400000,0.314722,174.000000,2812.600000,16.164368,41.000000,0.000000,0.000000,72112040.000000,22422.800000,0.000311,2939970283.800000,1.290159
gen_10x10_1,generated 10*10,6.700000,5,10,10,289,0.126693,0.126463,0.126407,0.127599,306507,305950,305814,308700,3065.070000,0.789309,0.684331,208397.000000,1728.200000,0.008293,120.000000,39.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,7.000000,0.097222,378.000000,0.001233
gen_13x13_1,generated 13*13,6.700000,5,13,13,289,0.229537,0.229363,0.229244,0.230336,555316,554896,554607,557249,3285.893491,0.736264,0.638341,379732.000000,2634.400000,0.006938,120.000000,37.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,7.000000,0.097222,378.000000,0.000681
gen_16x16_1,generated 16*16,6.700000,5,16,16,289,0.366842,0.363828,0.363443,0.378081,887498,880207,879274,914687,3466.789062,0.697847,0.605034,551335.800000,3839.000000,0.006963,15104.200000,36.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.800000,0.200000,0.250000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,7.000000,0.097222,378.000000,0.000426
gen_19x19_1,generated 19*19,6.700000,5,19,19,289,0.536208,0.533218,0.530817,0.548640,1297249,1290015,1284206,1327327,3593.487535,0.673246,0.583704,171997.800000,5244.000000,0.030489,204997.000000,37.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.000000,0.200000,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,81.600000,7.800000,0.095588,421.200000,0.000325
gen_22x22_1,generated 22*22,6.700000,5,22,22,289,0.735313,0.736439,0.728528,0.742080,1778941,1781665,1762527,1795313,3675.497934,0.658223,0.570679,1073514.600000,7035.400000,0.006554,39457.800000,38.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,23.800000,8.800000,0.369748,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,72.000000,7.200000,0.100000,378.000000,0.000212
gen_25x25_1,generated 25*25,6.700000,5,25,25,289,0.960574,0.956644,0.955814,0.968438,2323911,2314403,2312396,2342938,3718.257600,0.650653,0.564116,1143263.000000,8845.200000,0.007737,130640.200000,39.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.400000,1.000000,0.156250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,74.400000,9.200000,0.123656,388.800000,0.000167
gen_28x28_1,generated 28*28,6.700000,5,28,28,289,1.221984,1.219310,1.216125,1.229202,2956349,2949880,2942176,2973812,3770.853316,0.641580,0.556250,742872.200000,10830.400000,0.014579,375406.000000,52.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.800000,1.600000,0.089888,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79.200000,7.800000,0.098485,410.400000,0.000139
gen_31x31_1,generated 31*31,6.700000,5,31,31,289,1.557033,1.539162,1.510219,1.616189,3766930,3723696,3653673,3910046,3919.802289,0.617199,0.535112,954253.800000,13739.800000,0.014398,457050.000000,38.800000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,44.800000,4.000000,0.089286,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,79.200000,7.600000,0.095960,410.400000,0.000109
gen_34x34_1,generated 34*34,6.700000,5,34,34,289,1.845978,1.839817,1.832507,1.869994,4465966,4451060,4433375,4524068,3863.292388,0.626226,0.542938,448094.800000,9176.000000,0.020478,765370.600000,97.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,58.600000,1.000000,0.017065,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,86.400000,8.800000,0.101852,442.800000,0.000099
