variant,data_source,focus_parameter,num_reps,img_w,img_h,n_subapertures,avg_ms,median_ms,min_ms,max_ms,avg_cycles,median_cycles,min_cycles,max_cycles,cycles_per_pixel,mpixels_s,membw_gbs,avg_l1d_loads,avg_l1d_misses,avg_l1d_miss_rate,avg_l1d_stores,avg_l1i_misses,avg_dtlb_loads,avg_dtlb_load_misses,avg_dtlb_load_miss_rate,avg_dtlb_stores,avg_dtlb_store_misses,avg_dtlb_store_miss_rate,avg_llc_loads,avg_llc_misses,avg_llc_miss_rate,avg_llc_stores,avg_llc_store_misses,avg_llc_store_miss_rate,avg_itlb_load_misses,avg_major_page_faults,avg_minor_page_faults,avg_branch_instr,avg_branch_misses,branch_miss_rate,avg_instructions,ipc
gen_37x37_1,generated 37*37,6.700000,5,37,37,289,3.072773,3.076963,3.013374,3.138389,7433849,7443984,7290147,7592590,5430.130752,0.445526,0.386271,1871319.200000,9597.600000,0.005129,1460719.000000,126.600000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,98.600000,24.400000,0.247465,4.800000,0.000000,0.000000,0.000000,0.000000,0.000000,84.000000,13.200000,0.157143,432.000000,0.000058
gen_40x40_1,generated 40*40,6.700000,5,40,40,289,3.290227,3.286669,3.278989,3.301019,7959957,7951350,7932769,7986067,4974.973125,0.486289,0.421612,523520.600000,6779.600000,0.012950,2025904.600000,136.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.000000,10.600000,0.203846,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,88.800000,12.000000,0.135135,453.600000,0.000057
gen_43x43_1,generated 43*43,6.700000,5,43,43,289,3.799762,3.790844,3.756395,3.848248,9192659,9171084,9087742,9309961,4971.692266,0.486609,0.421890,157689.800000,6826.800000,0.043293,2000034.800000,184.400000,1871003.000000,0.000000,0.000000,0.000000,0.000000,0.000000,47.800000,10.200000,0.213389,38.800000,0.000000,0.000000,0.000000,0.000000,0.000000,88.800000,13.000000,0.146396,453.600000,0.000049
gen_46x46_1,generated 46*46,6.700000,5,46,46,289,4.146178,4.128013,4.116150,4.189581,10030683,9986740,9958038,10135688,4740.398393,0.510350,0.442473,433277.800000,8477.400000,0.019566,1550664.000000,158.600000,2750287.600000,0.000000,0.000000,0.000000,0.000000,0.000000,54.400000,11.600000,0.213235,28.200000,0.200000,0.007092,0.000000,0.000000,0.000000,93.600000,15.200000,0.162393,475.200000,0.000047
gen_49x49_1,generated 49*49,6.700000,5,49,49,289,4.870178,4.858714,4.822972,4.927194,11782273,11754540,11668070,11920210,4907.235735,0.493000,0.427431,1430032.400000,14206.400000,0.009934,1976681.400000,149.600000,3903949.200000,0.000000,0.000000,0.000000,0.000000,0.000000,62.400000,32.200000,0.516026,13.400000,0.400000,0.029851,0.000000,0.000000,0.000000,91.200000,12.400000,0.135965,464.400000,0.000039
gen_52x52_1,generated 52*52,6.700000,5,52,52,289,5.266770,5.265980,5.255679,5.277970,12741734,12739821,12714902,12768829,4712.179734,0.513408,0.445124,2382190.000000,23497.800000,0.009864,2034524.800000,150.800000,4466031.000000,0.000000,0.000000,0.000000,0.000000,0.000000,57.400000,21.400000,0.372822,10.800000,3.800000,0.351852,0.000000,0.000000,0.000000,91.200000,12.000000,0.131579,464.400000,0.000036
gen_55x55_1,generated 55*55,6.700000,5,55,55,289,6.058546,6.046800,6.019070,6.096397,14657258,14628840,14561755,14748830,4845.374545,0.499295,0.432888,1604279.000000,38049.000000,0.023717,1966734.000000,108.600000,7514801.200000,0.000000,0.000000,514173.600000,0.000000,0.000000,24.200000,10.600000,0.438017,14.600000,0.200000,0.013699,0.000000,0.000000,0.000000,93.600000,14.800000,0.158120,475.200000,0.000032
gen_58x58_1,generated 58*58,6.700000,5,58,58,289,6.545876,6.540931,6.515645,6.588339,15836753,15824789,15763614,15939486,4707.714923,0.513911,0.445561,170242.000000,31532.200000,0.185220,2013796.400000,144.600000,10227278.000000,0.000000,0.000000,1115931.400000,0.000000,0.000000,18.800000,14.400000,0.765957,6.200000,0.000000,0.000000,0.400000,0.000000,0.000000,89041.400000,101.800000,0.001143,1702535.800000,0.107505
gen_61x61_1,generated 61*61,6.700000,5,61,61,289,7.538724,7.527906,7.454531,7.660286,18238177,18212006,18034494,18532269,4901.418167,0.493585,0.427938,1315506.800000,44382.000000,0.033738,1937844.800000,118.600000,9775981.600000,0.000000,0.000000,1425542.800000,0.000000,0.000000,17.200000,4.400000,0.255814,5.000000,0.000000,0.000000,0.800000,0.000000,0.000000,383474.800000,639.800000,0.001668,7532990.400000,0.413034
gen_64x64_1,generated 64*64,6.700000,5,64,64,289,7.999418,7.997316,7.958219,8.029399,19352786,19347700,19253113,19425317,4724.801270,0.512037,0.443936,2844510.200000,50458.800000,0.017739,1979823.400000,155.200000,10168203.800000,0.000000,0.000000,1705225.200000,0.000000,0.000000,23.800000,13.000000,0.546218,5.400000,0.800000,0.148148,1.000000,0.000000,0.000000,579280.200000,624.200000,0.001078,11406443.400000,0.589395
gen_67x67_1,generated 67*67,6.700000,5,67,67,289,9.369394,9.371012,9.203640,9.537722,22667029,22670943,22266027,23074260,5049.460682,0.479113,0.415391,6822384.800000,79331.600000,0.011628,1828906.800000,197.600000,9655010.600000,0.000000,0.000000,1864888.400000,0.000000,0.000000,32.600000,11.600000,0.355828,8.200000,3.200000,0.390244,2.200000,0.000000,0.000000,1107527.600000,6031.600000,0.005446,21778536.000000,0.960802
